"","featureid","mz","rt","DTXSID","DB_name","name_original","Formula","group","mean_visit1","mean_N_OW","of_interest_cat","NFF_intensityTRUE"
"1058","171.13901-573.1",171.13901,573.1,"DTXSID6042232","DTXSID6042232","Hydroxycitronellal","C10H20O2","firefighter",5538973.04284037,NA,0,1
"1059","197.1545-652.2",197.1545,652.2,"DTXSID6042446","DTXSID6042446","Dihydroterpineol,acetate","C12H22O2","firefighter",1606116.18306,NA,0,1
"1060","197.15448-672.4",197.15448,672.4,"DTXSID6042446","DTXSID6042446","Dihydroterpineol,acetate","C12H22O2","firefighter",404842.125402447,NA,0,1
"1061","239.2012-859",239.2012,859,"DTXSID6044359","DTXSID6044359","Pentadecan-15-olide","C15H28O2","firefighter",426782.172,NA,0,1
"1062","229.144-292.2",229.144,292.2,"DTXSID6044511","DTXSID6044511","Dipropyl,hexanedioate","C12H22O4","firefighter",420681.4925,NA,0,1
"1063","229.144-285.2",229.144,285.2,"DTXSID6044511","DTXSID6044511","Dipropyl,hexanedioate","C12H22O4","firefighter",152829.57225,NA,0,1
"1064","188.07157-225.1",188.07157,225.1,"DTXSID6044644","DTXSID6044644","N-Isopropylphthalimide","C11H11NO2","firefighter",396519.058863574,NA,0,1
"1065","189.12821-470.8",189.12821,470.8,"DTXSID6044808","DTXSID6044808","3-(4-tert-Butylphenyl)propanal","C13H18O","firefighter",22031.3056143161,NA,0,1
"1066","115.07627-833.2",115.07627,833.2,"DTXSID6044854","DTXSID6044854","4-(Ethenyloxy)butan-1-ol","C6H12O2","firefighter",19547.6107849415,NA,0,1
"1067","115.07629-113.5",115.07629,113.5,"DTXSID6044854","DTXSID6044854","4-(Ethenyloxy)butan-1-ol","C6H12O2","firefighter",60475.3903932055,NA,0,1
"1068","115.07635-219",115.07635,219,"DTXSID6044854","DTXSID6044854","4-(Ethenyloxy)butan-1-ol","C6H12O2","firefighter",387482.466297211,NA,0,1
"1069","157.08658-334",157.08658,334,"DTXSID6044985","DTXSID6044985","{2-[2-(Ethenyloxy)ethoxy]ethoxy}ethene","C8H14O3","firefighter",26760.0412418061,NA,0,1
"1070","157.08657-331",157.08657,331,"DTXSID6044985","DTXSID6044985","{2-[2-(Ethenyloxy)ethoxy]ethoxy}ethene","C8H14O3","firefighter",23134.9266086883,NA,0,1
"1071","157.08653-240.4",157.08653,240.4,"DTXSID6044985","DTXSID6044985","{2-[2-(Ethenyloxy)ethoxy]ethoxy}ethene","C8H14O3","firefighter",52617.4332813953,NA,0,1
"1072","203.0827-168.7",203.0827,168.7,"DTXSID6045161","DTXSID6045161","Idazoxan","C11H12N2O2","firefighter",4747373,NA,0,1
"1073","340.1403-184.7",340.1403,184.7,"MTX741","DTXSID6045169-BTMR1242","","C16H24ClN3O3","firefighter",1854.4027075,NA,0,0
"1074","343.2272-898.9",343.2272,898.9,"DTXSID6045371","DTXSID6045371","Medrysone","C22H32O3","firefighter",7831.6839775,NA,0,0
"1075","241.087-381.7",241.087,381.7,"DTXSID6045587","DTXSID6045587","Fenoprofen,calcium,salt,dihydrate","C30H30CaO8","firefighter",635855.618725,NA,0,1
"1076","172.09772-271.2",172.09772,271.2,"DTXSID6045870","DTXSID6045870","Acetyl-L-leucine","C8H15NO3","firefighter",8057.56545916895,NA,0,0
"1077","172.09745-153.3",172.09745,153.3,"DTXSID6045870","DTXSID6045870","Acetyl-L-leucine","C8H15NO3","firefighter",80596.315229997,NA,0,1
"1078","172.09756-82.6",172.09756,82.6,"DTXSID6045870","DTXSID6045870","Acetyl-L-leucine","C8H15NO3","firefighter",342366.515826715,NA,0,1
"1079","399.3229-880.4",399.3229,880.4,"DTXSID6046212","DTXSID6046212","Colestolone","C27H44O2","firefighter",78937.8515,NA,0,1
"1080","319.2633-743.6",319.2633,743.6,"DTXSID6046218","DTXSID6046218","Pregnandiol","C21H36O2","firefighter",80663.1725,NA,0,1
"1081","236.0925-194.9",236.0925,194.9,"DTXSID6046264","DTXSID6046264","Ethopabate","C12H15NO4","firefighter",9805.020475,NA,0,0
"1082","145.06202-58.7",145.06202,58.7,"DTXSID6046345","DTXSID6046345","D-Glutamine","C5H10N2O3","firefighter",246154.278484416,NA,0,1
"1083","130.08746-82.1",130.08746,82.1,"DTXSID6046347","DTXSID6046347","D-Leucine","C6H13NO2","firefighter",16269939.0255033,NA,0,1
"1084","331.2644-983.5",331.2644,983.5,"DTXSID6046503","DTXSID6046503","Ganaxolone","C22H36O2","firefighter",2477453.68,NA,0,1
"1085","436.2042-473.3",436.2042,473.3,"DTXSID6046507","DTXSID6046507","Triparanol","C27H32ClNO2","firefighter",15523.0273175,NA,0,1
"1086","309.1331-260.8",309.1331,260.8,"DTXSID6046634","DTXSID6046634","Trepibutone","C16H22O6","firefighter",16679.8744675,NA,0,1
"1087","309.1335-227",309.1335,227,"DTXSID6046634","DTXSID6046634","Trepibutone","C16H22O6","firefighter",4279.710065,NA,0,0
"1088","483.173-1014.3",483.173,1014.3,"DTXSID6046636","DTXSID6046636","Halobetasol,propionate","C25H31ClF2O5","firefighter",7427.1057,NA,0,0
"1089","137.02425-145.3",137.02425,145.3,"DTXSID6046896","DTXSID6046896","Magnesium,salicylate,tetrahydrate","C14H18MgO10","firefighter",357041.75334754,NA,0,1
"1090","137.06046-264.8",137.06046,264.8,"DTXSID6047105","DTXSID6047105","2-Methoxy-4-methylphenol","C8H10O2","firefighter",65895.3065991137,NA,0,1
"1091","179.10734-244.4",179.10734,244.4,"DTXSID6047109","DTXSID6047109","2-Phenylpropionaldehyde,dimethyl,acetal","C11H16O2","firefighter",14913.9981693473,NA,0,1
"1092","146.04575-45.3",146.04575,45.3,"DTXSID6047155","DTXSID6047155","L-Glutamic,acid,hydrochloride","C5H10ClNO4","firefighter",118751.649728543,NA,0,1
"1093","191.10725-449.4",191.10725,449.4,"DTXSID6047159","DTXSID6047159","4-Methylphenyl,3-methylbutanoate","C12H16O2","firefighter",34075.5722438628,NA,0,1
"1094","144.08161-225",144.08161,225,"DTXSID6047440","DTXSID6047440","4-Isopropylbenzonitrile","C10H11N","firefighter",3586.26240827786,NA,0,0
"1095","223.1702-719.8",223.1702,719.8,"DTXSID6047490","DTXSID6047490","Linalyl,isobutyrate","C14H24O2","firefighter",1822155.72,NA,0,1
"1096","423.2372-553.3",423.2372,553.3,"DTXSID6047525","DTXSID6047525","Pravastatin,sodium","C23H35NaO7","firefighter",40832.70675,NA,0,1
"1097","155.10743-413.6",155.10743,413.6,"DTXSID6047579","DTXSID6047579","(3Z)-Hex-3-en-1-yl,propanoate","C9H16O2","firefighter",21880.6936203186,NA,0,1
"1098","191.10725-449.4",191.10725,449.4,"DTXSID6047604","DTXSID6047604","2-Phenylethyl,butanoate","C12H16O2","firefighter",34075.5722438628,NA,0,1
"1099","147.08133-364.8",147.08133,364.8,"DTXSID6048202","DTXSID6048202","Isopropyl,phenyl,ketone","C10H12O","firefighter",26148.8243811499,NA,1,1
"1100","608.3543-883.4",608.3543,883.4,"MTX745","DTXSID6048339-BTMR0503","","C32H53N2O7S","firefighter",4256.9015075,NA,0,0
"1101","608.3552-933.2",608.3552,933.2,"MTX745","DTXSID6048339-BTMR0503","","C32H53N2O7S","firefighter",3999.003675,NA,0,0
"1102","311.1531-68.7",311.1531,68.7,"DTXSID6048674","DTXSID6048674","Propamidine","C17H20N4O2","firefighter",52809.88525,NA,0,1
"1103","400.1421-344.4",400.1421,344.4,"DTXSID6048759","DTXSID6048759","Fominoben,hydrochloride","C21H25Cl2N3O3","firefighter",23046.6534825,NA,0,1
"1104","233.1177-471.3",233.1177,471.3,"DTXSID6049068","DTXSID6049068","Stiripentol","C14H18O3","firefighter",3404.3480875,NA,0,0
"1105","233.1177-341.9",233.1177,341.9,"DTXSID6049068","DTXSID6049068","Stiripentol","C14H18O3","firefighter",4727.852745,NA,0,0
"1106","407.171-168.7",407.171,168.7,"DTXSID6049226","DTXSID6049226","Tetrabutylthiuram,disulfide","C18H36N2S4","firefighter",24469.1465,NA,0,1
"1107","267.1134-577.8",267.1134,577.8,"DTXSID6049303","DTXSID6049303","1,4-Dimethylamino-4-nitrostilbene","C16H16N2O2","firefighter",50437.8178,NA,1,1
"1108","241.087-381.7",241.087,381.7,"DTXSID6049430","DTXSID6049430","Lapachol","C15H14O3","firefighter",635855.618725,NA,0,1
"1109","269.1212-640.1",269.1212,640.1,"DTXSID6049434","DTXSID6049434","1-(1-Naphthylmethyl)quinolinium,chloride","C20H16N","firefighter",7730.2953,NA,0,0
"1110","205.1598-827.9",205.1598,827.9,"DTXSID6052160","DTXSID6052160","1-Methyl-4-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde","C14H22O","firefighter",1337587.9225,NA,0,1
"1111","183.13891-567.9",183.13891,567.9,"DTXSID6057742","DTXSID6057742","Calcium,undecylenate","C22H38CaO4","firefighter",1084198.58335115,NA,0,1
"1112","429.2607-641.6",429.2607,641.6,"DTXSID6057825","DTXSID6057825","Resocortol,butyrate","C26H38O5","firefighter",14093.60715,NA,0,1
"1113","179.07087-341.9",179.07087,341.9,"DTXSID6057829","DTXSID6057829","Ethyl,mandelate","C10H12O3","firefighter",139818.725341676,NA,0,1
"1114","309.2799-1051.2",309.2799,1051.2,"DTXSID6060135","DTXSID6060135","9-Eicosenoic,acid","C20H38O2","firefighter",10047954.15,NA,0,1
"1115","287.2219-795.3",287.2219,795.3,"DTXSID6065921","DTXSID6065921","Peroxide,,cyclohexylidenebis[(1,1-dimethylpropyl)","C16H32O4","firefighter",50660.81425,NA,0,1
"1116","147.08133-364.8",147.08133,364.8,"DTXSID6067412","DTXSID6067412","Benzaldehyde,,4-propyl-","C10H12O","firefighter",26148.8243811499,NA,0,1
"1117","283.2656-1027.8",283.2656,1027.8,"DTXSID6067830","DTXSID6067830","Hexyl,laurate","C18H36O2","firefighter",101386613.925,NA,0,1
"1118","400.9559-54.2",400.9559,54.2,"DTXSID6068852","DTXSID6068852","3H-Pyrazol-3-one,,5-[(5-amino-2-chlorophenyl)amino]-2,4-dihydro-2-(2,4,6-trichlorophenyl)-","C15H10Cl4N4O","firefighter",5193.6511,NA,0,0
"1119","339.0534-331",339.0534,331,"MTX758","DTXSID6068985-BTMR0165","","C10H13F5O7","firefighter",11818.063125,NA,1,1
"1120","257.2115-795.3",257.2115,795.3,"DTXSID6071401","DTXSID6071401","Neodecaneperoxoic,acid,,1,1-dimethylpropyl,ester","C15H30O3","firefighter",116418.551,NA,0,1
"1121","335.149-276.2",335.149,276.2,"DTXSID60873156","DTXSID60873156","Monocarboxynonyl,phthalate","C18H24O6","firefighter",14807.479775,NA,0,1
"1122","115.07629-113.5",115.07629,113.5,"DTXSID70179272","DTXSID70179272","Sodium,2-ethylbutyrate","C6H12O2","firefighter",60475.3903932055,NA,0,1
"1123","115.07635-219",115.07635,219,"DTXSID70179272","DTXSID70179272","Sodium,2-ethylbutyrate","C6H12O2","firefighter",387482.466297211,NA,0,1
"1124","115.07627-833.2",115.07627,833.2,"DTXSID70179272","DTXSID70179272","Sodium,2-ethylbutyrate","C6H12O2","firefighter",19547.6107849415,NA,0,1
"1125","387.0253-64.7",387.0253,64.7,"MTX766","DTXSID7020059-BTMR0171","","C12H12N4O9S","firefighter",468386.0675,NA,1,1
"1126","282.1339-125.9",282.1339,125.9,"DTXSID7020132","DTXSID7020132","BEMITRADINE","C15H17N5O","firefighter",27388.38075,NA,1,1
"1127","403.1385-340.9",403.1385,340.9,"MTX768","DTXSID7020182-BTMR0166","","C21H24O8","firefighter",961.4138125,NA,1,0
"1128","307.0669-168.3",307.0669,168.3,"MTX769","DTXSID7020182-BTMR0197","","C15H16O5S","firefighter",31065.99625,NA,1,1
"1129","307.0638-526.6",307.0638,526.6,"MTX769","DTXSID7020182-BTMR0197","","C15H16O5S","firefighter",1386.0090775,NA,1,0
"1130","307.0668-144.8",307.0668,144.8,"MTX769","DTXSID7020182-BTMR0197","","C15H16O5S","firefighter",9908.4364,NA,1,0
"1131","235.1699-719.3",235.1699,719.3,"DTXSID7020211","DTXSID7020211","di-tert-Butyl-4-hydroxymethyl,phenol","C15H24O2","firefighter",168432.02725,NA,0,1
"1132","179.08225-400.6",179.08225,400.6,"MTX773","DTXSID7020398-BTMR1242","","C9H12N2O2","firefighter",25074.9769078033,NA,1,1
"1133","291.0843-263.8",291.0843,263.8,"DTXSID7020556","DTXSID7020556","Trisodium,ethylenediaminetetraacetate","C10H16N2O8","firefighter",13939.72761,NA,0,1
"1134","479.2963-980.9",479.2963,980.9,"DTXSID7020558","DTXSID7020558","Emetine,dihydrochloride","C29H42Cl2N2O4","firefighter",289621.56025,NA,0,1
"1135","361.2009-692.6",361.2009,692.6,"DTXSID7020714","DTXSID7020714","Hydrocortisone","C21H30O5","firefighter",33319.554925,NA,0,1
"1136","361.1985-630.6",361.1985,630.6,"DTXSID7020714","DTXSID7020714","Hydrocortisone","C21H30O5","firefighter",25511.119325,NA,0,1
"1137","109.02949-90.3",109.02949,90.3,"DTXSID7020716","DTXSID7020716","Hydroquinone","C6H6O2","firefighter",352016.180832215,NA,1,1
"1138","142.06601-168.7",142.06601,168.7,"DTXSID7020920","DTXSID7020920","1-Naphthylamine","C10H9N","firefighter",217383.884602998,NA,0,1
"1139","142.066-190.6",142.066,190.6,"DTXSID7020920","DTXSID7020920","1-Naphthylamine","C10H9N","firefighter",48455.1664210952,NA,0,1
"1140","142.06595-346.8",142.06595,346.8,"DTXSID7020920","DTXSID7020920","1-Naphthylamine","C10H9N","firefighter",2914.00235887486,NA,0,0
"1141","172.04008-313.1",172.04008,313.1,"DTXSID7020978","DTXSID7020978","1-Nitronaphthalene","C10H7NO2","firefighter",131973.792375892,NA,0,1
"1142","169.06554-369.9",169.06554,369.9,"DTXSID7021152","DTXSID7021152","4-Phenylphenol","C12H10O","firefighter",1919872.74983868,NA,1,1
"1143","557.1395-516.1",557.1395,516.1,"DTXSID7021235","DTXSID7021235","C.I.,Acid,Red,52","C27H29N2NaO7S2","firefighter",3148.0947575,NA,0,0
"1144","299.2009-864",299.2009,864,"DTXSID7021239","DTXSID7021239","all-trans-Retinoic,acid","C20H28O2","firefighter",32657.19775,NA,1,1
"1145","253.2178-884.9",253.2178,884.9,"DTXSID7021603","DTXSID7021603","(E)-Hexadec-9-enoic,acid","C16H30O2","firefighter",74239209.6,NA,0,1
"1146","115.07627-833.2",115.07627,833.2,"DTXSID7021607","DTXSID7021607","Hexanoic,acid","C6H12O2","firefighter",19547.6107849415,NA,0,1
"1147","115.07629-113.5",115.07629,113.5,"DTXSID7021607","DTXSID7021607","Hexanoic,acid","C6H12O2","firefighter",60475.3903932055,NA,0,1
"1148","115.07635-219",115.07635,219,"DTXSID7021607","DTXSID7021607","Hexanoic,acid","C6H12O2","firefighter",387482.466297211,NA,0,1
"1149","101.06078-90.6",101.06078,90.6,"DTXSID7021655","DTXSID7021655","Pentanoic,acid","C5H10O2","firefighter",1289969.34717822,NA,0,1
"1150","107.05009-196.3",107.05009,196.3,"DTXSID7021869","DTXSID7021869","p-Cresol","C7H8O","firefighter",355704.602650524,NA,1,1
"1151","187.00711-214.6",187.00711,214.6,"MTX795","DTXSID7021869-BTMR0197","","C7H8O4S","firefighter",31759185.0522284,NA,1,1
"1152","229.144-285.2",229.144,285.2,"DTXSID7021998","DTXSID7021998","Dibutyl,butanedioate","C12H22O4","firefighter",152829.57225,NA,0,1
"1153","229.144-292.2",229.144,292.2,"DTXSID7021998","DTXSID7021998","Dibutyl,butanedioate","C12H22O4","firefighter",420681.4925,NA,0,1
"1154","203.002-191.1",203.002,191.1,"DTXSID70220051","DTXSID70220051","4-(2,2-Dimethylpropyl)-3H-1,2-dithiole-3-thione","C8H12S3","firefighter",4430395.6425,NA,0,1
"1155","301.2172-874.5",301.2172,874.5,"DTXSID7022047","DTXSID7022047","Abietic,acid","C20H30O2","firefighter",6961708.875,NA,0,1
"1156","135.08129-341.4",135.08129,341.4,"DTXSID7022049","DTXSID7022049","2,4,6-Trimethylphenol","C9H12O","firefighter",30029.6972020223,NA,0,1
"1157","125.09683-320.5",125.09683,320.5,"DTXSID7022124","DTXSID7022124","1-Octyn-3-ol","C8H14O","firefighter",34357.9150756898,NA,0,1
"1158","229.0539-383.7",229.0539,383.7,"MTX797","DTXSID7022332-BTMR0197","","C10H14O4S","firefighter",1846694.15,NA,1,1
"1159","149.09678-383.7",149.09678,383.7,"DTXSID7022332","DTXSID7022332","4-(Butan-2-yl)phenol","C10H14O","firefighter",59658.6940343647,NA,1,1
"1160","163.07594-342.9",163.07594,342.9,"DTXSID7022413","DTXSID7022413","Isoeugenol","C10H12O2","firefighter",26207.7184520662,NA,1,1
"1161","243.0328-313.6",243.0328,313.6,"MTX799","DTXSID7022413-BTMR0197","","C10H12O5S","firefighter",106521.3604,NA,1,1
"1162","163.07599-384.2",163.07599,384.2,"DTXSID7022413","DTXSID7022413","Isoeugenol","C10H12O2","firefighter",59713.5336243316,NA,1,1
"1163","475.2467-872",475.2467,872,"DTXSID7022673","DTXSID7022673","Betamethasone,valerate","C27H37FO6","firefighter",21031.0711,NA,0,1
"1164","475.2521-739.8",475.2521,739.8,"DTXSID7022673","DTXSID7022673","Betamethasone,valerate","C27H37FO6","firefighter",20408.172875,NA,0,1
"1165","471.1112-317",471.1112,317,"DTXSID7022839","DTXSID7022839","Clofazimine","C27H22Cl2N4","firefighter",24002.170375,NA,0,1
"1166","179.05719-191.5",179.05719,191.5,"DTXSID7022910","DTXSID7022910","D-GLUCOSE","C6H12O6","firefighter",2514106.98858635,NA,0,1
"1167","612.7657-239.9",612.7657,239.9,"DTXSID7022912","DTXSID7022912","Diatrizoate,sodium","C11H8I3N2NaO4","firefighter",32619.00125,NA,0,1
"1168","228.9861-55.7",228.9861,55.7,"DTXSID7022914","DTXSID7022914","Diazoxide","C8H7ClN2O2S","firefighter",9306.993175,NA,0,0
"1169","379.1935-334",379.1935,334,"DTXSID7023061","DTXSID7023061","Fludrocortisone","C21H29FO5","firefighter",38015.511575,NA,0,1
"1170","339.1803-524.6",339.1803,524.6,"DTXSID7023277","DTXSID7023277","Methantheline,bromide","C21H26BrNO3","firefighter",12961.452525,NA,0,1
"1171","373.2009-583.5",373.2009,583.5,"DTXSID7023300","DTXSID7023300","Methylprednisolone","C22H30O5","firefighter",46987.360975,NA,0,1
"1172","373.2035-457.4",373.2035,457.4,"DTXSID7023300","DTXSID7023300","Methylprednisolone","C22H30O5","firefighter",3497.787125,NA,0,0
"1173","373.1987-712",373.1987,712,"DTXSID7023300","DTXSID7023300","Methylprednisolone","C22H30O5","firefighter",11694.7397,NA,0,1
"1174","415.2141-568.9",415.2141,568.9,"DTXSID7023302","DTXSID7023302","Methylprednisolone,acetate","C24H32O6","firefighter",13474.567625,NA,0,1
"1175","273.1854-773.7",273.1854,773.7,"DTXSID7023350","DTXSID7023350","Nandrolone","C18H26O2","firefighter",59289.703,NA,0,1
"1176","427.3241-1169.1",427.3241,1169.1,"DTXSID7023352","DTXSID7023352","Nandrolone,decanoate","C28H44O3","firefighter",1869.5195825,NA,0,0
"1177","427.3203-996.9",427.3203,996.9,"DTXSID7023352","DTXSID7023352","Nandrolone,decanoate","C28H44O3","firefighter",5013.35575,NA,0,0
"1178","339.1803-524.6",339.1803,524.6,"DTXSID7023431","DTXSID7023431","PENTAMIDINE","C19H24N4O2","firefighter",12961.452525,NA,0,1
"1179","335.149-276.2",335.149,276.2,"DTXSID7023938","DTXSID7023938","Butylphthalyl,butylglycolate","C18H24O6","firefighter",14807.479775,NA,0,1
"1180","202.1269-359.8",202.1269,359.8,"DTXSID7024376","DTXSID7024376","Vernolate","C10H21NOS","firefighter",1913.36462125,NA,1,0
"1181","202.1269-107",202.1269,107,"DTXSID7024376","DTXSID7024376","Vernolate","C10H21NOS","firefighter",4822.529625,NA,1,0
"1182","201.113-320.5",201.113,320.5,"DTXSID7024667","DTXSID7024667","1,4-Butanediol,diglycidyl,ether","C10H18O4","firefighter",629056.785,NA,0,1
"1183","425.3624-990.4",425.3624,990.4,"DTXSID7025055","DTXSID7025055","Bis(2-ethylhexyl),decanedioate","C26H50O4","firefighter",296164.0485,NA,0,1
"1184","150.0557-168.2",150.0557,168.2,"DTXSID7025132","DTXSID7025132","1,2-Dimethyl-3-nitrobenzene","C8H9NO2","firefighter",73426.3770030135,NA,0,1
"1185","150.0557-168.2",150.0557,168.2,"DTXSID7025134","DTXSID7025134","1,3-Dimethyl-2-nitrobenzene","C8H9NO2","firefighter",73426.3770030135,NA,0,1
"1186","150.0557-168.2",150.0557,168.2,"DTXSID7025136","DTXSID7025136","1,3-Dimethyl-5-nitrobenzene","C8H9NO2","firefighter",73426.3770030135,NA,0,1
"1187","473.3591-776.9",473.3591,776.9,"DTXSID7025215","DTXSID7025215","Diundecyl,phthalate","C30H50O4","firefighter",31373.280775,NA,0,1
"1188","265.1803-497.7",265.1803,497.7,"DTXSID7025217","DTXSID7025217","(2-Dodecenyl)succinic,anhydride","C16H26O3","firefighter",26829.784225,NA,0,1
"1189","136.03956-79.1",136.03956,79.1,"DTXSID7025421","DTXSID7025421","N-Hydroxybenzamide","C7H7NO2","firefighter",28273.7934078859,NA,0,1
"1190","136.04038-310.8",136.04038,310.8,"DTXSID7025421","DTXSID7025421","N-Hydroxybenzamide","C7H7NO2","firefighter",10315.637899524,NA,0,1
"1191","349.0376-371.8",349.0376,371.8,"DTXSID7025429","DTXSID7025429","6-Hydroxy-2-naphthyl,disulfide","C20H14O2S2","firefighter",12814.2576475,NA,1,1
"1192","277.2175-873",277.2175,873,"DTXSID7025506","DTXSID7025506","Linolenic,acid","C18H30O2","firefighter",44744510.3,NA,0,1
"1193","189.05531-313.3",189.05531,313.3,"DTXSID7025926","DTXSID7025926","Piperonal,acetone","C11H10O3","firefighter",68582.7895974279,NA,0,1
"1194","189.0553-319",189.0553,319,"DTXSID7025926","DTXSID7025926","Piperonal,acetone","C11H10O3","firefighter",63645.9488679971,NA,0,1
"1195","173.06063-454.4",173.06063,454.4,"DTXSID7025972","DTXSID7025972","3-Propylidenephthalide","C11H10O2","firefighter",4102.81905131057,NA,0,0
"1196","167.03446-153.8",167.03446,153.8,"DTXSID7026029","DTXSID7026029","Sodium,dehydroacetate","C8H7NaO4","firefighter",62563.3841051224,NA,0,1
"1197","137.02425-145.3",137.02425,145.3,"DTXSID7026368","DTXSID7026368","Salicylic,acid","C7H6O3","firefighter",357041.75334754,NA,0,1
"1198","157.08653-240.4",157.08653,240.4,"DTXSID7026609","DTXSID7026609","Isobutyric,anhydride","C8H14O3","firefighter",52617.4332813953,NA,0,1
"1199","157.08658-334",157.08658,334,"DTXSID7026609","DTXSID7026609","Isobutyric,anhydride","C8H14O3","firefighter",26760.0412418061,NA,0,1
"1200","157.08657-331",157.08657,331,"DTXSID7026609","DTXSID7026609","Isobutyric,anhydride","C8H14O3","firefighter",23134.9266086883,NA,0,1
"1201","166.05088-237.4",166.05088,237.4,"DTXSID7026655","DTXSID7026655","1-Ethoxy-4-nitrobenzene","C8H9NO3","firefighter",11789.4588001308,NA,0,1
"1202","166.05062-348.9",166.05062,348.9,"DTXSID7026655","DTXSID7026655","1-Ethoxy-4-nitrobenzene","C8H9NO3","firefighter",2845.99763585741,NA,0,0
"1203","201.113-320.5",201.113,320.5,"DTXSID7026867","DTXSID7026867","Decanedioic,acid","C10H18O4","firefighter",629056.785,NA,0,1
"1204","195.13868-578.3",195.13868,578.3,"DTXSID7026946","DTXSID7026946","Linalyl,acetate","C12H20O2","firefighter",443934.552913705,NA,1,1
"1205","183.17493-611.7",183.17493,611.7,"DTXSID7026998","DTXSID7026998","2,6,8-Trimethyl-4-nonanone","C12H24O","firefighter",19818.8206233831,NA,0,1
"1206","225.1861-776.9",225.1861,776.9,"DTXSID7027041","DTXSID7027041","2,4,7,9-Tetramethyl-5-decyne-4,7-diol","C14H26O2","firefighter",8864991.2,NA,0,1
"1207","205.1598-827.9",205.1598,827.9,"DTXSID7027047","DTXSID7027047","alpha-Isomethylionone","C14H22O","firefighter",1337587.9225,NA,1,1
"1208","337.3102-1169.1",337.3102,1169.1,"DTXSID7027099","DTXSID7027099","Butyl,cis-9-octadecenoate","C22H42O2","firefighter",97247.49675,NA,0,1
"1209","147.08133-364.8",147.08133,364.8,"DTXSID7027174","DTXSID7027174","1,2,3,4-Tetrahydronaphthalen-1-ol","C10H12O","firefighter",26148.8243811499,NA,0,1
"1210","365.1657-81.6",365.1657,81.6,"DTXSID7027465","DTXSID7027465","Butanedioic,acid,,sulfo,-,1,4-bis(1,3-dimethylbutyl),ester,,sodium,salt","C16H30O7S","firefighter",60681.848,NA,0,1
"1211","229.0865-254.8",229.0865,254.8,"DTXSID70274670","DTXSID70274670","4-chloro-N-propan-2-yl-6-propan-2-yloxy-1,3,5-triazin-2-amine","C9H15ClN4O","firefighter",30814.328575,NA,0,1
"1212","291.196-839.6",291.196,839.6,"DTXSID7027623","DTXSID7027623","Methyl,3,5-bis(tert-butyl)-4-hydroxyhydrocinnamate","C18H28O3","firefighter",31510.77725,NA,0,1
"1213","291.1958-549.3",291.1958,549.3,"DTXSID7027623","DTXSID7027623","Methyl,3,5-bis(tert-butyl)-4-hydroxyhydrocinnamate","C18H28O3","firefighter",23302.808075,NA,0,1
"1214","389.2685-780.9",389.2685,780.9,"DTXSID7027625","DTXSID7027625","Bis(2-ethylhexyl),terephthalate","C24H38O4","firefighter",266425.7185,NA,0,1
"1215","199.0762-63.2",199.0762,63.2,"DTXSID7027756","DTXSID7027756","3-Phenoxybenzenemethanol","C13H12O2","firefighter",73394.8000494491,NA,0,1
"1216","199.07604-370.4",199.07604,370.4,"DTXSID7027756","DTXSID7027756","3-Phenoxybenzenemethanol","C13H12O2","firefighter",134160.66130434,NA,0,1
"1217","365.3417-1050.2",365.3417,1050.2,"DTXSID7028017","DTXSID7028017","2-Propenoic,acid,,2-methyl,-,eicosyl,ester","C24H46O2","firefighter",697277.452,NA,0,1
"1218","357.2995-746.8",357.2995,746.8,"DTXSID7029160","DTXSID7029160","Glycerol,1-monostearate","C21H42O4","firefighter",18817.51045,NA,0,1
"1219","357.2994-773.9",357.2994,773.9,"DTXSID7029160","DTXSID7029160","Glycerol,1-monostearate","C21H42O4","firefighter",14853.139125,NA,0,1
"1220","193.12314-493.2",193.12314,493.2,"DTXSID7029247","DTXSID7029247","1,4-Bis(2-hydroxy-2-propyl)benzene","C12H18O2","firefighter",627452.302830682,NA,0,1
"1221","251.1027-128",251.1027,128,"DTXSID70297980","DTXSID70297980","3,4-dimorpholinocyclobut-3-ene-1,2-dione","C12H16N2O4","firefighter",73237.0045,NA,0,1
"1222","340.2294-360.6",340.2294,360.6,"DTXSID7037262","DTXSID7037262","Pregnenolone,carbonitrile","C22H31NO2","firefighter",7381.205775,NA,1,0
"1223","135.04492-237.9",135.04492,237.9,"DTXSID7040285","DTXSID7040285","2-Hydroxyacetophenone","C8H8O2","firefighter",98096.1896741648,NA,0,1
"1224","297.1699-350.9",297.1699,350.9,"DTXSID7040651","DTXSID7040651","Artemether","C16H26O5","firefighter",55369.88875,NA,0,1
"1225","249.1492-593.7",249.1492,593.7,"DTXSID7040734","DTXSID7040734","2-Ethylhexyl,salicylate","C15H22O3","firefighter",162039.62975,NA,0,1
"1226","179.10734-244.4",179.10734,244.4,"DTXSID7040788","DTXSID7040788","2-tert-Butyl-4-methoxyphenol","C11H16O2","firefighter",14913.9981693473,NA,0,1
"1227","239.1284-349.9",239.1284,349.9,"DTXSID7041047","DTXSID7041047","Imiquimod","C14H16N4","firefighter",56894.50975,NA,0,1
"1228","351.1293-830.7",351.1293,830.7,"DTXSID7041097","DTXSID7041097","PK,11195","C21H21ClN2O","firefighter",57960.268,NA,0,1
