LibraryID20	ConsensusSMILES20	MetFragScore20	ConsensusID20	FusionScore20	cluster.index20	parent.mass20	FusionID20	RTMean20	sum.precursor.intensity.20	MetFragID20	Smiles20	number.of.spectra20	MetFragSMILES20	INCHI20	ProteoSAFeClusterLink20	FusionSMILES20	SpectrumID20	ConsensusScore20/tLibraryID21	ConsensusSMILES21	MetFragScore21	ConsensusID21	FusionScore21	cluster.index21	parent.mass21	FusionID21	RTMean21	sum.precursor.intensity.21	MetFragID21	Smiles21	number.of.spectra21	MetFragSMILES21	INCHI21	ProteoSAFeClusterLink21	FusionSMILES21	SpectrumID21	ConsensusScore21
N/A					237807	311.2		318.652	120935			2			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237807&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		75939	311.2		13.1933	67701.46	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			1
N/A					237807	311.2		318.652	120935			2			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237807&show=true				N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		108549	311.2		13.6985	216019.93	DTXSID7044972		3	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			1
N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		237862	311.2		297.616	106844	DTXSID7044972		2	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237862&show=true			1	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		41645	311.2		13.4329	69660.80	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			1
N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		237862	311.2		297.616	106844	DTXSID7044972		2	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237862&show=true			1	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		75939	311.2		13.1933	67701.46	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			1
N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		237862	311.2		297.616	106844	DTXSID7044972		2	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=237862&show=true			1	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		108549	311.2		13.6985	216019.93	DTXSID7044972		3	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			1
N/A	CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C	1	DTXSID6022898		238075	311.2		1108.0976	148170	DTXSID6022898		25	CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=238075&show=true			1	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		41645	311.2		13.4329	69660.80	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2241645%22%2C%22main.cluster%20index_upperinput%22%3A%2241645%22%7D			1
N/A	CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C	1	DTXSID6022898		238075	311.2		1108.0976	148170	DTXSID6022898		25	CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=238075&show=true			1	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		75939	311.2		13.1933	67701.46	DTXSID7044972		1	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2275939%22%2C%22main.cluster%20index_upperinput%22%3A%2275939%22%7D			1
N/A	CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C	1	DTXSID6022898		238075	311.2		1108.0976	148170	DTXSID6022898		25	CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=238075&show=true			1	N/A	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C	1	DTXSID7044972		108549	311.2		13.6985	216019.93	DTXSID7044972		3	CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%22108549%22%2C%22main.cluster%20index_upperinput%22%3A%22108549%22%7D			1
N/A	CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C	1	DTXSID2046626		238817	313.2		329.78597	3445030	DTXSID2046626		32	CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=238817&show=true			1	N/A	C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	1.0000000,0.9939088,0.9822467,0.9788909,0.8819083	DTXSID5023667,DTXSID3047477,DTXSID2023016,DTXSID1022974,DTXSID6033538		42402	313.2		12.4865	174672.59	DTXSID3047477,DTXSID1022974,DTXSID5023667,DTXSID2023016,DTXSID6033538		1	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2242402%22%2C%22main.cluster%20index_upperinput%22%3A%2242402%22%7D			1,0.983,0.968,0.962,0.873
N/A	CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C	1	DTXSID2046626		238817	313.2		329.78597	3445030	DTXSID2046626		32	CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=238817&show=true			1	N/A	C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	1.0000000,0.9186500,0.8982285,0.8653642,0.7876493	DTXSID5023667,DTXSID1022974,DTXSID2023016,DTXSID3047477,DTXSID6033538		76430	313.2		12.8778	69919.40	DTXSID1022974,DTXSID5023667,DTXSID2023016,DTXSID3047477,DTXSID6033538		1	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2276430%22%2C%22main.cluster%20index_upperinput%22%3A%2276430%22%7D			1,0.997,0.933,0.894,0.823
N/A	CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C	1	DTXSID2046626		238824	313.2		327.3108	0	DTXSID2046626		5	CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=238824&show=true			1	N/A	C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	1.0000000,0.9939088,0.9822467,0.9788909,0.8819083	DTXSID5023667,DTXSID3047477,DTXSID2023016,DTXSID1022974,DTXSID6033538		42402	313.2		12.4865	174672.59	DTXSID3047477,DTXSID1022974,DTXSID5023667,DTXSID2023016,DTXSID6033538		1	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2242402%22%2C%22main.cluster%20index_upperinput%22%3A%2242402%22%7D			1,0.983,0.968,0.962,0.873
N/A	CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C	1	DTXSID2046626		238824	313.2		327.3108	0	DTXSID2046626		5	CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C		https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=238824&show=true			1	N/A	C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	1.0000000,0.9186500,0.8982285,0.8653642,0.7876493	DTXSID5023667,DTXSID1022974,DTXSID2023016,DTXSID3047477,DTXSID6033538		76430	313.2		12.8778	69919.40	DTXSID1022974,DTXSID5023667,DTXSID2023016,DTXSID3047477,DTXSID6033538		1	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2276430%22%2C%22main.cluster%20index_upperinput%22%3A%2276430%22%7D			1,0.997,0.933,0.894,0.823
SpectralMatchto12--13-DiHOMEfromNIST14					238891	313.2		313.94011	14195400			132		N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=238891&show=true		CCMSLIB00003138554		N/A	C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	1.0000000,0.9939088,0.9822467,0.9788909,0.8819083	DTXSID5023667,DTXSID3047477,DTXSID2023016,DTXSID1022974,DTXSID6033538		42402	313.2		12.4865	174672.59	DTXSID3047477,DTXSID1022974,DTXSID5023667,DTXSID2023016,DTXSID6033538		1	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2242402%22%2C%22main.cluster%20index_upperinput%22%3A%2242402%22%7D			1,0.983,0.968,0.962,0.873
SpectralMatchto12--13-DiHOMEfromNIST14					238891	313.2		313.94011	14195400			132		N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=238891&show=true		CCMSLIB00003138554		N/A	C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	1.0000000,0.9186500,0.8982285,0.8653642,0.7876493	DTXSID5023667,DTXSID1022974,DTXSID2023016,DTXSID3047477,DTXSID6033538		76430	313.2		12.8778	69919.40	DTXSID1022974,DTXSID5023667,DTXSID2023016,DTXSID3047477,DTXSID6033538		1	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2276430%22%2C%22main.cluster%20index_upperinput%22%3A%2276430%22%7D			1,0.997,0.933,0.894,0.823
N/A					238902	313.2		397.16931	1238220			13			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=238902&show=true				N/A	C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	1.0000000,0.9939088,0.9822467,0.9788909,0.8819083	DTXSID5023667,DTXSID3047477,DTXSID2023016,DTXSID1022974,DTXSID6033538		42402	313.2		12.4865	174672.59	DTXSID3047477,DTXSID1022974,DTXSID5023667,DTXSID2023016,DTXSID6033538		1	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2242402%22%2C%22main.cluster%20index_upperinput%22%3A%2242402%22%7D			1,0.983,0.968,0.962,0.873
N/A					238902	313.2		397.16931	1238220			13			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=238902&show=true				N/A	C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	1.0000000,0.9186500,0.8982285,0.8653642,0.7876493	DTXSID5023667,DTXSID1022974,DTXSID2023016,DTXSID3047477,DTXSID6033538		76430	313.2		12.8778	69919.40	DTXSID1022974,DTXSID5023667,DTXSID2023016,DTXSID3047477,DTXSID6033538		1	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2276430%22%2C%22main.cluster%20index_upperinput%22%3A%2276430%22%7D			1,0.997,0.933,0.894,0.823
N/A					238915	313.2		405.52369	4420360			29			https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=02c30664220649499d8ad28a67b70934&view=cluster_details&protein=238915&show=true				N/A	C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	1.0000000,0.9939088,0.9822467,0.9788909,0.8819083	DTXSID5023667,DTXSID3047477,DTXSID2023016,DTXSID1022974,DTXSID6033538		42402	313.2		12.4865	174672.59	DTXSID3047477,DTXSID1022974,DTXSID5023667,DTXSID2023016,DTXSID6033538		1	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C\C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C		https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=c4986987084946a58ca80ff39990bdd9&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2242402%22%2C%22main.cluster%20index_upperinput%22%3A%2242402%22%7D			1,0.983,0.968,0.962,0.873
