,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,cv_N/CV_OW,sdN/Sd_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DF_high_N,parent_id,DB_name,name_original,interest for fragmentation,SMILES_cleaned,name_cleaned,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,BC-relevant,">2xfb, higher N"
1366,212.99982-68.1,308,212.9998,68.1,97.5,100,83.33333,-2.5,4006.786,5579.284,139.2459,1808.226,NA,3564.769,4844.508,135.8996,1753.166,1950.809,1.024623325,1.151671955,2273.137,3065.832,134.8723,1143.817,NA,3,750,Unique,212.9981,8.13,C4H2F6O3,211.99081,M+H,3785.777,60.04414,0,DTXSID00369341,DTXSID00369341,"2,2-BIS(TRIFLUOROMETHYL)-2-HYDROXYACETIC,ACID",,O=C(O)C(O)(C(F)(F)F)C(F)(F)F,"3,3,3-trifluoro-2-hydroxy-2-(trifluoromethyl)propanoic acid",C4H2F6O3,211.990813,PFAS,0,,0,0,,1,,,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1367,213.0758-194,3536,213.0758,194,98.33333,100,75,-1.666667,9665.144,5462.116,56.51355,9204.365,NA,17179.18,35933.08,209.1665,8229.469,8850.319,0.270184518,0.15200801,1871.206,1534.97,82.03103,2172.999,NA,3,716.8142,Unique,213.0757,0.24,C10H12O5,212.06847,M+H,13422.16,13.94117,0,DTXSID5021201,DTXSID5021201,"Propyl,gallate",,CCCOC(=O)c1cc(O)c(O)c(O)c1,"propyl 3,4,5-trihydroxybenzoate",C10H12O5,212.068473,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-4.485466655,13.56556225,15,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1368,213.12852-241.4,2163,213.1285,241.4,100,100,100,0,17450.03,10575.18,60.60265,15996.48,14316.22,21859.62,17728.11,81.09981,19414.45,16659.38,0.747260074,0.596520441,22189.92,10492.37,47.28439,25904.03,19123.39,1,9,Unique,213.1274,5.3,C15H16O,212.12011,M+H,19654.83,112.8981,0,DTXSID3022536,DTXSID3022536,4-Cumylphenol,,CC(C)(c1ccccc1)c1ccc(O)cc1,4-(2-phenylpropan-2-yl)phenol,C15H16O,212.120115,"ERactive, exposurepred, VBtoxcast",,,,,,,1,0.741840756,,,,1,0.376,,,,,,1,-1.496410982,21.43033987,23,,,0,0,nurses1,-0.2388825,0.1243757,-1.920652,0.05624189,0,0,pos,1,
1369,213.19636-412,5645,213.1964,412,85.83333,85,100,0.8333333,2011.924,1821.724,90.54638,1807.264,NA,2113.533,2332.866,110.3775,1567.438,NA,0.820333673,0.780895259,2870.595,2008.334,69.96232,2132.142,2138.371,2,10,Unique,213.1961,1.04,C12H24N2O,212.18886,M+H,2062.729,139.1649,0,DTXSID7067954,DTXSID7067954,"1H-Imidazole-1-ethanol,,2-heptyl-4,5-dihydro-",,CCCCCCCC1=NCCN1CCO,"2-(2-heptyl-4,5-dihydroimidazol-1-yl)ethanol",C12H24N2O,212.188863,exposurepred,,,,,,,1,0.803592435,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1370,213.1964-527,5645,213.1964,527,100,100,100,0,2624.909,1259.815,47.99461,2945.547,2238.521,2777.063,1487.416,53.56075,3125.716,2262.933,0.896078005,0.846982283,6254.29,4421.43,70.69436,7693.096,3432.837,2,10,Unique,213.1961,1.22,C12H24N2O,212.18886,M+H,2700.986,231.5558,0,DTXSID7067954,DTXSID7067954,"1H-Imidazole-1-ethanol,,2-heptyl-4,5-dihydro-",,CCCCCCCC1=NCCN1CCO,"2-(2-heptyl-4,5-dihydroimidazol-1-yl)ethanol",C12H24N2O,212.188863,exposurepred,,,,,,,1,0.803592435,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1371,214.09012-449.7,5215,214.0901,449.7,100,100,100,0,3752.806,1140.323,30.38588,3713.462,3582.495,6640.692,6030.44,90.81042,4119.585,5071.228,0.334607857,0.189094494,8880.657,10886.68,122.5886,4933.024,5781.585,3,500,Unique,214.0896,2.31,C10H15NO2S,213.08235,M+H,5196.749,170.8887,0,DTXSID7027540,DTXSID7027540,N-Butylbenzenesulfonamide,,CCCCNS(=O)(=O)c1ccccc1,N-butylbenzenesulfonamide,C10H15NO2S,213.08235,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.971875067,3.450713617,4,,,0,0,nurses1,-0.5204838,0.06389214,-8.146289,4.51E-14,0,0,pos,0,
1372,215.0806-162.9,2989,215.0806,162.9,74.16667,61.25,83.33333,12.91667,635.0166,1981.226,311.9959,214.2848,NA,670.5126,1707.482,254.6532,121.2082,NA,1.225179578,1.160320284,377.5391,320.6266,84.9254,297.5935,NA,2,10,Multiple,215.0815,4.2,C12H10N2O2,214.07423,M+H,652.7646,57.83695,1,DTXSID4025749,DTXSID4025749,2-Nitrodiphenylamine,,O=[N+]([O-])c1ccccc1Nc1ccccc1,2-nitro-N-phenylaniline,C12H10N2O2,214.074228,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.456168733,3.982392942,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1373,215.0806-162.9,5935,215.0806,162.9,74.16667,61.25,83.33333,12.91667,635.0166,1981.226,311.9959,214.2848,NA,670.5126,1707.482,254.6532,121.2082,NA,1.225179578,1.160320284,377.5391,320.6266,84.9254,297.5935,NA,2,10,Multiple,215.0815,4.2,C12H10N2O2,214.07423,M+H,652.7646,57.83695,1,DTXSID8027323,DTXSID8027323,4-Nitro-N-phenylaniline,,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,4-nitro-N-phenylaniline,C12H10N2O2,214.074228,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.765618,8.7443,17,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1374,215.08359-613.6,5935,215.0836,613.6,98.33333,92.5,91.66667,5.833333,952.0697,437.5738,45.96027,935.4828,NA,774.5849,542.0797,69.98325,729.2141,NA,0.656732432,0.807213035,859.4786,471.0238,54.80344,1059.558,NA,2,10,Multiple,215.0815,9.7,C12H10N2O2,214.07423,M+H,863.3273,99.5542,0,DTXSID8027323,DTXSID8027323,4-Nitro-N-phenylaniline,,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,4-nitro-N-phenylaniline,C12H10N2O2,214.074228,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.765618,8.7443,17,,,0,0,nurses1,0.887154,0.2893057,3.066493,0.002474913,1,0,pos,0,
1375,215.08359-613.6,2989,215.0836,613.6,98.33333,92.5,91.66667,5.833333,952.0697,437.5738,45.96027,935.4828,NA,774.5849,542.0797,69.98325,729.2141,NA,0.656732432,0.807213035,859.4786,471.0238,54.80344,1059.558,NA,2,10,Multiple,215.0815,9.7,C12H10N2O2,214.07423,M+H,863.3273,99.5542,0,DTXSID4025749,DTXSID4025749,2-Nitrodiphenylamine,,O=[N+]([O-])c1ccccc1Nc1ccccc1,2-nitro-N-phenylaniline,C12H10N2O2,214.074228,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.456168733,3.982392942,1,,,0,0,nurses1,0.887154,0.2893057,3.066493,0.002474913,1,0,pos,0,
1376,215.16442-619.6,5417,215.1644,619.6,80,81.25,75,-1.25,7046.073,11745.03,166.6891,1153.299,NA,7641.138,11656.58,152.5503,1626.32,NA,1.092682872,1.007587989,532.4564,400.8897,75.2906,676.6908,NA,3,39705.88,Multiple,215.1642,1.16,C12H22O3,214.15689,M+H,7343.605,7.250613,0,DTXSID7044556,DTXSID7044556,"3-O-Acetyl-1,5-anhydro-2,4-dideoxy-2-pentylpentitol",,CCCCCC1COCCC1OC(C)=O,(3-pentyloxan-4-yl) acetate,C12H22O3,214.156895,exposurepred,,,,,,,1,3.598411,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1377,215.16442-619.6,5442,215.1644,619.6,80,81.25,75,-1.25,7046.073,11745.03,166.6891,1153.299,NA,7641.138,11656.58,152.5503,1626.32,NA,1.092682872,1.007587989,532.4564,400.8897,75.2906,676.6908,NA,3,39705.88,Multiple,215.1642,1.16,C12H22O3,214.15689,M+H,7343.605,7.250613,0,DTXSID7044976,DTXSID7044976,"2,2-Bis[(prop-2-en-1-yloxy)methyl]butan-1-ol",,C=CCOCC(CC)(CO)COCC=C,"2,2-bis(prop-2-enoxymethyl)butan-1-ol",C12H22O3,214.156895,exposurepred,,,,,,,1,12.581799,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1378,215.16451-622.8,5417,215.1645,622.8,78.33333,80,66.66667,-1.666667,6108.333,9965.654,163.1485,820.0275,NA,6888.328,10673.08,154.9444,1199.588,NA,1.052948671,0.933718664,371.4869,311.8393,83.94356,365.4011,NA,3,39705.88,Multiple,215.1642,1.58,C12H22O3,214.15689,M+H,6498.331,5.716651,0,DTXSID7044556,DTXSID7044556,"3-O-Acetyl-1,5-anhydro-2,4-dideoxy-2-pentylpentitol",,CCCCCC1COCCC1OC(C)=O,(3-pentyloxan-4-yl) acetate,C12H22O3,214.156895,exposurepred,,,,,,,1,3.598411,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1379,215.16451-622.8,5442,215.1645,622.8,78.33333,80,66.66667,-1.666667,6108.333,9965.654,163.1485,820.0275,NA,6888.328,10673.08,154.9444,1199.588,NA,1.052948671,0.933718664,371.4869,311.8393,83.94356,365.4011,NA,3,39705.88,Multiple,215.1642,1.58,C12H22O3,214.15689,M+H,6498.331,5.716651,0,DTXSID7044976,DTXSID7044976,"2,2-Bis[(prop-2-en-1-yloxy)methyl]butan-1-ol",,C=CCOCC(CC)(CO)COCC=C,"2,2-bis(prop-2-enoxymethyl)butan-1-ol",C12H22O3,214.156895,exposurepred,,,,,,,1,12.581799,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1380,216.09732-724.3,1934,216.0973,724.3,85,82.5,58.33333,2.5,639.0674,729.5127,114.1527,460.3607,NA,887.9176,1279.587,144.111,571.4057,NA,0.792116494,0.570115748,880.6558,1169.625,132.8129,267.7338,NA,2,10,Unique,216.0979,2.6,C8H13N3O4,215.09061,M+H,763.4925,115.3457,0,DTXSID2048167,DTXSID2048167,FR900409,,CC/C(=C\C(=N/O)C(N)=O)C(C)[N+](=O)[O-],"(E,2Z)-4-ethyl-2-hydroxyimino-5-nitrohex-3-enamide",C8H13N3O4,215.090606,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.916614111,4.8812066,7,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1381,216.12321-97.7,1356,216.1232,97.7,100,100,33.33333,0,12724.91,6267.326,49.25244,11420.76,11419.56,13457.67,5112.14,37.98682,12699.26,12488.21,1.296566546,1.225969164,130.8543,254.3319,194.3626,0,NA,2,10,Unique,216.123,0.81,C10H17NO4,215.11576,M+H,13091.29,0.9995529,0,DTXSID1069798,DTXSID1069798,"2-Propenoic,acid,,2-[[(butylamino)carbonyl]oxy]ethyl,ester",,C=CC(=O)OCCOC(=O)NCCCC,2-(butylcarbamoyloxy)ethyl prop-2-enoate,C10H17NO4,215.115758,exposurepred,,,,,,,1,0.410431108,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1382,216.12322-223.9,1356,216.1232,223.9,95,97.5,100,-2.5,1554.952,1182.084,76.02056,1288.624,NA,2083.49,1832.192,87.93859,1692.383,NA,0.864473265,0.645174742,2077.707,1106.498,53.25572,1549.954,1836.63,2,10,Unique,216.123,0.86,C10H17NO4,215.11576,M+H,1819.221,114.2086,0,DTXSID1069798,DTXSID1069798,"2-Propenoic,acid,,2-[[(butylamino)carbonyl]oxy]ethyl,ester",,C=CC(=O)OCCOC(=O)NCCCC,2-(butylcarbamoyloxy)ethyl prop-2-enoate,C10H17NO4,215.115758,exposurepred,,,,,,,1,0.410431108,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1383,216.15975-289,6748,216.1598,289,100,100,100,0,69797.45,47666.7,68.2929,59204.11,59050.45,70612.59,67765.54,95.96807,52305.97,55354.28,0.711621063,0.703406186,125069.1,51129.84,40.88128,110012.8,117174.9,3,167441.9,Unique,216.1594,1.53,C11H21NO3,215.15214,M+H,70205.02,178.1483,0,DTXSID9035753,DTXSID9035753,"Ethyl,3-(N-butylacetamido)propionate",,CCCCN(CCC(=O)OCC)C(C)=O,ethyl 3-[acetyl(butyl)amino]propanoate,C11H21NO3,215.152144,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-4.863942347,3.093562707,2,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1384,216.15978-286.2,6748,216.1598,286.2,100,100,100,0,72854.56,49531.24,67.98646,60528.19,62966.01,75247.69,75634.14,100.5136,53562.23,59489.76,0.676390658,0.654879397,118838.3,50727.26,42.68595,101055.5,110852,3,167441.9,Unique,216.1594,1.67,C11H21NO3,215.15214,M+H,74051.13,160.4814,0,DTXSID9035753,DTXSID9035753,"Ethyl,3-(N-butylacetamido)propionate",,CCCCN(CCC(=O)OCC)C(C)=O,ethyl 3-[acetyl(butyl)amino]propanoate,C11H21NO3,215.152144,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-4.863942347,3.093562707,2,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1385,216.19601-482.5,2018,216.196,482.5,100,100,100,0,4556.169,4704.072,103.2462,2771.806,3178.099,5345.184,5310.008,99.34192,3708.82,4091.109,1.039301435,0.885887931,6053.893,6642.674,109.7257,3470.596,3486.585,1,9,Unique,216.1958,0.95,C12H25NO2,215.18853,M+H,4950.676,122.2842,0,DTXSID2067323,DTXSID2067323,"1-Octanaminium,,N-(carboxymethyl)-N,N-dimethyl,-,inner,salt",,CCCCCCCC[N+](C)(C)CC(=O)[O-],2-[dimethyl(octyl)azaniumyl]acetate,C12H25NO2,215.188529,exposurepred,,,,,,,1,1.253913807,,,,,,,,,,,,,,,,,0,0,nurses1,-0.4127472,0.09685596,-4.261454,3.17E-05,0,0,pos,0,
1386,217.0748-246.9,5861,217.0748,246.9,100,100,100,0,13823.67,4274.103,30.91873,13497.61,13222.13,16183.45,5700.321,35.22315,15287.37,15062.54,0.877795711,0.749800406,13498.42,4110.545,30.45205,13298.4,12919.98,1,9,Unique,217.0738,4.46,C9H13ClN2O2,216.06655,M+H,15003.56,89.96811,0,DTXSID8024317,DTXSID8024317,Terbacil,,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,"3-tert-butyl-5-chloro-6-methyl-1H-pyrimidine-2,4-dione",C9H13ClN2O2,216.066555,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.292977976,4.363733572,9,,,0,0,nurses1,-0.1725864,0.06149073,-2.806705,0.005515823,0,0,pos,0,
1387,217.10712-294.8,4142,217.1071,294.8,100,100,100,0,14643.56,7965.386,54.39514,12434.22,13506.11,13592.42,5273.241,38.79546,13120.95,12591.63,1.402100658,1.510529483,24445.14,18202.6,74.46305,16678.68,20749.33,1,9,Unique,217.107,0.32,C10H16O5,216.09977,M+H,14117.99,173.1489,0,DTXSID5052591,DTXSID5052591,"Diethyl,ethoxymethylenemalonate",,CCOC=C(C(=O)OCC)C(=O)OCC,diethyl 2-(ethoxymethylidene)propanedioate,C10H16O5,216.099774,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.506515,2.885203,2,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1388,217.14378-324.8,424,217.1438,324.8,100,100,100,0,16385.57,17829.59,108.8128,8329.093,11462.18,16247.24,13712.27,84.39756,8813.936,12031.41,1.289288458,1.300265383,7194.392,1740.918,24.19827,7718.265,6963.204,3,22314.05,Multiple,217.1434,1.59,C11H20O4,216.13616,M+H,16316.4,44.093,0,DTXSID0044862,DTXSID0044862,"Undecanedioic,acid",,O=C(O)CCCCCCCCCC(=O)O,undecanedioic acid,C11H20O4,216.136159,exposurepred,,,,,,,1,13.61046255,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1389,217.14378-324.8,1125,217.1438,324.8,100,100,100,0,16385.57,17829.59,108.8128,8329.093,11462.18,16247.24,13712.27,84.39756,8813.936,12031.41,1.289288458,1.300265383,7194.392,1740.918,24.19827,7718.265,6963.204,3,22314.05,Multiple,217.1434,1.59,C11H20O4,216.13616,M+H,16316.4,44.093,0,DTXSID1044807,DTXSID1044807,"Dimethyl,nonanedioate",,COC(=O)CCCCCCCC(=O)OC,dimethyl nonanedioate,C11H20O4,216.136159,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.225922442,2.423372607,3,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1390,217.14378-324.8,2522,217.1438,324.8,100,100,100,0,16385.57,17829.59,108.8128,8329.093,11462.18,16247.24,13712.27,84.39756,8813.936,12031.41,1.289288458,1.300265383,7194.392,1740.918,24.19827,7718.265,6963.204,3,22314.05,Multiple,217.1434,1.59,C11H20O4,216.13616,M+H,16316.4,44.093,0,DTXSID3044831,DTXSID3044831,"1-Butoxy-1-oxopropan-2-yl,butanoate",,CCCCOC(=O)C(C)OC(=O)CCC,(1-butoxy-1-oxopropan-2-yl) butanoate,C11H20O4,216.136159,"exposurepred, VBtoxcast",,,,,,,1,0.314824497,,,,,,,,,,,1,-2.258914,1.307192,2,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1391,217.14378-324.8,5898,217.1438,324.8,100,100,100,0,16385.57,17829.59,108.8128,8329.093,11462.18,16247.24,13712.27,84.39756,8813.936,12031.41,1.289288458,1.300265383,7194.392,1740.918,24.19827,7718.265,6963.204,3,22314.05,Multiple,217.1434,1.59,C11H20O4,216.13616,M+H,16316.4,44.093,0,DTXSID8025707,DTXSID8025707,"Neopentyl,glycol,diglycidyl,ether",,CC(C)(COCC1CO1)COCC1CO1,"2-[[2,2-dimethyl-3-(oxiran-2-ylmethoxy)propoxy]methyl]oxirane",C11H20O4,216.136159,"exposurepred, VBtoxcast",,,,,,,1,0.205275365,,,,,,,,,,,1,-2.743929783,3.6385923,5,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1392,218.08034-242.5,1287,218.0803,242.5,100,100,100,0,8570.226,3937.424,45.94307,8384.93,7474.012,8390.449,4209.583,50.17113,8281.941,7006.728,0.915727232,0.935347753,5660.918,4354.213,76.91708,3796.585,4497.528,2,10,Unique,218.0812,3.8,C12H11NO3,217.07389,M+H,8480.337,66.75346,0,DTXSID1049225,DTXSID1049225,Oxazolone,,CCO/C=C1\N=C(c2ccccc2)OC1=O,"(4Z)-4-(ethoxymethylidene)-2-phenyl-1,3-oxazol-5-one",C12H11NO3,217.073893,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.035472158,4.981606684,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1393,218.0814-389.1,1287,218.0814,389.1,13.33333,12.5,16.66667,0.8333333,23.65002,70.50854,298.1332,0,NA,47.59057,167.322,351.5865,0,NA,0.847965437,0.421394318,27.55818,68.55699,248.7718,0,NA,2,10,Unique,218.0812,1.06,C12H11NO3,217.07389,M+H,35.62029,77.36653,0,DTXSID1049225,DTXSID1049225,Oxazolone,,CCO/C=C1\N=C(c2ccccc2)OC1=O,"(4Z)-4-(ethoxymethylidene)-2-phenyl-1,3-oxazol-5-one",C12H11NO3,217.073893,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.035472158,4.981606684,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1394,219.13863-512.9,2982,219.1386,512.9,100,100,100,0,55096.04,270251.1,490.5091,5702.877,8334.284,107199.7,388243.3,362.1683,5624.933,8100.756,1.354367845,0.696086964,3375.328,1217.226,36.06245,3554.985,3155.29,3,26470.59,Unique,219.138,3.08,C14H18O2,218.13068,M+H,81147.86,4.159479,0,DTXSID4025454,DTXSID4025454,"3-Methylbutyl,cinnamate",,CC(C)CCOC(=O)C=Cc1ccccc1,3-methylbutyl 3-phenylprop-2-enoate,C14H18O2,218.13068,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.904008,9.313238,3,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1395,219.17462-567.5,6237,219.1746,567.5,85,80,83.33333,5,4896.762,16395.66,334.8267,994.4127,NA,2297.492,7330.134,319.0494,353.3746,NA,1.049450963,2.23674765,3304.544,3459.148,104.6785,2168.63,NA,2,10,Unique,219.1743,1.27,C15H22O,218.16707,M+H,3597.127,91.86622,0,DTXSID8047050,DTXSID8047050,(+)-Nootkatone,,C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,"(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one",C15H22O,218.167065,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.248250969,5.559447371,1,,,0,0,nurses1,1.252447,0.5166941,2.423963,0.01626945,1,0,pos,0,
1396,219.17469-651.8,6237,219.1747,651.8,100,95,91.66667,5,4696.426,6067.121,129.1859,2875.637,2755.305,3330.89,2765.484,83.02537,3113.521,NA,1.555981021,2.193873116,770.8488,586.294,76.05824,679.1106,NA,2,10,Unique,219.1743,1.59,C15H22O,218.16707,M+H,4013.658,19.20564,0,DTXSID8047050,DTXSID8047050,(+)-Nootkatone,?,C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,"(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one",C15H22O,218.167065,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.248250969,5.559447371,1,,,0,0,nurses1,0.7357979,0.2512686,2.928332,0.003815716,1,0,pos,0,1
1397,219.1747-879.8,6237,219.1747,879.8,71.66667,67.5,33.33333,4.166667,2850.949,6355.133,222.9129,225.4462,NA,1166.36,1885.521,161.6586,225.7127,NA,1.378911484,3.370491763,70.23662,123.6989,176.1174,0,NA,2,10,Unique,219.1743,1.64,C15H22O,218.16707,M+H,2008.654,3.4967,0,DTXSID8047050,DTXSID8047050,(+)-Nootkatone,,C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,"(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one",C15H22O,218.167065,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.248250969,5.559447371,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1398,221.08986-138.4,890,221.0899,138.4,98.33333,100,16.66667,-1.666667,11855.09,11510.41,97.09261,8533.948,NA,8589.474,9022.799,105.0448,6575.771,4849.545,0.924297157,1.275702806,254.3353,596.5107,234.5371,0,NA,2,509.434,Multiple,221.0921,9.99,C11H12N2O3,220.08479,M+H,10222.28,2.488049,0,DTXSID1025437,DTXSID1025437,L-5-Hydroxytryptophan,,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,(2S)-2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic acid,C11H12N2O3,220.084792,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.014777987,4.55870919,7,,,0,0,nurses1,0.4696235,0.272623,1.722612,0.08655235,1,0,pos,0,1
1399,221.08986-138.4,7038,221.0899,138.4,98.33333,100,16.66667,-1.666667,11855.09,11510.41,97.09261,8533.948,NA,8589.474,9022.799,105.0448,6575.771,4849.545,0.924297157,1.275702806,254.3353,596.5107,234.5371,0,NA,2,509.434,Multiple,221.0899,0.36,C10H21Br,220.08266,M+H,10222.28,2.488049,0,DTXSID9051581,DTXSID9051581,1-Bromodecane,,CCCCCCCCCCBr,1-bromodecane,C10H21Br,220.082663,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.863122218,4.420340096,3,,,0,0,nurses1,0.4696235,0.272623,1.722612,0.08655235,1,0,pos,0,1
1400,221.09178-137.8,7038,221.0918,137.8,99.16667,100,16.66667,-0.8333333,13583.01,10606.62,78.08741,10775.11,NA,10427.54,9224.316,88.46113,8603.499,6607.668,0.882731319,1.149854363,292.1612,686.3977,234.938,0,NA,2,509.434,Multiple,221.0899,8.33,C10H21Br,220.08266,M+H,12005.27,2.433607,0,DTXSID9051581,DTXSID9051581,1-Bromodecane,,CCCCCCCCCCBr,1-bromodecane,C10H21Br,220.082663,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.863122218,4.420340096,3,,,0,0,nurses1,0.4517171,0.2304957,1.959764,0.05145568,1,0,pos,0,1
1401,221.09178-137.8,890,221.0918,137.8,99.16667,100,16.66667,-0.8333333,13583.01,10606.62,78.08741,10775.11,NA,10427.54,9224.316,88.46113,8603.499,6607.668,0.882731319,1.149854363,292.1612,686.3977,234.938,0,NA,2,509.434,Multiple,221.0921,1.3,C11H12N2O3,220.08479,M+H,12005.27,2.433607,0,DTXSID1025437,DTXSID1025437,L-5-Hydroxytryptophan,,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,(2S)-2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic acid,C11H12N2O3,220.084792,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.014777987,4.55870919,7,,,0,0,nurses1,0.4517171,0.2304957,1.959764,0.05145568,1,0,pos,0,1
1402,221.1178-694.2,6043,221.1178,694.2,100,100,100,0,89577.48,76549.56,85.45625,94929.45,46471,126911.9,190806.9,150.346,97429.44,57540.92,0.56839723,0.401188636,97404.07,146943.3,150.8595,12153.2,31633.2,3,57857.14,Multiple,221.1172,2.62,C13H16O3,220.10994,M+H,108244.7,89.98509,0,DTXSID8037750,DTXSID8037750,"(3Z)-Hex-3-en-1-yl,salicylate",,CC/C=C\CCOC(=O)c1ccccc1O,[(Z)-hex-3-enyl] 2-hydroxybenzoate,C13H16O3,220.109944,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.742887,20.77966,3,,,0,0,nurses1,-0.2354297,0.04716986,-4.991104,1.33E-06,0,0,pos,0,
1403,221.1178-694.2,1977,221.1178,694.2,100,100,100,0,89577.48,76549.56,85.45625,94929.45,46471,126911.9,190806.9,150.346,97429.44,57540.92,0.56839723,0.401188636,97404.07,146943.3,150.8595,12153.2,31633.2,3,57857.14,Multiple,221.1172,2.62,C13H16O3,220.10994,M+H,108244.7,89.98509,0,DTXSID2051928,DTXSID2051928,"Cyclohexyl,2-hydroxybenzoate",,O=C(OC1CCCCC1)c1ccccc1O,cyclohexyl 2-hydroxybenzoate,C13H16O3,220.109944,exposurepred,,,,,,,1,1.914702565,,,,,,,,,,,,,,,,,0,0,nurses1,-0.2354297,0.04716986,-4.991104,1.33E-06,0,0,pos,0,
