"","X","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","CV_N.CV_OW","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","name_cleaned.x","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","name_original","select.for.fragmentation","SMILES_cleaned","name_cleaned.y","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI","cvNvOW","sd_avg_N","sdN_GE_sdavg","Drug_UCSF_cond","ERactive_AUC_cond","of_interest_all","of_int_sd","of_interest_sum","of_interest_cat"
"359",1662,"272.25843-704.5",378,272.25843,704.5,93.33333333,97.5,91.66666667,-4.166666667,1531.442094,2395.994224,156.4534653,841.8297194,NA,1120.87242,984.2289103,87.80918265,779.1660048,NA,302.6016345,211.5794911,69.92014151,279.2036786,NA,"1.781743783",2,10,"Multiple",272.2584053,0.09,"TetradecanamideN-(2-hydroxyethyl)-","C16H33NO2",271.25113,"M+H",1326.157257,22.81793,"DTXSID0042452","DTXSID0042452","Tetradecanamide,,N-(2-hydroxyethyl)-",NA,"CCCCCCCCCCCCCC(=O)NCCO","N-(2-hydroxyethyl)tetradecanamide","C16H33NO2",271.2511293,"",271.2511293,"exposurepred","",NA,NA,NA,NA,NA,1,1.426260922,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",1.78174378326251,118810.628730266,0,0,NA,0,0,0,0
"360",1663,"272.25843-704.5",4485,272.25843,704.5,93.33333333,97.5,91.66666667,-4.166666667,1531.442094,2395.994224,156.4534653,841.8297194,NA,1120.87242,984.2289103,87.80918265,779.1660048,NA,302.6016345,211.5794911,69.92014151,279.2036786,NA,"1.781743783",2,10,"Multiple",272.2584053,0.09,"1-DodecanaminiumN-(carboxymethyl)-NN-dimethyl-innersalt","C16H33NO2",271.25113,"M+H",1326.157257,22.81793,"DTXSID6041266","DTXSID6041266","1-Dodecanaminium,,N-(carboxymethyl)-N,N-dimethyl,-,inner,salt",NA,"CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-]","2-[dodecyl(dimethyl)azaniumyl]acetate","C16H33NO2",271.2511293,"",271.2511293,"exposurepred","",NA,NA,NA,NA,NA,1,4.156043745,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",1.78174378326251,118810.628730266,0,0,NA,0,0,0,0
"361",1666,"272.25878-795.2",378,272.25878,795.2,41.66666667,40,58.33333333,1.666666667,1503.68691,7449.68221,495.4277489,0,NA,420.6271177,1030.222389,244.9253378,0,NA,478.9633753,739.7704546,154.4524055,164.1566152,NA,"2.022770504",2,10,"Multiple",272.2584053,1.38,"TetradecanamideN-(2-hydroxyethyl)-","C16H33NO2",271.25113,"M+H",962.157014,49.78016772,"DTXSID0042452","DTXSID0042452","Tetradecanamide,,N-(2-hydroxyethyl)-",NA,"CCCCCCCCCCCCCC(=O)NCCO","N-(2-hydroxyethyl)tetradecanamide","C16H33NO2",271.2511293,"",271.2511293,"exposurepred","",NA,NA,NA,NA,NA,1,1.426260922,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",2.02277050365673,118810.628730266,0,0,NA,0,0,0,0
"362",1667,"272.25878-795.2",4485,272.25878,795.2,41.66666667,40,58.33333333,1.666666667,1503.68691,7449.68221,495.4277489,0,NA,420.6271177,1030.222389,244.9253378,0,NA,478.9633753,739.7704546,154.4524055,164.1566152,NA,"2.022770504",2,10,"Multiple",272.2584053,1.38,"1-DodecanaminiumN-(carboxymethyl)-NN-dimethyl-innersalt","C16H33NO2",271.25113,"M+H",962.157014,49.78016772,"DTXSID6041266","DTXSID6041266","1-Dodecanaminium,,N-(carboxymethyl)-N,N-dimethyl,-,inner,salt",NA,"CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-]","2-[dodecyl(dimethyl)azaniumyl]acetate","C16H33NO2",271.2511293,"",271.2511293,"exposurepred","",NA,NA,NA,NA,NA,1,4.156043745,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",2.02277050365673,118810.628730266,0,0,NA,0,0,0,0
"363",1670,"273.08476-307.3",5027,273.08476,307.3,98.33333333,97.5,58.33333333,0.833333333,15902.13876,22549.80682,141.80361,8667.799081,NA,10523.09998,15300.0148,145.3945589,5036.44215,NA,835.2377976,1111.181143,133.0376985,222.9359358,NA,"0.97530204",3,24107.14286,"Multiple",273.0869829,8.14,"4-Methoxy-3-nitro-N-phenylbenzamide","C14H12N2O4",272.07971,"M+H",13212.61937,6.321515623,"DTXSID7025558","DTXSID7025558","4-Methoxy-3-nitro-N-phenylbenzamide",NA,"COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-]","4-methoxy-3-nitro-N-phenylbenzamide","C14H12N2O4",272.0797069,"",272.0797069,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.06630484,5.797757,2,NA,NA,0,NA,0,"nurses1",0.67824572,0.235932893,2.874739978,0.004494962,1,0,"pos",0.975302040687301,118810.628730266,0,0,NA,0,0,0,0
"364",1671,"273.08476-307.3",433,273.08476,307.3,98.33333333,97.5,58.33333333,0.833333333,15902.13876,22549.80682,141.80361,8667.799081,NA,10523.09998,15300.0148,145.3945589,5036.44215,NA,835.2377976,1111.181143,133.0376985,222.9359358,NA,"0.97530204",3,24107.14286,"Multiple",273.0861273,5.01,"Nimustine","C9H13ClN6O2",272.07885,"M+H",13212.61937,6.321515623,"DTXSID0045179","DTXSID0045179","Nimustine",NA,"Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1","3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-1-(2-chloroethyl)-1-nitrosourea","C9H13ClN6O2",272.0788513,"",272.0788514,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.997263071,1.316492057,1,NA,NA,0,NA,0,"nurses1",0.67824572,0.235932893,2.874739978,0.004494962,1,0,"pos",0.975302040687301,118810.628730266,0,0,NA,0,0,0,0
"365",1675,"275.11014-110.9",1668,275.11014,110.9,100,100,100,0,67850.67233,221620.707,326.6300825,18115.75433,23783.84738,185637.7683,1041133.638,560.8414963,20902.95912,25360.84695,11170.89721,8724.533475,78.10056179,12522.63741,5375.964657,"0.582392859",3,66666.66667,"Multiple",275.1125289,8.68,"Dikegulacsodium","C12H17NaO7",274.10525,"M+H",126744.2203,8.813733027,"DTXSID2034540","DTXSID2034540","Dikegulac,sodium",NA,"CC1(C)OC[C@@H]2O[C@@]3(C(=O)O)OC(C)(C)O[C@H]3[C@@H]2O1","(1R,2S,6R,8S)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[6.4.0.02,6]dodecane-6-carboxylic acid","C12H17NaO7",274.1052529,"",296.0871972,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.451090942,1.430789275,1,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.582392859042802,118810.628730266,1,0,NA,0,0,0,0
"366",1676,"275.11014-110.9",5057,275.11014,110.9,100,100,100,0,67850.67233,221620.707,326.6300825,18115.75433,23783.84738,185637.7683,1041133.638,560.8414963,20902.95912,25360.84695,11170.89721,8724.533475,78.10056179,12522.63741,5375.964657,"0.582392859",3,66666.66667,"Multiple",275.1125289,8.68,"Diallyldiglycolcarbonate","C12H18O7",274.10525,"M+H",126744.2203,8.813733027,"DTXSID7027095","DTXSID7027095","Diallyl,diglycol,carbonate",2,"C=CCOC(=O)OCCOCCOC(=O)OCC=C","2-(2-prop-2-enoxycarbonyloxyethoxy)ethyl prop-2-enyl carbonate","C12H18O7",274.1052529,"",274.1052529,"exposurepred","",NA,NA,NA,NA,NA,1,0.522273564,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.582392859042802,118810.628730266,1,0,NA,0,1,1,1
"367",1677,"275.11023-105.6",1668,275.11023,105.6,100,100,100,0,71571.83881,231110.5655,322.9071229,20161.84048,25299.1315,248754.6955,1383889.276,556.3268958,22618.64776,27208.78353,11440.65457,8808.486862,76.99285742,13472.43605,5530.123436,"0.580426949",3,66666.66667,"Multiple",275.1125289,8.36,"Dikegulacsodium","C12H17NaO7",274.10525,"M+H",160163.2672,7.143120126,"DTXSID2034540","DTXSID2034540","Dikegulac,sodium",NA,"CC1(C)OC[C@@H]2O[C@@]3(C(=O)O)OC(C)(C)O[C@H]3[C@@H]2O1","(1R,2S,6R,8S)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[6.4.0.02,6]dodecane-6-carboxylic acid","C12H17NaO7",274.1052529,"",296.0871972,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.451090942,1.430789275,1,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.580426949223187,118810.628730266,1,0,NA,0,0,0,0
"368",1678,"275.11023-105.6",5057,275.11023,105.6,100,100,100,0,71571.83881,231110.5655,322.9071229,20161.84048,25299.1315,248754.6955,1383889.276,556.3268958,22618.64776,27208.78353,11440.65457,8808.486862,76.99285742,13472.43605,5530.123436,"0.580426949",3,66666.66667,"Multiple",275.1125289,8.36,"Diallyldiglycolcarbonate","C12H18O7",274.10525,"M+H",160163.2672,7.143120126,"DTXSID7027095","DTXSID7027095","Diallyl,diglycol,carbonate",2,"C=CCOC(=O)OCCOCCOC(=O)OCC=C","2-(2-prop-2-enoxycarbonyloxyethoxy)ethyl prop-2-enyl carbonate","C12H18O7",274.1052529,"",274.1052529,"exposurepred","",NA,NA,NA,NA,NA,1,0.522273564,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.580426949223187,118810.628730266,1,0,NA,0,1,1,1
"369",1679,"275.20072-674.5",4962,275.20072,674.5,100,100,100,0,21189.56251,12678.59629,59.83415791,18175.49018,17863.95723,15805.29723,11735.20469,74.24855426,13698.39395,11995.20184,7304.412391,7719.294835,105.679888,2945.082921,4822.035112,"0.805862936",3,694.2857143,"Multiple",275.2005561,0.6,"Nandrolone","C18H26O2",274.19328,"M+H",18497.42987,39.48879624,"DTXSID7023350","DTXSID7023350","Nandrolone",NA,"C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O","(8R,9S,10R,13S,14S,17S)-17-hydroxy-13-methyl-2,6,7,8,9,10,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-one","C18H26O2",274.1932801,"",274.1932801,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.675561424,32.33908372,25,NA,NA,0,NA,0,"nurses1",0.584386877,0.110557574,5.285814964,3.35e-07,1,0,"pos",0.80586293573442,118810.628730266,0,0,NA,0,0,0,0
"370",1680,"275.20072-674.5",2340,275.20072,674.5,100,100,100,0,21189.56251,12678.59629,59.83415791,18175.49018,17863.95723,15805.29723,11735.20469,74.24855426,13698.39395,11995.20184,7304.412391,7719.294835,105.679888,2945.082921,4822.035112,"0.805862936",3,694.2857143,"Multiple",275.2005561,0.6,"Cinmethylin","C18H26O2",274.19328,"M+H",18497.42987,39.48879624,"DTXSID3034456","DTXSID3034456","Cinmethylin",NA,"Cc1ccccc1CO[C@@H]1C[C@@]2(C(C)C)CC[C@]1(C)O2","(1S,2R,4R)-1-methyl-2-[(2-methylphenyl)methoxy]-4-propan-2-yl-7-oxabicyclo[2.2.1]heptane","C18H26O2",274.1932801,"",274.1932801,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.722656,9.375373,15,NA,NA,0,NA,0,"nurses1",0.584386877,0.110557574,5.285814964,3.35e-07,1,0,"pos",0.80586293573442,118810.628730266,0,0,NA,0,0,0,0
"371",1681,"275.20085-678.5",4962,275.20085,678.5,100,100,100,0,22262.76868,11663.29014,52.38921677,20629.4729,19024.13615,17732.03516,13519.5049,76.24339099,14793.53585,13306.59225,7662.809357,7144.783367,93.23973799,3797.158918,5536.257617,"0.687131253",3,694.2857143,"Multiple",275.2005561,1.07,"Nandrolone","C18H26O2",274.19328,"M+H",19997.40192,38.31902458,"DTXSID7023350","DTXSID7023350","Nandrolone",NA,"C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O","(8R,9S,10R,13S,14S,17S)-17-hydroxy-13-methyl-2,6,7,8,9,10,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-one","C18H26O2",274.1932801,"",274.1932801,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.675561424,32.33908372,25,NA,NA,0,NA,0,"nurses1",0.522175967,0.118766847,4.396647553,1.81e-05,1,0,"pos",0.687131252817327,118810.628730266,0,0,NA,0,0,0,0
"372",1682,"275.20085-678.5",2340,275.20085,678.5,100,100,100,0,22262.76868,11663.29014,52.38921677,20629.4729,19024.13615,17732.03516,13519.5049,76.24339099,14793.53585,13306.59225,7662.809357,7144.783367,93.23973799,3797.158918,5536.257617,"0.687131253",3,694.2857143,"Multiple",275.2005561,1.07,"Cinmethylin","C18H26O2",274.19328,"M+H",19997.40192,38.31902458,"DTXSID3034456","DTXSID3034456","Cinmethylin",NA,"Cc1ccccc1CO[C@@H]1C[C@@]2(C(C)C)CC[C@]1(C)O2","(1S,2R,4R)-1-methyl-2-[(2-methylphenyl)methoxy]-4-propan-2-yl-7-oxabicyclo[2.2.1]heptane","C18H26O2",274.1932801,"",274.1932801,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.722656,9.375373,15,NA,NA,0,NA,0,"nurses1",0.522175967,0.118766847,4.396647553,1.81e-05,1,0,"pos",0.687131252817327,118810.628730266,0,0,NA,0,0,0,0
"373",1684,"277.10522-469.1",997,277.10522,469.1,100,100,100,0,47400.51494,131957.2723,278.3878455,8310.17757,11085.32983,79536.61473,251490.8636,316.1950812,8578.702139,12599.67994,1168.485044,1194.816731,102.2534895,723.9568033,804.7784851,"0.880430664",3,77142.85714,"Unique",277.1043177,3.26,"Triphenylsilanol","C18H16OSi",276.09704,"M+H",63468.56483,1.841045322,"DTXSID1036545","DTXSID1036545","Triphenylsilanol",NA,"O[Si](c1ccccc1)(c1ccccc1)c1ccccc1","hydroxy(triphenyl)silane","C18H16OSi",276.0970417,"",276.0970417,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.372632,9.124282,6,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.880430664650074,118810.628730266,1,0,NA,0,0,0,0
"374",1685,"277.21659-699.5",2327,277.21659,699.5,100,100,100,0,68771.25903,48123.79431,69.97660795,49855.78108,55657.04797,60381.99241,43925.86778,72.74663526,53152.05431,46208.23601,20290.50836,16917.6162,83.3769953,9508.123845,14967.19751,"0.961922262",3,116756.7568,"Unique",277.2162061,1.38,"Kinoprene","C18H28O2",276.20893,"M+H",64576.62572,31.42082469,"DTXSID3032624","DTXSID3032624","Kinoprene",NA,"C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C","prop-2-ynyl (2E,4E)-3,7,11-trimethyldodeca-2,4-dienoate","C18H28O2",276.2089301,"",276.2089301,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.430150584,11.74488708,15,NA,NA,0,NA,0,"nurses1",0.287470323,0.127198319,2.260016673,0.024931385,1,0,"pos",0.961922262107384,118810.628730266,0,0,NA,0,0,0,0
"375",1686,"277.21661-702.3",2327,277.21661,702.3,100,100,100,0,70821.74904,43601.93658,61.56574381,57979.77062,58596.92976,65746.15598,50606.10818,76.97196502,53177.45298,48973.0232,17375.26044,13628.07906,78.43381169,8749.738026,13353.06723,"0.799846331",3,116756.7568,"Unique",277.2162061,1.46,"Kinoprene","C18H28O2",276.20893,"M+H",68283.95251,25.44559857,"DTXSID3032624","DTXSID3032624","Kinoprene",NA,"C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C","prop-2-ynyl (2E,4E)-3,7,11-trimethyldodeca-2,4-dienoate","C18H28O2",276.2089301,"",276.2089301,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.430150584,11.74488708,15,NA,NA,0,NA,0,"nurses1",0.266616592,0.134622243,1.980479507,0.049062999,1,0,"pos",0.799846330985614,118810.628730266,0,0,NA,0,0,0,0
"376",1687,"277.21672-708",2327,277.21672,708,100,100,100,0,84584.01513,53893.38351,63.71580189,67756.1968,69834.14519,70399.4814,57070.79778,81.0670713,56874.53438,52940.11636,17251.90636,12345.93101,71.56270587,10266.41467,14242.534,"0.785964028",3,116756.7568,"Unique",277.2162061,1.85,"Kinoprene","C18H28O2",276.20893,"M+H",77491.74827,22.26289476,"DTXSID3032624","DTXSID3032624","Kinoprene",NA,"C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C","prop-2-ynyl (2E,4E)-3,7,11-trimethyldodeca-2,4-dienoate","C18H28O2",276.2089301,"",276.2089301,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.430150584,11.74488708,15,NA,NA,0,NA,0,"nurses1",0.40242699,0.137261014,2.931837517,0.00377474,1,0,"pos",0.78596402791228,118810.628730266,0,0,NA,0,0,0,0
"377",1688,"277.21677-705.3",2327,277.21677,705.3,100,100,100,0,79761.05674,51411.5401,64.45694453,63686.27316,65457.00527,67530.35512,53383.65706,79.05134952,57279.43503,51436.7855,16856.38371,12459.30214,73.91444304,9367.233894,13621.07251,"0.815380698",3,116756.7568,"Unique",277.2162061,2.03,"Kinoprene","C18H28O2",276.20893,"M+H",73645.70593,22.88848141,"DTXSID3032624","DTXSID3032624","Kinoprene",NA,"C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C","prop-2-ynyl (2E,4E)-3,7,11-trimethyldodeca-2,4-dienoate","C18H28O2",276.2089301,"",276.2089301,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.430150584,11.74488708,15,NA,NA,0,NA,0,"nurses1",0.352398268,0.133610819,2.637498002,0.009029217,1,0,"pos",0.815380697753836,118810.628730266,0,0,NA,0,0,0,0
"378",1689,"279.09356-540.9",252,279.09356,540.9,100,100,83.33333333,0,11767.7503,30078.81835,255.6038121,2740.102499,3558.351712,5509.762973,6135.82524,111.3627804,2874.474574,2779.498047,883.4324594,875.1267896,99.05984099,587.5134864,NA,"2.295235546",3,26732.67327,"Multiple",279.0935248,0.13,"Diazolidinylurea","C8H14N4O7",278.08625,"M+H",8638.756635,10.22638438,"DTXSID0029559","DTXSID0029559","Diazolidinyl,urea",NA,"O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO","1-[1,3-bis(hydroxymethyl)-2,5-dioxoimidazolidin-4-yl]-1,3-bis(hydroxymethyl)urea","C8H14N4O7",278.0862488,"",278.0862488,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.921013,9.40005,2,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",2.29523554622025,118810.628730266,0,0,NA,0,0,0,0
"379",1690,"279.09356-540.9",1155,279.09356,540.9,100,100,83.33333333,0,11767.7503,30078.81835,255.6038121,2740.102499,3558.351712,5509.762973,6135.82524,111.3627804,2874.474574,2779.498047,883.4324594,875.1267896,99.05984099,587.5134864,NA,"2.295235546",3,26732.67327,"Multiple",279.0910227,9.09,"Sulfisomidine","C12H14N4O2S",278.08375,"M+H",8638.756635,10.22638438,"DTXSID1046390","DTXSID1046390","Sulfisomidine",NA,"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1","4-amino-N-(2,6-dimethylpyrimidin-4-yl)benzenesulfonamide","C12H14N4O2S",278.0837467,"",278.0837469,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.877663457,2.179117527,2,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",2.29523554622025,118810.628730266,0,0,NA,0,0,0,0
"380",1691,"279.09356-540.9",1446,279.09356,540.9,100,100,83.33333333,0,11767.7503,30078.81835,255.6038121,2740.102499,3558.351712,5509.762973,6135.82524,111.3627804,2874.474574,2779.498047,883.4324594,875.1267896,99.05984099,587.5134864,NA,"2.295235546",3,26732.67327,"Multiple",279.0933277,0.83,"Triphenylphosphineoxide","C18H15OP",278.08605,"M+H",8638.756635,10.22638438,"DTXSID2022121","DTXSID2022121","Triphenylphosphine,oxide",NA,"O=P(c1ccccc1)(c1ccccc1)c1ccccc1","diphenylphosphorylbenzene","C18H15OP",278.0860517,"",278.0860521,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.399747488,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.437445,18.58905,10,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",2.29523554622025,118810.628730266,0,0,NA,0,0,0,0
"381",1692,"279.09356-540.9",2644,279.09356,540.9,100,100,83.33333333,0,11767.7503,30078.81835,255.6038121,2740.102499,3558.351712,5509.762973,6135.82524,111.3627804,2874.474574,2779.498047,883.4324594,875.1267896,99.05984099,587.5134864,NA,"2.295235546",3,26732.67327,"Multiple",279.0935042,0.2,"Tritylchloride","C19H15Cl",278.08623,"M+H",8638.756635,10.22638438,"DTXSID3052511","DTXSID3052511","Trityl,chloride",NA,"ClC(c1ccccc1)(c1ccccc1)c1ccccc1","[chloro(diphenyl)methyl]benzene","C19H15Cl",278.0862282,"",278.0862282,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.025418,4.937292,7,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",2.29523554622025,118810.628730266,0,0,NA,0,0,0,0
"382",1693,"279.09356-540.9",4161,279.09356,540.9,100,100,83.33333333,0,11767.7503,30078.81835,255.6038121,2740.102499,3558.351712,5509.762973,6135.82524,111.3627804,2874.474574,2779.498047,883.4324594,875.1267896,99.05984099,587.5134864,NA,"2.295235546",3,26732.67327,"Multiple",279.0910227,9.09,"Sulfamethazine","C12H14N4O2S",278.08375,"M+H",8638.756635,10.22638438,"DTXSID6021290","DTXSID6021290","Sulfamethazine",NA,"Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1","4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide","C12H14N4O2S",278.0837467,"",278.0837469,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.478495314,3.826406586,1,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",2.29523554622025,118810.628730266,0,0,NA,0,0,0,0
"383",1694,"279.12083-379.3",6475,279.12083,379.3,90,85,66.66666667,5,18686.27422,30318.56637,162.2504626,6689.244543,NA,9079.564783,15275.6203,168.2417678,5743.521421,NA,3309.78308,4069.154879,122.9432498,1175.094098,NA,"0.964388717",3,27771.42857,"Unique",279.1186769,7.71,"Trisodium(2-hydroxyethyl)ethylenediaminetriacetate","C10H18N2O7",278.1114,"M+H",13882.9195,23.8406848,"DTXSID9027075","DTXSID9027075","Trisodium,(2-hydroxyethyl)ethylenediaminetriacetate",NA,"O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O","2-[2-[bis(carboxymethyl)amino]ethyl-(2-hydroxyethyl)amino]acetic acid","C10H18N2O7",278.1114009,"",278.1114009,"exposurepred","",NA,NA,NA,NA,NA,1,1.459971853,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"nurses1",0.773611632,0.308172722,2.51031833,0.012879454,1,0,"pos",0.964388717032965,118810.628730266,0,0,NA,0,0,0,0
"384",1711,"279.23251-726.7",5026,279.23251,726.7,100,100,100,0,226148.7096,136761.7116,60.4742392,184064.5357,193282.5481,222685.71,157000.9171,70.50336418,194338.6892,170717.0218,28644.69053,18578.06151,64.85691123,19094.08394,24749.03272,"0.857749696",3,82233.50254,"Unique",279.2318562,2.34,"Linolenicacid","C18H30O2",278.22458,"M+H",224417.2098,12.7640347,"DTXSID7025506","DTXSID7025506","Linolenic,acid",2,"CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid","C18H30O2",278.2245802,"",278.2245802,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.264214659,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.960718212,8.561049132,2,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.857749696108189,118810.628730266,1,0,NA,0,1,1,1
"385",1712,"279.23256-732",5026,279.23256,732,100,100,100,0,246467.6613,149592.0576,60.6943957,199178.7787,210277.2637,239360.3563,167326.3693,69.90563179,189325.5733,185461.6794,29033.34319,17744.45867,61.11751774,18535.26237,25188.03007,"0.868233276",3,82233.50254,"Unique",279.2318562,2.52,"Linolenicacid","C18H30O2",278.22458,"M+H",242914.0088,11.95210739,"DTXSID7025506","DTXSID7025506","Linolenic,acid",2,"CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid","C18H30O2",278.2245802,"",278.2245802,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.264214659,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.960718212,8.561049132,2,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,"pos",0.868233276001696,118810.628730266,1,0,NA,0,1,1,1
