,X1,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,CV_N.CV_OW,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,name_cleaned.x,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DB_name,DTXSID,name_original,select.for.fragmentation,SMILES_cleaned,name_cleaned.y,formula_cleaned,Molweight_cleaned,parent_id,MONOISOTOPIC_MASS,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,DF_high_N,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,cvNvOW,sd_avg_N,sdN_GE_sdavg,Drug_UCSF_cond,ERactive_AUC_cond,of_interest_all,of_int_sd,of_interest_sum,of_interest_cat
330,1523,251.20105-939.8,1300,251.20105,939.8,75,70,8.333333333,5,12167.43394,20196.45082,165.9877581,806.1509705,NA,6248.638835,10095.62609,161.5652042,1111.763924,NA,18.57848223,64.3577503,346.4101615,0,NA,1.027373183,3,36486.48649,Multiple,251.2005561,1.97,2-4-(244-Trimethyl-2-pentanyl)phenoxyethanol,C16H26O2,250.19328,M+H,9208.036388,0.201763779,DTXSID1058680,DTXSID1058680,"2-[4-(2,4,4-Trimethyl-2-pentanyl)phenoxy]ethanol",2,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1,"2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethanol",C16H26O2,250.1932801,,250.1932801,pellizzari,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,nurses1,0.849358792,0.462400681,1.836845894,0.067762671,1,0,pos,1.02737318299382,118810.628730266,0,0,NA,1,0,1,1
333,1547,255.04161-97.4,6244,255.04161,97.4,100,100,66.66666667,0,23795.80754,14184.66257,59.60992309,21676.40751,20122.22121,20275.78825,10531.99761,51.94371474,19011.3393,17726.33776,4360.982631,6062.032542,139.0061152,528.7857346,NA,1.147586833,2,10,Multiple,255.041452,0.62,14-DIVINYLPERFLUOROBUTANE,C8H6F8,254.03418,M+H,22035.7979,19.79044576,DTXSID80880145,DTXSID80880145,"1,4-DIVINYLPERFLUOROBUTANE",1,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,"3,3,4,4,5,5,6,6-octafluoroocta-1,7-diene",C8H6F8,254.034176,,254.0341755,PFAS,0,NA,0,0,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.131362826,0.067497827,1.946178577,0.053077685,1,0,pos,1.1475868329474,118810.628730266,0,0,NA,1,0,1,1
353,1645,269.12667-186.2,6574,269.12667,186.2,100,100,91.66666667,0,515047.147,457230.8979,88.77457153,385216.5388,299538.7246,519471.2436,412273.0667,79.36398247,474756.1308,304035.4499,2086.294081,2042.704576,97.910673,1739.228151,NA,1.118575061,3,27000,Multiple,269.1284538,6.63,NN-DIACETYLBENZIDINE,C16H16N2O2,268.12118,M+H,517259.1953,0.403336296,DTXSID9036854,DTXSID9036854,"N,N'-DIACETYLBENZIDINE",1,CC(=O)Nc1ccc(-c2ccc(NC(C)=O)cc2)cc1,N-[4-(4-acetamidophenyl)phenyl]acetamide,C16H16N2O2,268.1211778,,268.1211778,MC,,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,NA,NA,NA,0,0,pos,1.11857506096745,118810.628730266,1,0,NA,1,0,1,1
366,1676,275.11014-110.9,5057,275.11014,110.9,100,100,100,0,67850.67233,221620.707,326.6300825,18115.75433,23783.84738,185637.7683,1041133.638,560.8414963,20902.95912,25360.84695,11170.89721,8724.533475,78.10056179,12522.63741,5375.964657,0.582392859,3,66666.66667,Multiple,275.1125289,8.68,Diallyldiglycolcarbonate,C12H18O7,274.10525,M+H,126744.2203,8.813733027,DTXSID7027095,DTXSID7027095,"Diallyl,diglycol,carbonate",2,C=CCOC(=O)OCCOCCOC(=O)OCC=C,2-(2-prop-2-enoxycarbonyloxyethoxy)ethyl prop-2-enyl carbonate,C12H18O7,274.1052529,,274.1052529,exposurepred,,NA,NA,NA,NA,NA,1,0.522273564,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,pos,0.582392859042802,118810.628730266,1,0,NA,0,1,1,1
368,1678,275.11023-105.6,5057,275.11023,105.6,100,100,100,0,71571.83881,231110.5655,322.9071229,20161.84048,25299.1315,248754.6955,1383889.276,556.3268958,22618.64776,27208.78353,11440.65457,8808.486862,76.99285742,13472.43605,5530.123436,0.580426949,3,66666.66667,Multiple,275.1125289,8.36,Diallyldiglycolcarbonate,C12H18O7,274.10525,M+H,160163.2672,7.143120126,DTXSID7027095,DTXSID7027095,"Diallyl,diglycol,carbonate",2,C=CCOC(=O)OCCOCCOC(=O)OCC=C,2-(2-prop-2-enoxycarbonyloxyethoxy)ethyl prop-2-enyl carbonate,C12H18O7,274.1052529,,274.1052529,exposurepred,,NA,NA,NA,NA,NA,1,0.522273564,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,pos,0.580426949223187,118810.628730266,1,0,NA,0,1,1,1
384,1711,279.23251-726.7,5026,279.23251,726.7,100,100,100,0,226148.7096,136761.7116,60.4742392,184064.5357,193282.5481,222685.71,157000.9171,70.50336418,194338.6892,170717.0218,28644.69053,18578.06151,64.85691123,19094.08394,24749.03272,0.857749696,3,82233.50254,Unique,279.2318562,2.34,Linolenicacid,C18H30O2,278.22458,M+H,224417.2098,12.7640347,DTXSID7025506,DTXSID7025506,"Linolenic,acid",2,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",C18H30O2,278.2245802,,278.2245802,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.264214659,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.960718212,8.561049132,2,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,pos,0.857749696108189,118810.628730266,1,0,NA,0,1,1,1
385,1712,279.23256-732,5026,279.23256,732,100,100,100,0,246467.6613,149592.0576,60.6943957,199178.7787,210277.2637,239360.3563,167326.3693,69.90563179,189325.5733,185461.6794,29033.34319,17744.45867,61.11751774,18535.26237,25188.03007,0.868233276,3,82233.50254,Unique,279.2318562,2.52,Linolenicacid,C18H30O2,278.22458,M+H,242914.0088,11.95210739,DTXSID7025506,DTXSID7025506,"Linolenic,acid",2,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",C18H30O2,278.2245802,,278.2245802,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.264214659,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.960718212,8.561049132,2,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,pos,0.868233276001696,118810.628730266,1,0,NA,0,1,1,1
386,1713,279.23282-723.2,5026,279.23282,723.2,100,100,100,0,211741.8486,135900.5326,64.18217916,171830.5275,177238.7096,203106.4893,138190.5125,68.03845262,172869.0821,156506.1918,31468.13954,19976.39032,63.48131989,20745.42336,27246.10387,0.943322146,3,82233.50254,Unique,279.2318562,3.45,Linolenicacid,C18H30O2,278.22458,M+H,207424.169,15.17091268,DTXSID7025506,DTXSID7025506,"Linolenic,acid",2,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",C18H30O2,278.2245802,,278.2245802,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.264214659,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.960718212,8.561049132,2,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,pos,0.943322146352481,118810.628730266,1,0,NA,0,1,1,1
388,1733,283.15209-486.1,3073,283.15209,486.1,100,100,100,0,39653.41838,48230.26887,121.6295362,23844.89167,24536.42289,21584.7752,21501.2377,99.61297956,15183.87639,15920.09501,5645.498855,2344.021051,41.52017582,5231.712885,5140.436574,1.221020963,2,10,Multiple,283.1539998,6.74,Octylgallate,C15H22O5,282.14672,M+H,30619.09679,18.43783601,DTXSID4040713,DTXSID4040713,"Octyl,gallate",1,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,"octyl 3,4,5-trihydroxybenzoate",C15H22O5,282.1467238,,282.1467238,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-1.634270441,24.75889082,36,NA,NA,0,NA,0,nurses1,0.666409511,0.11691351,5.700021427,4.4E-08,1,0,pos,1.22102096270234,118810.628730266,0,0,NA,1,0,1,1
392,1737,283.15445-628.3,3073,283.15445,628.3,100,98.75,66.66666667,1.25,2783.275845,1379.351881,49.55857621,2537.931938,2474.00108,2435.255691,1438.021291,59.05011521,2057.984758,NA,1210.136379,962.9629003,79.57474191,1486.582761,NA,0.839262989,2,10,Multiple,283.1539998,1.59,Octylgallate,C15H22O5,282.14672,M+H,2609.265768,46.37842544,DTXSID4040713,DTXSID4040713,"Octyl,gallate",1,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,"octyl 3,4,5-trihydroxybenzoate",C15H22O5,282.1467238,,282.1467238,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-1.634270441,24.75889082,36,NA,NA,0,NA,0,nurses1,0.356768604,0.136446343,2.614717227,0.009631605,1,0,pos,0.839262989305859,118810.628730266,0,0,NA,1,0,1,1
398,1761,285.22195-946.3,2789,285.22195,946.3,98.33333333,85,0,13.33333333,271895.2035,467980.2411,172.117873,33010.81063,NA,107259.5732,180214.7591,168.0174121,18797.43886,NA,0,0,NA,0,NA,1.024404976,3,69677.41935,Multiple,285.2212915,2.31,Lynestrenol,C20H28O,284.21402,M+H,189577.3884,0,DTXSID4021478,DTXSID4021478,Lynestrenol,3,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,"(8R,9S,10R,13S,14S,17S)-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol",C20H28O,284.2140155,,284.2140155,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.226565853,30.33827633,39,NA,NA,0,1,1,nurses1,2.590195079,0.418865565,6.1838339,3.63E-09,1,0,pos,1.02440497594118,118810.628730266,1,0,NA,1,0,1,1
401,1764,285.22237-941.6,2789,285.22237,941.6,98.33333333,85,0,13.33333333,235773.1927,427034.0228,181.1206855,27381.88092,NA,86147.76355,133511.5179,154.979668,16441.84207,NA,0,0,NA,0,NA,1.168673852,3,69677.41935,Multiple,285.2212915,3.78,Lynestrenol,C20H28O,284.21402,M+H,160960.4781,0,DTXSID4021478,DTXSID4021478,Lynestrenol,3,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,"(8R,9S,10R,13S,14S,17S)-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol",C20H28O,284.2140155,,284.2140155,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.226565853,30.33827633,39,NA,NA,0,1,1,nurses1,2.607427093,0.415757774,6.271505329,2.28E-09,1,0,pos,1.16867385146289,118810.628730266,1,0,NA,1,0,1,1
403,1769,286.14498-624.3,6378,286.14498,624.3,100,100,50,0,6966827.761,6372130.062,91.46386678,5204158.203,4714972.088,5188432.59,6148746.362,118.5087453,3100282.236,3269574.653,2277.360918,4983.296556,218.8189196,57.22832862,NA,0.771790019,3,105194.8052,Multiple,286.1437695,4.23,MORPHINE,C17H19NO3,285.13649,M+H,6077630.175,0.037471199,DTXSID9023336,DTXSID9023336,MORPHINE,1,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,"(4R,4aR,7S,7aR,12bS)-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",C17H19NO3,285.1364935,,285.1364935,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.524140663,0.197512016,2.653715325,0.008621273,1,0,pos,0.771790018943016,118810.628730266,1,1,NA,1,0,1,1
404,1770,286.14498-624.3,5650,286.14498,624.3,100,100,50,0,6966827.761,6372130.062,91.46386678,5204158.203,4714972.088,5188432.59,6148746.362,118.5087453,3100282.236,3269574.653,2277.360918,4983.296556,218.8189196,57.22832862,NA,0.771790019,3,105194.8052,Multiple,286.1437695,4.23,HYDROMORPHONE,C17H19NO3,285.13649,M+H,6077630.175,0.037471199,DTXSID8023133,DTXSID8023133,HYDROMORPHONE,1,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,"(4R,4aR,7aR,12bS)-9-hydroxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",C17H19NO3,285.1364935,,285.1364935,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.524140663,0.197512016,2.653715325,0.008621273,1,0,pos,0.771790018943016,118810.628730266,1,1,NA,1,0,1,1
407,1773,286.1451-619.1,6378,286.1451,619.1,100,100,50,0,5730579.759,4853916.536,84.70201516,4346138.811,3932271.731,4498749.446,5115013.342,113.6985601,2556448.49,2806957.724,1563.354699,3414.082351,218.381814,54.14237286,NA,0.74496999,3,105194.8052,Multiple,286.1437695,4.65,MORPHINE,C17H19NO3,285.13649,M+H,5114664.603,0.030566123,DTXSID9023336,DTXSID9023336,MORPHINE,1,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,"(4R,4aR,7S,7aR,12bS)-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",C17H19NO3,285.1364935,,285.1364935,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.483199408,0.2015699,2.397180377,0.017470621,1,0,pos,0.744969989817839,118810.628730266,1,1,NA,1,0,1,1
408,1774,286.1451-619.1,5650,286.1451,619.1,100,100,50,0,5730579.759,4853916.536,84.70201516,4346138.811,3932271.731,4498749.446,5115013.342,113.6985601,2556448.49,2806957.724,1563.354699,3414.082351,218.381814,54.14237286,NA,0.74496999,3,105194.8052,Multiple,286.1437695,4.65,HYDROMORPHONE,C17H19NO3,285.13649,M+H,5114664.603,0.030566123,DTXSID8023133,DTXSID8023133,HYDROMORPHONE,1,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,"(4R,4aR,7aR,12bS)-9-hydroxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",C17H19NO3,285.1364935,,285.1364935,Drug,1,NA,0,0,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.483199408,0.2015699,2.397180377,0.017470621,1,0,pos,0.744969989817839,118810.628730266,1,1,NA,1,0,1,1
412,1792,288.15067-624.5,740,288.15067,624.5,100,100,75,0,94191.78775,94722.01073,100.5629185,68666.12981,62728.99132,70145.46411,89033.67014,126.9271952,40768.23851,43881.18239,1236.288884,1223.336607,98.95232596,1228.276237,NA,0.792288196,3,35064.93506,Unique,288.1495235,3.98,CIBasicRed9monohydrochloride,C19H18ClN3,287.14225,M+H,82168.62593,1.504575342,DTXSID1021247,DTXSID1021247,"C.I.,Basic,Red,9,monohydrochloride",1,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,"4-[(4-aminophenyl)-(4-iminocyclohexa-2,5-dien-1-ylidene)methyl]aniline",C19H18ClN3,287.1422475,,323.1189253,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,Aromatic amine,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.306767431,17.43861179,17,NA,NA,0,1,0,nurses1,0.5058193,0.193071424,2.619855851,0.009492656,1,0,pos,0.792288195934231,118810.628730266,0,0,NA,1,0,1,1
413,1793,288.15074-619.1,740,288.15074,619.1,100,100,91.66666667,0,79516.3753,76043.35826,95.63232475,59064.0901,53613.42101,63779.44348,86760.01291,136.0313107,33854.6261,38015.61169,1493.707225,1343.750172,89.96074666,1503.521235,NA,0.703017006,3,35064.93506,Unique,288.1495235,4.22,CIBasicRed9monohydrochloride,C19H18ClN3,287.14225,M+H,71647.90939,2.08478829,DTXSID1021247,DTXSID1021247,"C.I.,Basic,Red,9,monohydrochloride",1,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,"4-[(4-aminophenyl)-(4-iminocyclohexa-2,5-dien-1-ylidene)methyl]aniline",C19H18ClN3,287.1422475,,323.1189253,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,Aromatic amine,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.306767431,17.43861179,17,NA,NA,0,1,0,nurses1,0.493721266,0.199306764,2.477192722,0.01409728,1,0,pos,0.703017005848786,118810.628730266,0,0,NA,1,0,1,1
419,1813,291.23254-884.3,6343,291.23254,884.3,93.33333333,85,16.66666667,8.333333333,410557.1953,857007.8671,208.7426251,24122.23595,NA,143214.5828,220251.827,153.7914804,30322.92067,NA,45.44597282,108.4781516,238.6969512,0,NA,1.357309421,3,18367.34694,Multiple,291.2318562,2.35,5alpha-Dihydrotestosterone,C19H30O2,290.22458,M+H,276885.8891,0.01641325,DTXSID9022364,DTXSID9022364,5alpha-Dihydrotestosterone,3,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,"(5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one",C19H30O2,290.2245802,,290.2245802,"ERactive, VBtoxcast, MGDev",,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,0.4,NA,NA,NA,NA,NA,1,-7.37412863,46.59255808,43,NA,NA,0,1,0,nurses1,1.294349433,0.403945618,3.204266552,0.001583178,1,0,pos,1.35730942024276,118810.628730266,1,0,1,2,0,2,1
420,1822,293.05675-130.3,1986,293.05675,130.3,100,100,0,0,7781.69447,8540.709802,109.7538568,6105.649232,6003.65165,6559.498611,3990.012642,60.8280126,5793.032465,5633.076029,0,0,NA,0,NA,1.804330802,2,10,Multiple,293.0556827,3.64,18-DINITROPYRENE,C16H8N2O4,292.04841,M+H,7170.596541,0,DTXSID2073514,DTXSID2073514,"1,8-DINITROPYRENE",1,O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,"1,8-dinitropyrene",C16H8N2O4,292.0484067,,292.0484067,MC,,NA,NA,NA,NA,NA,NA,NA,1,NitroPAH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,NA,NA,NA,0,0,pos,1.80433080268021,118810.628730266,0,0,NA,1,0,1,1
421,1823,293.05675-130.3,4087,293.05675,130.3,100,100,0,0,7781.69447,8540.709802,109.7538568,6105.649232,6003.65165,6559.498611,3990.012642,60.8280126,5793.032465,5633.076029,0,0,NA,0,NA,1.804330802,2,10,Multiple,293.0556827,3.64,13-DINITROPYRENE,C16H8N2O4,292.04841,M+H,7170.596541,0,DTXSID5074975,DTXSID5074975,"1,3-DINITROPYRENE",1,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc3cccc4ccc1c2c43,"1,3-dinitropyrene",C16H8N2O4,292.0484067,,292.0484067,MC,,NA,NA,NA,NA,NA,NA,NA,1,NitroPAH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,NA,NA,NA,0,0,pos,1.80433080268021,118810.628730266,0,0,NA,1,0,1,1
422,1824,293.05675-130.3,4444,293.05675,130.3,100,100,0,0,7781.69447,8540.709802,109.7538568,6105.649232,6003.65165,6559.498611,3990.012642,60.8280126,5793.032465,5633.076029,0,0,NA,0,NA,1.804330802,2,10,Multiple,293.0582449,5.1,4:4FLUOROTELOMERALCOHOL,C8H9F9O,292.05097,M+H,7170.596541,0,DTXSID60377821,DTXSID60377821,"4:4,FLUOROTELOMER,ALCOHOL",1,OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"5,5,6,6,7,7,8,8,8-nonafluorooctan-1-ol",C8H9F9O,292.0509689,,292.0509684,PFAS,0,NA,0,0,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,pos,1.80433080268021,118810.628730266,0,0,NA,1,0,1,1
428,1841,293.09969-265,6474,293.09969,265,100,95,100,5,9348.812124,18343.98413,196.2172721,3785.749211,4431.659406,12508.9737,27619.36153,220.7963833,4091.707841,NA,5060.649546,4690.236785,92.68052929,4750.717959,2456.691454,0.888679738,3,43200,Multiple,293.0979415,5.97,Ethylenediaminetetraaceticaciddisodiumsalt,C10H16N2O8,292.09067,M+H,10928.89291,46.305235,DTXSID9027073,DTXSID9027073,"Ethylenediaminetetraacetic,acid,,disodium,salt",NA,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,2-[2-[bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic acid,C10H16N2O8,292.0906655,,292.0906655,exposurepred,,NA,1,NA,NA,NA,1,0.396660795,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.465053994,0.274366381,1.695010857,0.091677808,1,0,pos,0.888679738170331,118810.628730266,0,0,NA,1,0,1,1
436,1849,293.09969-265,2220,293.09969,265,100,95,100,5,9348.812124,18343.98413,196.2172721,3785.749211,4431.659406,12508.9737,27619.36153,220.7963833,4091.707841,NA,5060.649546,4690.236785,92.68052929,4750.717959,2456.691454,0.888679738,3,43200,Multiple,293.0979415,5.97,Ethylenediaminetetraaceticacidtetrasodiumsalt,C10H16N2O8,292.09067,M+H,10928.89291,46.305235,DTXSID3026350,DTXSID3026350,"Ethylenediaminetetraacetic,acid,tetrasodium,salt",NA,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,2-[2-[bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic acid,C10H16N2O8,292.0906655,,292.0906655,exposurepred,,NA,1,NA,NA,NA,1,80.33394678,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,nurses1,0.465053994,0.274366381,1.695010857,0.091677808,1,0,pos,0.888679738170331,118810.628730266,0,0,NA,1,0,1,1
438,1852,293.1383-402.4,6968,293.1383,402.4,100,100,100,0,13602.6195,12568.28617,92.39607246,8259.636346,8224.115015,12179.38858,21985.05149,180.5103051,6408.212947,6262.233551,2546.834955,1456.065622,57.17157362,2714.14949,2125.471558,0.511860375,3,20571.42857,Multiple,293.1383497,0.17,Mono(2-ethyl-5-oxohexyl)phthalate,C16H20O5,292.13107,M+H,12891.00404,19.75668417,DTXSID00865994,DTXSID00865994,Mono(2-ethyl-5-oxohexyl)phthalate,1,CCC(CCC(C)=O)COC(=O)c1ccccc1C(=O)O,2-(2-ethyl-5-oxohexoxy)carbonylbenzoic acid,C16H20O5,292.1310737,,NA,CDC_phthalate_metabolite,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,nurses1,0.42096977,0.20355475,2.068091122,0.039958007,1,0,pos,0.511860375000829,118810.628730266,0,0,NA,1,0,1,1
440,1859,293.24827-949.9,3764,293.24827,949.9,69.16666667,71.25,25,-2.083333333,318899.6552,609751.1978,191.2047216,23293.79633,NA,114010.2908,199604.5211,175.075881,22089.76158,NA,495.2382582,1106.671656,223.4624723,0,NA,1.092124858,3,42519.68504,Unique,293.2475063,2.6,Methyllinolenate,C19H32O2,292.24023,M+H,216454.973,0.228795047,DTXSID5041560,DTXSID5041560,"Methyl,linolenate",2,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC,"methyl (9Z,12Z,15Z)-octadeca-9,12,15-trienoate",C19H32O2,292.2402303,,292.2402303,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,7.204035847,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.205189598,21.2313784,3,NA,NA,0,NA,0,nurses1,0.761479118,0.36157291,2.106018171,0.036488995,1,0,pos,1.0921248575639,118810.628730266,1,0,NA,0,1,1,1
441,1860,293.2485-947.2,3764,293.2485,947.2,70.83333333,75,25,-4.166666667,333780.987,614652.4952,184.1484444,29959.21557,NA,124633.9195,219714.8689,176.2881805,25209.11684,NA,414.8379266,899.3907328,216.8053293,0,NA,1.044587583,3,42519.68504,Unique,293.2475063,3.39,Methyllinolenate,C19H32O2,292.24023,M+H,229207.4533,0.180987974,DTXSID5041560,DTXSID5041560,"Methyl,linolenate",2,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC,"methyl (9Z,12Z,15Z)-octadeca-9,12,15-trienoate",C19H32O2,292.2402303,,292.2402303,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,7.204035847,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.205189598,21.2313784,3,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,pos,1.04458758311366,118810.628730266,1,0,NA,0,1,1,1
