,DTXSID,featureid,mz.x,rt.x,det_count_v1,det_count_v2,det_count_v3,det_count_FB,df_v1,df_v2,df_v3,mean_visit1,log_mean_v1,sd_visit1,median_v1,gm_visit1,gsd_visit1,cv_visit1,mean_visit2,median_v2,sd_visit2,gm_visit2,gsd_visit2,cv_visit2,mean_visit3,sd_visit3,median_v3,gm_visit3,gsd_visit3,cv_visit3,mean_allvisit,gm_allvisit,gsd_allvisit,cv_allvisit,mean_FB,log_mean_FB,mean_DIWB,PvalV1_v3,PvalV1_V2,DFv1_min,percent_FBvV1,logFBvV1,meanv1_gt_v3,meanv1_gt_v2,geom_diff1v3,geom_diff1v2,df1v3_difference,df1v2_difference,DB_name,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Compound,Formula,MonoisotopicMass,Adduct,X,parent_id,is_metab,name_original,name_cleaned,formula_original,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,MC_sum,frag_yn,confirmed_frag,of_interest,acrylate,is_ucsfdrug,sig_dif1v2or3,ubiqui_MC,nitro benzene,nitro,sulfate,aniline,guanidium,nitro_sum,SWGDRUG,STATINS,UOATARGPHARMA,VETDRUGS,DRUGBANK,ANTIBIOTICS,ZINC15PHARMA,PAHLIST,drug_any,of_interest_all,of_interest_cat
415,DTXSID4020379,289.21592-1163.3,289.21592,1163.3,37,37,34,0,92.5,97.3684210526316,89.4736842105263,3656.25499659597,11.34710416762,2755.56959796032,2896.45306808833,2605.06592587739,3.28820373462252,75.3659031037439,3420.99446542991,3425.92333612608,2480.12543961348,2255.98513369626,3.41660291303513,72.4972070161419,4072.20830512694,2721.62324189586,3674.88537949421,3760.82656716494,2.06119394379946,66.8340870104633,3265.09019049242,2783.64915285107,2.97893427647817,84.626044021316,0,NA,0,0.426603800164114,0.79491791479349,1,0,NA,0,1,0,1,3.02631578947368,4.86842105263158,DTXSID4020379,2,10,Multiple,289.2162061,0.99,Dehydroepiandrosterone,C19H28O2,288.20893,M+H,2735,,0,Dehydroepiandrosterone,"(3S,8R,9S,10R,13S,14S)-3-hydroxy-10,13-dimethyl-1,2,3,4,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-one",C19H28O2,C19H28O2,288.2089301,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.365,NA,NA,NA,NA,NA,1,-1.780093912,8.703754295,23,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
416,DTXSID4020379,289.21605-597.2,289.21605,597.2,40,38,38,8,100,100,100,8827.42651898799,13.0340539395756,3271.65983773517,8050.74885250514,8387.66740109953,1.35870395858946,37.0624420457962,8799.82728074591,8391.7547624471,4303.80956837821,7987.75010949089,1.554866289856,48.9078868376766,9838.09262113783,6214.84328913137,8705.13883509233,8812.96989614328,1.53046315755996,63.1712215818984,10064.6799859446,7901.71679082887,1.92048610517313,100.208280640535,2693.49343908419,11.2636697230022,2213.25335389783,0.5255664043021,0.853277379738496,1,30.5127823300532,86.4172403706423,0,1,0,1,0,0,DTXSID4020379,2,10,Multiple,289.2162061,0.54,Dehydroepiandrosterone,C19H28O2,288.20893,M+H,2735,,0,Dehydroepiandrosterone,"(3S,8R,9S,10R,13S,14S)-3-hydroxy-10,13-dimethyl-1,2,3,4,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-one",C19H28O2,C19H28O2,288.2089301,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0.365,NA,NA,NA,NA,NA,1,-1.780093912,8.703754295,23,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
418,DTXSID4020614,385.23432-665,385.23432,665,40,38,38,2,100,100,100,15479.3806344053,13.8521787937424,5031.82581898164,14223.2228671719,14788.4045377542,1.35223784271659,32.5066353610921,15231.4767557944,13961.3118501314,4866.77776974267,14556.7046234555,1.35107439158789,31.9521071250772,14881.875740981,5357.61937892324,14196.2334335658,13976.9739061461,1.43554841442273,36.0009683736955,16913.6349861835,13947.9704234505,2.15765139874582,118.432767653671,465.95301843751,NA,160.305970414591,0.493487945124591,0.692940012676937,1,3.01015285716185,NA,1,1,1,1,0,0,DTXSID4020614,3,18529.4117647058,Multiple,385.2373355,7.83,Ethynodioldiacetate,C24H32O4,384.23006,M+H,2751,,0,"Ethynodiol,diacetate","[(3S,8R,9S,10R,13S,14S,17R)-17-acetyloxy-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",C24H32O4,C24H32O4,384.2300595,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.858694829,11.00663709,18,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
422,DTXSID4020959,153.06565-101.2,153.06565,101.2,40,38,38,8,100,100,100,315804.954728867,18.10192482684,179016.763409421,286976.634927558,281334.084922601,1.59860854422425,56.6858628178001,365963.001731165,290620.71771198,311546.697528031,302919.672179072,1.72935401290422,85.1306542066491,303365.388303147,184308.909706532,279765.98157098,271158.324122916,1.55439307178786,60.7547587209773,295253.794516474,222800.104064149,2.34950782685582,79.799016912709,23317.67818957,14.5074884188193,23715.3420539821,0.613677013145361,0.996011922944976,1,7.38356945969684,80.143346951197,1,0,1,0,0,0,DTXSID4020959,1,9,Multiple,153.0658535,1.33,2-Methyl-5-nitroaniline,C7H8N2O2,152.05858,M+H,2768,,0,2-Methyl-5-nitroaniline,2-methyl-5-nitroaniline,C7H8N2O2,C7H8N2O2,152.0585775,"exposurepred, P4Up, VBtoxcast",,NA,NA,NA,NA,NA,1,0.408485527,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-3.064964,4.657924,13,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
423,DTXSID4021268,202.08589-343.1,202.08589,343.1,40,38,38,4,100,100,100,16738.7678032644,13.9583578919625,4990.70087106915,16306.8892646867,15917.8502870537,1.41589249280257,29.8152225404301,18823.3689004049,17679.0135410449,6069.4773058699,18064.4988136467,1.32029245223311,32.2443731405559,18060.6510400458,5388.87323286,17279.6337741338,17366.7916830735,1.32063833155491,29.8376466103646,16179.4369957632,13677.0738875465,2.52473673298069,44.5018820071243,760.680879383706,NA,201.112155714303,0.334705870214035,0.148593158835564,1,4.5444257804649,NA,0,0,0,0,0,0,DTXSID4021268,2,10,Unique,202.0853991,2.43,Simazine,C7H12ClN5,201.07812,M+H,2783,,0,Simazine,"6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine",C7H12ClN5,C7H12ClN5,201.0781231,"E2Up, P4Up, pesticidemammarytumors, VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,Hormone or EDC,NA,NA,NA,1,2,1,3,1,1,-2.604307114,4.649695806,12,NA,,4,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
425,DTXSID4021478,285.22138-1094.2,285.22138,1094.2,40,38,38,0,100,100,100,38149.7809078213,14.7684673332807,33142.9328694718,27958.0024322029,27909.4743682385,2.23050869586829,86.8758144366615,35938.5667044318,25501.8152137932,29082.7117646531,26478.6775882678,2.25438485421492,80.923404663956,44257.4904634197,21454.9301609176,45397.1930472581,38488.5815781057,1.76960088431031,48.4775117980329,34647.2833991758,30478.1862772718,2.11754787847944,85.3056252673764,0,NA,0,0.029684461570067,0.814269502155929,1,0,NA,0,1,0,1,0,0,DTXSID4021478,3,54000,Multiple,285.2212915,0.31,Lynestrenol,C20H28O,284.21402,M+H,2789,,0,Lynestrenol,"(8R,9S,10R,13S,14S,17S)-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol",C20H28O,C20H28O,284.2140155,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.226565853,30.33827633,39,NA,,1,yes,notconf,NA,0,0,1,0,0,0,0,0,0,0,-,-,-,-,Y,-,-,-,1,1,1
429,DTXSID4022527,181.08612-312.8,181.08612,312.8,40,38,38,8,100,100,100,438456.559740933,18.1974195872895,357442.130578012,329999.276220544,300586.270136527,2.63003703431512,81.5228151197489,412110.278257301,362985.985777166,330320.057781421,288117.408293422,2.61667611362256,80.1533170146234,476657.855092885,468080.820615665,225464.816332065,302496.390502576,2.70401487006431,98.2005888740574,393593.315890482,215922.694227891,3.66942996328768,98.0756233984926,11981.8937895911,13.5345238201699,12084.8094249201,0.861125446914175,0.964119259141666,1,2.73274364891945,74.3760606016004,0,1,0,1,0,0,DTXSID4022527,3,25961.5384615384,Multiple,181.0859202,1.1,Propylparaben,C10H12O3,180.07864,M+H,2825,,0,Propylparaben,propyl 4-hydroxybenzoate,C10H12O3,C10H12O3,180.0786442,"ERactive, P4Up, Vbtoxcast, Disinfect ingredient list",,NA,1,NA,NA,NA,NA,NA,NA,,NA,1,0.205,NA,NA,1,2,NA,1,-0.4820318,12.33425,3,NA,,2,yes,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
433,DTXSID4024272,242.14467-473.3,242.14467,473.3,40,38,38,7,100,100,100,104527.475109221,16.5506751494739,43551.8487426757,95183.4838283274,95995.2333124006,1.52410862532131,41.665455610755,113540.967176423,114023.974576487,44823.1076696372,105105.958127703,1.49537630753071,39.4774756498155,109203.846083213,45543.8699723181,103236.145831705,98445.1837139505,1.6369714993599,41.7053717481836,95949.3586875165,59554.6145579361,4.52808971016966,56.8627929864132,747.071807278056,NA,1181.71135788568,0.685576697096521,0.506192211860841,1,0.714713338763263,NA,0,0,0,0,0,0,DTXSID4024272,3,25714.2857142857,Multiple,242.1433926,5.28,Prometryn,C10H19N5S,241.13612,M+H,2885,,0,Prometryn,"6-methylsulfanyl-2-N,4-N-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",C10H19N5S,C10H19N5S,241.1361166,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,1,NA,NA,NA,1,-2.641045,6.38421,17,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
434,DTXSID4024696,143.10671-256.2,143.10671,256.2,40,38,38,8,100,100,100,10511.6564613408,13.262473260892,4001.25586122786,8791.53648399459,9826.57715010931,1.44687634769322,38.064941295822,10271.6397287603,8534.00973628249,5126.27624684709,9172.19314962015,1.61839986198075,49.9070876920818,11048.4510268032,5963.39550197019,8684.06735474926,9841.40625100606,1.59826862202861,53.9749462390991,9591.39560432025,7770.68964903092,2.12991374993912,57.3130331533335,1871.96381854556,10.1986557507903,1616.61242561844,0.768068961182508,0.519066454195575,1,17.8084569775484,76.8985961378994,0,1,0,1,0,0,DTXSID4024696,1,9,Multiple,143.1066557,0.38,Butylmethacrylate,C8H14O2,142.09938,M+H,2897,,0,"Butyl,methacrylate",butyl 2-methylprop-2-enoate,C8H14O2,C8H14O2,142.0993797,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,1.709724691,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.243188,10.3058,2,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
446,DTXSID4027103,255.23194-697.4,255.23194,697.4,40,38,38,8,100,100,100,20514.7519377021,14.2107783296099,8266.64592960055,20068.8709865402,18961.4060673839,1.50419904685802,40.2961047479597,17788.2487361559,17149.1253301532,6705.18669761373,16504.1119406179,1.50177127568858,37.6944734530553,16310.0426524778,8080.21394226663,13729.1136420204,14265.4334012968,1.7305008102474,49.5413415797481,17080.8721808481,14235.7131980922,2.00046218560471,51.1709796205653,2666.60794693098,11.2465917000503,3923.18078469135,0.040922075612413,0.154294484772072,1,12.9984898429616,79.1412788180409,1,1,1,1,0,0,DTXSID4027103,3,476.470588235292,Multiple,255.2318562,0.33,Dodecyl2-methylacrylate,C16H30O2,254.22458,M+H,2950,,0,"Dodecyl,2-methylacrylate",dodecyl 2-methylprop-2-enoate,C16H30O2,C16H30O2,254.2245802,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.804164139,5.638370181,5,NA,,0,no,notconf,yes,1,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,1,1
451,DTXSID4034287,185.15367-748.5,185.15367,748.5,37,28,32,3,92.5,73.6842105263158,84.2105263157895,1682.33893971291,9.49416790841432,2404.86337035726,479.344175533288,721.156171231891,4.06750313173487,142.94761380056,1214.41164763323,219.776744805316,1987.52472381615,585.347371686953,4.60438334378374,163.661533359767,1530.13398026856,2181.01424217185,332.899712438735,714.086425193978,4.3652079792596,142.53746863324,1302.27212179717,639.904223227637,4.3225641962881,161.869288478023,39.2035785552754,NA,0,0.420621731431784,0.038538628853311,1,2.33030203544866,NA,1,1,1,1,8.28947368421053,18.8157894736842,DTXSID4034287,2,10,Multiple,185.1536059,0.35,5-Heptyldihydro-2(3H)-furanone,C11H20O2,184.14633,M+H,3026,,0,5-Heptyldihydro-2(3H)-furanone,5-heptyloxolan-2-one,C11H20O2,C11H20O2,184.1463299,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-0.644846421,5.72569221,1,NA,,1,no,notconf,yes,0,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,1,1
452,DTXSID4034287,185.15368-439.5,185.15368,439.5,40,38,38,8,100,100,100,6884.47897354081,12.6412066516681,2448.17291635044,6325.52590172781,6388.25705921485,1.53463321548438,35.5607581308553,7436.98845505167,6933.7958686221,2342.01262232118,7077.87294131288,1.38041455902211,31.4914112947202,7126.20522410073,2151.81477067467,7211.05012542666,6611.50542670177,1.61077490413211,30.1958013136818,6546.22096698019,5789.91859088328,1.75555410760033,41.5517612297852,2407.68581395141,11.1112647495638,2392.51469124041,0.376315678736837,0.387196985321406,1,34.9726656614814,87.8971846259442,0,0,0,0,0,0,DTXSID4034287,2,10,Multiple,185.1536059,0.4,5-Heptyldihydro-2(3H)-furanone,C11H20O2,184.14633,M+H,3026,,0,5-Heptyldihydro-2(3H)-furanone,5-heptyloxolan-2-one,C11H20O2,C11H20O2,184.1463299,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-0.644846421,5.72569221,1,NA,,1,no,notconf,yes,0,0,0,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,2,1
462,DTXSID4040711,165.09096-265,165.09096,265,40,38,38,8,100,100,100,37905.0022368175,14.2292644965285,87959.2060925649,15128.7761194762,19205.9338933032,2.29196562072689,232.051710597524,35085.7305154432,14520.8297474968,73642.7252550674,18727.6311352421,2.32303211250343,209.893663814847,34424.6303545155,66579.9869148364,15712.6332034507,19676.7800056925,2.23912675962188,193.407993721864,35996.0009184609,19437.9497587719,2.33680342358835,201.772709233229,18108.5691989068,13.7130989439537,11368.71487779,0.814269502155929,0.7757168888561,1,47.773560560083,96.3725071475,1,1,0,1,0,0,DTXSID4040711,2,10,Multiple,165.0910056,0.28,Ethyl2-methylbenzoate,C10H12O2,164.08373,M+H,3072,,0,"Ethyl,2-methylbenzoate",ethyl 2-methylbenzoate,C10H12O2,C10H12O2,164.0837296,"ERactive, exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.147612822,NA,,NA,1,0,NA,NA,NA,NA,NA,1,-2.285921,4.784403,2,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
463,DTXSID4040713,283.15385-446.9,283.15385,446.9,40,38,38,8,100,100,100,126152.005617662,16.8632873222724,40669.2932077425,121545.420735174,119221.69980694,1.42587184621936,32.238324716772,110974.558492366,111739.010534941,33953.5583278957,105705.086191441,1.38199319473886,30.5958039294486,126340.21795009,31426.2284973229,129116.038570448,122401.46703759,1.296226922582,24.8742870696468,111412.306189666,93451.9387930126,2.11752956560467,41.8739732216718,10664.431164681,13.3249963671807,12314.3832807576,0.900556520415414,0.106427266826305,1,8.45363584389014,79.0177864643365,0,1,0,1,0,0,DTXSID4040713,3,27000,Multiple,283.1539998,0.53,Octylgallate,C15H22O5,282.14672,M+H,3073,,0,"Octyl,gallate","octyl 3,4,5-trihydroxybenzoate",C15H22O5,C15H22O5,282.1467238,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-1.634270441,24.75889082,36,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
478,DTXSID4046949,285.14373-600,285.14373,600,39,36,38,1,97.5,94.7368421052632,100,4586.63765133373,11.8231782749523,3449.68823718518,3798.39617262291,3623.52535731084,2.17968652457761,75.2117018919526,2946.1455462699,2531.51205784739,2033.32233569628,2471.1969873162,2.06585472244079,69.0163572628196,2640.25462463667,1621.03046793211,2225.22181149787,2079.08367715951,2.17571207660802,61.3967476017652,3101.54402776696,2608.41218562074,2.29563174371031,85.8531785281708,13.2852071983106,NA,0,0.007492814296451,0.03043876859694,1,0.289650245086343,NA,1,1,1,1,2.5,2.76315789473685,DTXSID4046949,2,10,Multiple,285.1419956,6.08,Promazinehydrochloride,C17H21ClN2S,284.13472,M+H,3206,,0,"Promazine,hydrochloride","N,N-dimethyl-3-phenothiazin-10-ylpropan-1-amine",C17H21ClN2S,C17H21ClN2S,284.1347196,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.476597572,8.681868507,3,NA,,0,no,notconf,yes,0,0,1,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,0,1,1
479,DTXSID4046949,285.14089-381.9,285.14089,381.9,40,38,38,8,100,100,100,8865.05106182533,13.0280900764877,2868.84166428023,8071.98490269695,8353.06573705338,1.4462198369216,32.3612536946801,9951.40723153853,8874.53616627667,3903.16960757241,9276.06050223106,1.45821868157278,39.2222880318099,8507.39932440427,3034.51937544441,7536.84026583087,8032.53502644638,1.40432041658499,35.6691776150628,8114.42125388455,6437.66629008058,2.34786633339269,50.6020954124429,704.223603403876,9.33251357164709,871.721132743588,0.319897520107846,0.387196985321406,1,7.9438189187246,71.6337814434508,1,0,1,0,0,0,DTXSID4046949,2,10,Multiple,285.1419956,3.88,Promazinehydrochloride,C17H21ClN2S,284.13472,M+H,3206,,0,"Promazine,hydrochloride","N,N-dimethyl-3-phenothiazin-10-ylpropan-1-amine",C17H21ClN2S,C17H21ClN2S,284.1347196,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.476597572,8.681868507,3,NA,,0,no,notconf,yes,0,0,0,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,0,1,1
514,DTXSID5020576,297.18389-547.3,297.18389,547.3,40,38,38,1,100,100,100,5447.68361528155,12.3314423576127,2046.7655331101,5049.44256022651,5153.87687861831,1.39283281732344,37.5712996138143,5096.77302400043,4930.92734479235,1312.7003418205,4923.10475480266,1.31599560622397,25.755518945793,5509.47513651321,2234.66357392011,5280.03931374789,5030.92588939745,1.60743159131425,40.5603713339265,4865.32196186904,4885.8586754059,1.65054000164797,48.5219233852536,13.6450931918952,NA,0,0.924339966977053,0.545312934220683,1,0.250475140546319,NA,0,1,1,1,0,0,DTXSID5020576,2,10,Multiple,297.184906,3.42,17alpha-Ethinylestradiol,C20H24O2,296.17763,M+H,3413,,0,17alpha-Ethinylestradiol,"(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",C20H24O2,C20H24O2,296.17763,"E2Up, ERactive, VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,1,1,1,2,NA,NA,NA,1,-6.3139001,118.981902,85,NA,,3,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
515,DTXSID5020576,297.18583-803.1,297.18583,803.1,40,38,37,1,100,100,97.3684210526316,2486.75401716,10.9703492597528,1499.1463568668,2273.07321144701,2006.33842195467,2.06174142096753,60.2852693319021,2506.57646993474,1959.17629253148,1595.70406536989,2041.22922450521,1.9442286749379,63.6606975494123,2672.41985058444,1467.32028419871,2726.82808668472,2231.18869634731,2.18394244562384,54.906053922546,2267.65822142573,1938.14034994948,2.27106318762827,71.4742681881273,14.1764001601841,NA,27.3224811904918,0.415227753651434,0.95615306227854,1,0.570076495799705,NA,0,0,0,0,2.63157894736842,0,DTXSID5020576,2,10,Multiple,297.184906,3.11,17alpha-Ethinylestradiol,C20H24O2,296.17763,M+H,3413,,0,17alpha-Ethinylestradiol,"(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",C20H24O2,C20H24O2,296.17763,"E2Up, ERactive, VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,1,1,1,2,NA,NA,NA,1,-6.3139001,118.981902,85,NA,,3,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
528,DTXSID5022194,157.12213-321.8,157.12213,321.8,40,38,38,8,100,100,100,46360.5888120233,15.415553880044,16582.9512317843,43031.6086476504,43706.3075729792,1.41166927686207,35.7695008987539,49076.0395313064,47957.422672788,17334.7002606854,46274.1351802871,1.41652218858897,35.3221254735264,49253.854000383,16954.7601285503,46300.4919803203,46214.0748719225,1.45168113364634,34.423215142552,43129.2814744499,35590.1352350956,2.10081659537333,48.4938126435526,6730.62062215719,12.7020516592081,5819.50482950477,0.493487945124591,0.462488642925676,1,14.5179791599447,82.3976339614463,0,0,0,0,0,0,DTXSID5022194,3,23365.3846153847,Multiple,157.1223058,1.12,Hexylacrylate,C9H16O2,156.11503,M+H,3483,,0,"Hexyl,acrylate",hexyl prop-2-enoate,C9H16O2,C9H16O2,156.1150298,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,7.510001748,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.473737022,1.330642072,1,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
529,DTXSID5022437,303.15641-595.3,303.15641,595.3,40,38,38,8,100,100,100,22960.8310580391,14.3599273158579,11795.9867974837,21837.2776128785,21026.5905423611,1.49873289178613,51.3743895753012,22858.1951839178,18134.5888090795,17504.4664167771,19308.8757342423,1.72829306871223,76.5785149524518,20960.910383982,7577.35082318291,20095.3059175991,19751.0191500245,1.41490204348969,36.1499127870582,22441.3653540475,19412.0367097135,1.67571314226513,65.9907513976356,8529.45815108797,13.0050005975113,13760.7348380186,0.444423328452704,0.344819636848773,1,37.1478633744907,90.5645294119954,1,1,1,1,0,0,DTXSID5022437,2,10,Multiple,303.1590852,8.82,Nordihydroguaiareticacid,C18H22O4,302.15181,M+H,3490,,0,"Nordihydroguaiaretic,acid","4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol",C18H22O4,C18H22O4,302.1518092,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-0.959439578,28.95806432,15,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
530,DTXSID5022437,303.15659-650.6,303.15659,650.6,40,38,38,7,100,100,100,32870.2188684976,13.6969607002425,89712.4988037813,10421.5851176685,13279.9371669318,2.48945751213461,272.92942332599,10787.619648551,9812.3780204891,3218.24222488775,10355.412950478,1.33226936419685,29.8327372463491,16498.2170508361,23904.7650519592,10265.0951264851,11682.0099244677,1.92009834184248,144.893020732491,18495.074923163,8918.69004838618,3.29084051497287,279.508189591856,313.769697003885,NA,864.970276334178,0.649218300768902,0.392708865531071,1,0.954571365220199,NA,1,1,1,1,0,0,DTXSID5022437,2,10,Multiple,303.1590852,8.23,Nordihydroguaiareticacid,C18H22O4,302.15181,M+H,3490,,0,"Nordihydroguaiaretic,acid","4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol",C18H22O4,C18H22O4,302.1518092,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-0.959439578,28.95806432,15,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
572,DTXSID5044526,222.11283-278.6,222.11283,278.6,40,38,38,7,100,100,100,21712.3729482902,14.1567497800491,15123.2579299187,17819.7146616906,18264.4384823356,1.76332822249088,69.6527181341991,15721.8292276326,13623.0912302178,7118.8754192213,14372.0110081144,1.52707364497999,45.2801981000354,17877.4673856465,9644.03490777243,15758.6031614421,15977.7647409198,1.59254830814061,53.9451964852441,16735.989340735,12042.8799293535,2.99576619990056,71.0181956462191,4954.36024575034,NA,414.991894857364,0.334705870214035,0.069616888472315,1,22.8181427131413,NA,1,1,1,1,0,0,DTXSID5044526,2,10,Multiple,222.1124693,1.62,N-(4-Ethoxyphenyl)-3-oxobutanamide,C12H15NO3,221.10519,M+H,3815,,0,N-(4-Ethoxyphenyl)-3-oxobutanamide,N-(4-ethoxyphenyl)-3-oxobutanamide,C12H15NO3,C12H15NO3,221.1051933,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.929542094,3.93766265,1,NA,,0,no,notconf,yes,0,0,1,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,0,1,1
