,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,CV_N/CV_OW,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,name_cleaned.x,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DB_name,DTXSID,name_original,select for fragmentation,SMILES_cleaned,name_cleaned.y,formula_cleaned,Molweight_cleaned,parent_id,MONOISOTOPIC_MASS,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,DF_high_N,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI
1896,297.07309-209,2682,297.07309,209,82.5,80,58.33333333,2.5,1984.858524,2090.584776,105.3266392,1272.670943,NA,1587.567336,1936.509872,121.9796999,1066.044691,NA,190.7851994,235.4793411,123.4264198,99.6259288,NA,0.863476786,3,92045.45455,Unique,297.0720031,3.66,(HEPTAFLUOROBUTANOYL)PIVALOYLMETHANE,C10H11F7O2,296.06473,M+H,1786.21293,10.6809886,DTXSID3066215,DTXSID3066215,(HEPTAFLUOROBUTANOYL)PIVALOYLMETHANE,,CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,"6,6,7,7,8,8,8-heptafluoro-2,2-dimethyloctane-3,5-dione",C10H11F7O2,296.0647271,,296.0647267,PFAS,0,NA,0,0,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1897,297.08292-726.2,5062,297.08292,726.2,75,81.25,75,-6.25,42423.09727,86907.0234,204.8577991,1922.228041,NA,97710.68454,344788.6109,352.8668461,3428.619453,NA,539175.2831,629610.5865,116.7728949,282883.2634,NA,0.580552697,3,50467.28972,Unique,297.0824414,1.61,Octamethylcyclotetrasiloxane,C8H24O4Si4,296.07517,M+H,70066.89091,769.5150678,DTXSID7027205,DTXSID7027205,Octamethylcyclotetrasiloxane,,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,"2,2,4,4,6,6,8,8-octamethyl-1,3,5,7,2,4,6,8-tetraoxatetrasilocane",C8H24O4Si4,296.0751654,,296.0751654,"ERactive, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,0,NA,NA,NA,NA,NA,1,-1.740800902,3.7724977,3,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1898,297.10719-311,1263,297.10719,311,99.16666667,100,33.33333333,-0.833333333,4556.283825,5753.783843,126.2823842,2778.73608,NA,3538.855443,2849.100514,80.50909565,3185.729437,2549.404263,44.46855755,70.25033083,157.9775345,0,NA,1.56854804,2,10,Unique,297.1073748,0.62,1-Iodododecane,C12H25I,296.1001,M+H,4047.569634,1.098648364,DTXSID1049302,DTXSID1049302,1-Iodododecane,,CCCCCCCCCCCCI,1-iodododecane,C12H25I,296.1000988,,296.1001,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.016530034,4.629684604,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1899,297.10736-538.9,1263,297.10736,538.9,50,53.75,0,-3.75,2474.043746,4021.025158,162.5284583,51.93220601,NA,2586.099717,3671.234841,141.9602971,131.8455533,NA,0,0,NA,0,NA,1.144886716,2,10,Unique,297.1073748,0.05,1-Iodododecane,C12H25I,296.1001,M+H,2530.071732,0,DTXSID1049302,DTXSID1049302,1-Iodododecane,,CCCCCCCCCCCCI,1-iodododecane,C12H25I,296.1000988,,296.1001,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.016530034,4.629684604,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1900,297.2343-708.8,235,297.2343,708.8,98.33333333,93.75,66.66666667,4.583333333,4193.42884,4854.184021,115.7569189,1846.257954,NA,2885.790794,4487.329411,155.4973916,1392.757852,NA,274.2273143,317.9212821,115.9334849,182.4882565,NA,0.744429972,2,487.9518072,Unique,297.2325249,5.97,N-(1-Methylheptyl)-N-phenyl-14-benzenediamine,C20H28N2,296.22525,M+H,3539.609817,7.747388229,DTXSID0027771,DTXSID0027771,"N-(1-Methylheptyl)-N'-phenyl-1,4-benzenediamine",,CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1,"4-N-octan-2-yl-1-N-phenylbenzene-1,4-diamine",C20H28N2,296.2252489,,296.2252489,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.915721141,5.509587238,5,NA,,0,NA,0,nurses1,1.081157893,0.29437557,3.672716091,0.000310298,1,0,pos
1901,297.23446-702.2,235,297.23446,702.2,98.33333333,96.25,50,2.083333333,3930.768459,4398.247058,111.8928043,1957.808346,NA,2851.381491,3967.266709,139.1348973,1594.977855,NA,371.6670947,503.2151453,135.3940536,86.58807668,NA,0.804203736,2,487.9518072,Unique,297.2325249,6.51,N-(1-Methylheptyl)-N-phenyl-14-benzenediamine,C20H28N2,296.22525,M+H,3391.074975,10.96015563,DTXSID0027771,DTXSID0027771,"N-(1-Methylheptyl)-N'-phenyl-1,4-benzenediamine",,CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1,"4-N-octan-2-yl-1-N-phenylbenzene-1,4-diamine",C20H28N2,296.2252489,,296.2252489,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.915721141,5.509587238,5,NA,,0,NA,0,nurses1,0.721884514,0.265941948,2.714443961,0.007237054,1,0,pos
1902,297.23454-705.9,235,297.23454,705.9,97.5,97.5,58.33333333,0,4286.802788,4843.811029,112.9935588,1996.38907,NA,3019.124533,4422.665903,146.4883563,1591.820596,NA,356.7566997,497.8433419,139.5470197,151.638109,NA,0.771348397,2,487.9518072,Unique,297.2325249,6.78,N-(1-Methylheptyl)-N-phenyl-14-benzenediamine,C20H28N2,296.22525,M+H,3652.96366,9.766226354,DTXSID0027771,DTXSID0027771,"N-(1-Methylheptyl)-N'-phenyl-1,4-benzenediamine",,CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1,"4-N-octan-2-yl-1-N-phenylbenzene-1,4-diamine",C20H28N2,296.2252489,,296.2252489,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.915721141,5.509587238,5,NA,,0,NA,0,nurses1,0.64292657,0.260280891,2.470125904,0.014369969,1,0,pos
1903,298.16445-271.9,3883,298.16445,271.9,99.16666667,97.5,100,1.666666667,3091.504085,1443.273809,46.68516583,2997.278419,NA,3418.253661,3626.234788,106.0844264,2085.00644,NA,2867.68342,3042.082164,106.0815201,1589.530783,1926.755857,0.440075584,2,10,Unique,298.1662362,5.99,Pipofezine,C16H19N5O,297.15896,M+H,3254.878873,88.10415169,DTXSID5046271,DTXSID5046271,Pipofezine,,CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1,"5-methyl-3-(4-methylpiperazin-1-yl)pyridazino[3,4-b][1,4]benzoxazine",C16H19N5O,297.1589602,,297.1589603,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.094873825,5.593264407,1,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1904,298.1647-154.5,3883,298.1647,154.5,94.16666667,77.5,0,16.66666667,4863.822277,4642.161268,95.44265814,3760.406282,NA,5256.70682,13247.96339,252.0202067,986.1789313,NA,0,0,NA,0,NA,0.37871034,2,10,Unique,298.1662362,5.15,Pipofezine,C16H19N5O,297.15896,M+H,5060.264549,0,DTXSID5046271,DTXSID5046271,Pipofezine,,CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1,"5-methyl-3-(4-methylpiperazin-1-yl)pyridazino[3,4-b][1,4]benzoxazine",C16H19N5O,297.1589602,,297.1589603,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.094873825,5.593264407,1,NA,,0,NA,1,nurses1,1.948262686,0.500465888,3.892898061,0.00013616,1,0,pos
1905,298.17779-543.4,4950,298.17779,543.4,95.83333333,97.5,66.66666667,-1.666666667,1347.975347,1248.634997,92.630403,865.22465,NA,1956.346011,2665.041213,136.2254529,1142.895894,NA,179.8367282,281.5616523,156.565155,107.9526883,NA,0.679978675,2,10,Unique,298.180155,7.93,Ibuprofenpiconol,C19H23NO2,297.17288,M+H,1652.160679,10.88494179,DTXSID7023140,DTXSID7023140,"Ibuprofen,piconol",,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,pyridin-2-ylmethyl 2-[4-(2-methylpropyl)phenyl]propanoate,C19H23NO2,297.172879,,297.172879,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.47312605,4.363016083,3,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1906,298.18188-668.5,4950,298.18188,668.5,92.5,95,58.33333333,-2.5,1345.700918,1253.233587,93.12868634,895.2296108,NA,1481.713203,1292.937497,87.25963263,1286.979576,NA,468.1107956,917.4038116,195.9800586,110.2183243,NA,1.067259666,2,10,Unique,298.180155,5.79,Ibuprofenpiconol,C19H23NO2,297.17288,M+H,1413.707061,33.11229099,DTXSID7023140,DTXSID7023140,"Ibuprofen,piconol",,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,pyridin-2-ylmethyl 2-[4-(2-methylpropyl)phenyl]propanoate,C19H23NO2,297.172879,,297.172879,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.47312605,4.363016083,3,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1907,298.27429-873.1,985,298.27429,873.1,100,100,100,0,50982.5959,24904.02521,48.84809173,45236.86028,45345.97097,73142.00892,96403.38286,131.8030285,42535.69044,50312.88884,72007.08919,75536.47549,104.9014428,41495.2986,49974.28954,0.370614335,3,94736.84211,Unique,298.2740554,0.79,Spiroxamine,C18H35NO2,297.26678,M+H,62062.30241,116.0238766,DTXSID1034212,DTXSID1034212,Spiroxamine,,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,"N-[(8-tert-butyl-1,4-dioxaspiro[4.5]decan-3-yl)methyl]-N-ethylpropan-1-amine",C18H35NO2,297.2667794,,297.2667794,"VBtoxcast, pellizzari",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.06295421,9.375372761,46,NA,1,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1908,298.27451-876.8,985,298.27451,876.8,100,100,100,0,43136.99298,20635.59443,47.83735026,39905.39367,38741.49713,61600.45693,81192.23378,131.8045966,36678.52273,42900.64661,66564.24701,75000.44734,112.6737711,36837.60287,44197.51705,0.362941441,3,94736.84211,Unique,298.2740554,1.52,Spiroxamine,C18H35NO2,297.26678,M+H,52368.72495,127.1068697,DTXSID1034212,DTXSID1034212,Spiroxamine,,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,"N-[(8-tert-butyl-1,4-dioxaspiro[4.5]decan-3-yl)methyl]-N-ethylpropan-1-amine",C18H35NO2,297.2667794,,297.2667794,"VBtoxcast, pellizzari",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.06295421,9.375372761,46,NA,1,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1909,298.31065-1119.2,2403,298.31065,1119.2,59.16666667,60,41.66666667,-0.833333333,1527.872173,3187.192764,208.6033649,107.1539284,NA,1268.478941,2177.790384,171.6851824,108.3056096,NA,1512.038259,3420.924699,226.2459087,0,NA,1.21503418,2,10,Unique,298.3104409,0.7,Tridemorph,C19H39NO,297.30316,M+H,1398.175557,108.1436628,DTXSID3041376,DTXSID3041376,Tridemorph,,CCCCCCCCCCCCCN1CC(C)OC(C)C1,"2,6-dimethyl-4-tridecylmorpholine",C19H39NO,297.3031649,,297.3031649,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,2,NA,NA,NA,1,-2.712176817,11.56930672,7,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1910,298.31084-1132.4,2403,298.31084,1132.4,63.33333333,56.25,58.33333333,7.083333333,549.9221366,1252.901138,227.8324611,113.4767502,NA,968.7693328,2948.513232,304.3565823,107.5066567,NA,1094.761973,1883.804964,172.0743879,110.0548804,NA,0.748570836,2,10,Unique,298.3104409,1.34,Tridemorph,C19H39NO,297.30316,M+H,759.3457347,144.1717419,DTXSID3041376,DTXSID3041376,Tridemorph,,CCCCCCCCCCCCCN1CC(C)OC(C)C1,"2,6-dimethyl-4-tridecylmorpholine",C19H39NO,297.3031649,,297.3031649,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,2,NA,NA,NA,1,-2.712176817,11.56930672,7,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1911,299.10011-253.4,1460,299.10011,253.4,100,97.5,50,2.5,5183.046887,2307.666642,44.52336035,4789.667905,4706.255117,5226.265221,2237.002362,42.80307767,5130.101776,NA,131.0167698,185.5726222,141.6403583,52.01629948,NA,1.040190631,2,10,Unique,299.1026329,8.43,Amlenanox,C16H14N2O4,298.09536,M+H,5204.656054,2.517299288,DTXSID2022595,DTXSID2022595,Amlenanox,,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,"2-amino-5-oxo-7-propan-2-ylchromeno[2,3-b]pyridine-3-carboxylic acid",C16H14N2O4,298.0953569,,298.0953569,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.764073,7.258702,8,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1912,299.10301-281.5,1460,299.10301,281.5,92.5,95,58.33333333,-2.5,1749.828431,1631.612537,93.24414368,1340.316497,NA,2132.922928,1951.985046,91.51690482,1727.503209,NA,178.3975085,267.1763207,149.7646032,108.5356911,NA,1.018873441,2,10,Unique,299.1026329,1.26,Amlenanox,C16H14N2O4,298.09536,M+H,1941.37568,9.189231654,DTXSID2022595,DTXSID2022595,Amlenanox,,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,"2-amino-5-oxo-7-propan-2-ylchromeno[2,3-b]pyridine-3-carboxylic acid",C16H14N2O4,298.0953569,,298.0953569,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.764073,7.258702,8,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1913,299.11109-427.5,7415,299.11109,427.5,100,100,100,0,11000.67831,8082.351694,73.47139388,8166.912331,8702.621686,12606.38465,8233.036119,65.30846352,9767.803223,10530.20982,691.8170182,493.6862799,71.36081751,702.3344402,506.6269311,1.124990391,3,22924.5283,Multiple,299.1125289,4.81,,C14H18O7,298.10525,M+H,11803.53148,5.861101987,DTXSID4024062-BTMR0166,MTX441,,,Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1C,,C14H18O7,298.1052529,DTXSID4024062,,metabolite,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0,nurses1,-0.242759008,0.099356476,-2.443313385,0.015447713,0,1,pos
1914,299.11109-427.5,4262,299.11109,427.5,100,100,100,0,11000.67831,8082.351694,73.47139388,8166.912331,8702.621686,12606.38465,8233.036119,65.30846352,9767.803223,10530.20982,691.8170182,493.6862799,71.36081751,702.3344402,506.6269311,1.124990391,3,22924.5283,Multiple,299.1085265,8.57,Merphos,C12H27PS3,298.10125,M+H,11803.53148,5.861101987,DTXSID6024173,DTXSID6024173,Merphos,,CCCCSP(SCCCC)SCCCC,tris(butylsulfanyl)phosphane,C12H27PS3,298.1012505,,298.1012514,exposurepred,,NA,NA,NA,NA,NA,1,0.770749372,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,nurses1,-0.242759008,0.099356476,-2.443313385,0.015447713,0,0,pos
1915,299.11109-427.5,7186,299.11109,427.5,100,100,100,0,11000.67831,8082.351694,73.47139388,8166.912331,8702.621686,12606.38465,8233.036119,65.30846352,9767.803223,10530.20982,691.8170182,493.6862799,71.36081751,702.3344402,506.6269311,1.124990391,3,22924.5283,Multiple,299.1125289,4.81,,C14H18O7,298.10525,M+H,11803.53148,5.861101987,DTXSID2021864-BTMR0166,MTX212,,,Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(C)c1,,C14H18O7,298.1052529,DTXSID2021864,,metabolite,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0,nurses1,-0.242759008,0.099356476,-2.443313385,0.015447713,0,1,pos
1916,299.11109-427.5,1547,299.11109,427.5,100,100,100,0,11000.67831,8082.351694,73.47139388,8166.912331,8702.621686,12606.38465,8233.036119,65.30846352,9767.803223,10530.20982,691.8170182,493.6862799,71.36081751,702.3344402,506.6269311,1.124990391,3,22924.5283,Multiple,299.1125289,4.81,Pentaerythritoltriacrylate,C14H18O7,298.10525,M+H,11803.53148,5.861101987,DTXSID2025842,DTXSID2025842,"Pentaerythritol,triacrylate",,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,[2-(hydroxymethyl)-3-prop-2-enoyloxy-2-(prop-2-enoyloxymethyl)propyl] prop-2-enoate,C14H18O7,298.1052529,,298.1052529,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-5.878366175,34.52828177,99,NA,,0,NA,0,nurses1,-0.242759008,0.099356476,-2.443313385,0.015447713,0,0,pos
1917,299.11699-183,259,299.11699,183,70,73.75,8.333333333,-3.75,1740.727527,2756.932963,158.3782022,630.3082054,NA,995.6435291,1759.574708,176.7273785,361.9286917,NA,18.28416858,63.33821789,346.4101615,0,NA,0.896172419,3,45251.39665,Unique,299.1172374,0.83,NN-dimethyl-4-(morpholin-4-yldiazenyl)benzenesulfonamide,C12H18N4O3S,298.10996,M+H,1368.185528,1.336380791,DTXSID00306453,DTXSID00306453,"N,N-dimethyl-4-(morpholin-4-yldiazenyl)benzenesulfonamide",,CN(C)S(=O)(=O)c1ccc(/N=N/N2CCOCC2)cc1,"N,N-dimethyl-4-(morpholin-4-yldiazenyl)benzenesulfonamide",C12H18N4O3S,298.1099614,,298.1099616,exposurepred,,NA,NA,NA,NA,NA,1,0.551428461,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1918,299.11714-178.6,259,299.11714,178.6,62.5,65,8.333333333,-2.5,1233.698722,2401.794596,194.6824255,118.7076312,NA,615.9128318,1495.206496,242.7626798,117.2683441,NA,9.02886899,31.27691965,346.4101615,0,NA,0.801945446,3,45251.39665,Unique,299.1172374,0.33,NN-dimethyl-4-(morpholin-4-yldiazenyl)benzenesulfonamide,C12H18N4O3S,298.10996,M+H,924.8057771,0.976298939,DTXSID00306453,DTXSID00306453,"N,N-dimethyl-4-(morpholin-4-yldiazenyl)benzenesulfonamide",,CN(C)S(=O)(=O)c1ccc(/N=N/N2CCOCC2)cc1,"N,N-dimethyl-4-(morpholin-4-yldiazenyl)benzenesulfonamide",C12H18N4O3S,298.1099614,,298.1099616,exposurepred,,NA,NA,NA,NA,NA,1,0.551428461,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1919,299.11741-186.5,259,299.11741,186.5,80.83333333,81.25,8.333333333,-0.416666667,2666.787398,3451.547736,129.4271804,1691.913317,NA,1492.335349,2330.948966,156.1947163,700.6295512,NA,18.28324797,63.33502882,346.4101615,0,NA,0.828627135,3,45251.39665,Unique,299.1172374,0.58,NN-dimethyl-4-(morpholin-4-yldiazenyl)benzenesulfonamide,C12H18N4O3S,298.10996,M+H,2079.561374,0.879187708,DTXSID00306453,DTXSID00306453,"N,N-dimethyl-4-(morpholin-4-yldiazenyl)benzenesulfonamide",,CN(C)S(=O)(=O)c1ccc(/N=N/N2CCOCC2)cc1,"N,N-dimethyl-4-(morpholin-4-yldiazenyl)benzenesulfonamide",C12H18N4O3S,298.1099614,,298.1099616,exposurepred,,NA,NA,NA,NA,NA,1,0.551428461,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,0,NA,0,NA,NA,NA,0,0,pos
1920,299.18371-544.2,5193,299.18371,544.2,99.16666667,87.5,25,11.66666667,23705.74363,33077.3976,139.533263,9699.262398,NA,22591.66774,29200.51491,129.2534718,10976.69597,NA,769.3435956,1771.71963,230.2897743,0,NA,1.079532031,3,23823.52941,Unique,299.1852999,5.31,Artemether,C16H26O5,298.17802,M+H,23148.70569,3.323484285,DTXSID7040651,DTXSID7040651,Artemether,,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,"(1R,4S,5R,8S,9R,10S,12R,13R)-10-methoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane",C16H26O5,298.1780239,,298.1780239,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.4781539,5.388118,3,NA,,0,NA,1,nurses1,1.613143572,0.370538411,4.353512411,2.17E-05,1,0,pos
1921,299.20066-512.9,2066,299.20066,512.9,100,86.25,25,13.75,8002.229555,6519.621209,81.47255917,6567.105723,5126.379433,5525.186639,5223.787399,94.5449944,5729.458264,NA,25.97562605,47.01115534,180.981799,0,NA,0.861733185,2,10,Multiple,299.2005561,0.35,Norethynodrel,C20H26O2,298.19328,M+H,6763.708097,0.384044162,DTXSID3021069,DTXSID3021069,Norethynodrel,3,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,"(8R,9S,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C20H26O2,298.1932801,,298.1932801,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.896521,5.605441,10,NA,,0,1,1,nurses1,2.013704253,0.379296534,5.309049975,3.00E-07,1,0,pos
1922,299.20066-512.9,6379,299.20066,512.9,100,86.25,25,13.75,8002.229555,6519.621209,81.47255917,6567.105723,5126.379433,5525.186639,5223.787399,94.5449944,5729.458264,NA,25.97562605,47.01115534,180.981799,0,NA,0.861733185,2,10,Multiple,299.2005561,0.35,Norethindrone,C20H26O2,298.19328,M+H,6763.708097,0.384044162,DTXSID9023380,DTXSID9023380,Norethindrone,3,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,"(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C20H26O2,298.1932801,,298.1932801,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-7.703684,7.168326,47,NA,,0,1,1,nurses1,2.013704253,0.379296534,5.309049975,3.00E-07,1,0,pos
1923,299.20074-529.5,2066,299.20074,529.5,100,87.5,33.33333333,12.5,18535.20572,19390.82008,104.6161578,12068.18654,11347.74246,14657.84293,14953.11152,102.0144069,11203.71172,NA,208.0357306,426.4504758,204.9890539,0,NA,1.02550376,2,10,Multiple,299.2005561,0.61,Norethynodrel,C20H26O2,298.19328,M+H,16596.52433,1.253489746,DTXSID3021069,DTXSID3021069,Norethynodrel,3,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,"(8R,9S,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C20H26O2,298.1932801,,298.1932801,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.896521,5.605441,10,NA,,0,1,1,nurses1,1.89193989,0.369242799,5.12383693,7.20E-07,1,0,pos
1924,299.20074-529.5,6379,299.20074,529.5,100,87.5,33.33333333,12.5,18535.20572,19390.82008,104.6161578,12068.18654,11347.74246,14657.84293,14953.11152,102.0144069,11203.71172,NA,208.0357306,426.4504758,204.9890539,0,NA,1.02550376,2,10,Multiple,299.2005561,0.61,Norethindrone,C20H26O2,298.19328,M+H,16596.52433,1.253489746,DTXSID9023380,DTXSID9023380,Norethindrone,3,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,"(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C20H26O2,298.1932801,,298.1932801,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-7.703684,7.168326,47,NA,,0,1,1,nurses1,1.89193989,0.369242799,5.12383693,7.20E-07,1,0,pos
1925,299.20095-750.6,2066,299.20095,750.6,98.33333333,87.5,66.66666667,10.83333333,31483.26517,44098.41504,140.0693823,9466.46471,NA,15404.66062,22045.27632,143.107835,10471.93747,NA,2882.249385,4465.976545,154.9476103,115.0021325,NA,0.978768089,2,10,Multiple,299.2005561,1.32,Norethynodrel,C20H26O2,298.19328,M+H,23443.9629,12.29420724,DTXSID3021069,DTXSID3021069,Norethynodrel,3,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,"(8R,9S,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",C20H26O2,298.1932801,,298.1932801,"VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.896521,5.605441,10,NA,,0,1,1,nurses1,2.102151054,0.373180776,5.63306362,6.16E-08,1,0,pos
