"","X","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","CASRN","name_original","formula_original","SMILES_original","SMILES_cleaned","name_cleaned","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI","cvNvOW","sd_avg_N","sdN_GE_sdavg","Drug_UCSF_cond","ERactive_AUC_cond","of_interest_all","of_int_sd","of_interest_sum","of_interest_cat"
"51",1108,"203.00199-193.9",4912,203.002,193.9,100,100,100,0,2466234,2369885,96.09326,1723785,1474694,2043799,1968598,96.32052,1283656,1327258,14345.54,5949.604,41.47355,16940.44,12864.24,1,9,"Multiple",203.0028,4.17,"4-(22-Dimethylpropyl)-3H-12-dithiole-3-thione","C8H12S3",204.01011,"M-H",2255017,0.6361611,"DTXSID70220051","DTXSID70220051","'6976-85-8","4-(2,2-Dimethylpropyl)-3H-1,2-dithiole-3-thione","C8H12S3","CC(C)(C)CC1=CSSC1=S","CC(C)(C)Cc1cssc1=S","4-(2,2-dimethylpropyl)dithiole-3-thione","C8H12S3",204.0101,"",204.0101139,"exposurepred","",NA,NA,NA,NA,NA,1,1.611796,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",0.997640585827402,643115.401519168,1,0,NA,0,1,1,1
"52",1141,"204.12364-167.4",6953,204.1236,167.4,100,100,50,0,243305.2,173853.7,71.45498,260857,122361.5,190299.9,166930.9,87.7199,217554.1,75311.19,760.797,1114.984,146.5548,71.28858,NA,1,9,"Multiple",204.1241,2.41,"Panthenol","C9H19NO4",205.13141,"M-H",216802.6,0.350917,"DTXSID3044598","DTXSID3044598","'16485-10-2","Panthenol","C9H19NO4","CC(C)(CO)C(O)C(=O)NCCCO","CC(C)(CO)C(O)C(=O)NCCCO","2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide","C9H19NO4",205.1314,"",205.1314081,"Disinfect ingredient list","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"nurses1",0.7000479,0.3508858,1.995087,0.0474329,1,0,"neg",0.814581183973078,643115.401519168,0,0,NA,1,0,1,1
"53",1151,"205.1232-384.1",3422,205.1232,384.1,100,96.25,50,3.75,18169.27,25506.43,140.3822,12763.73,12878.03,8946.684,9428.545,105.3859,6997.322,NA,92.38718,114.6155,124.0599,49.75289,NA,3,24300,"Multiple",205.1234,0.99,"Ibuprofen","C13H18O2",206.13068,"M-H",13557.98,0.681423,"DTXSID5020732","DTXSID5020732","'15687-27-1","Ibuprofen","C13H18O2","CC(C)CC1=CC=C(C=C1)C(C)C(O)=O","CC(C)Cc1ccc(C(C)C(=O)O)cc1","2-[4-(2-methylpropyl)phenyl]propanoic acid","C13H18O2",206.1307,"",206.1306798,"VBtoxcast, Drug","1",NA,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.982554,6.771949,8,NA,NA,0,0,"nurses1",1.51887,0.2778908,5.46571,1.405675e-07,1,0,"neg",1.33207763087851,643115.401519168,0,1,NA,1,0,1,1
"54",1194,"209.05874-262.1",6664,209.0587,262.1,100,100,41.66667,0,315451.3,1649173,522.7979,25080.78,27608.23,44979.31,112533.2,250.1888,22824.4,21548.2,78.6332,137.5737,174.9563,0,NA,3,25714.29,"Multiple",209.0593,2.69,"Sodiumbis(2-methylpropyl)phosphinodithioate","C8H19PS2",210.06658,"M-H",180215.3,0.04363292,"DTXSID9044798","DTXSID9044798","'13360-78-6","Sodium,bis(2-methylpropyl)phosphinodithioate","C8H19PS2","[Na+].CC(C)CP([S-])(=S)CC(C)C","CC(C)CP(=S)(S)CC(C)C","bis(2-methylpropyl)-sulfanyl-sulfanylidene-lambda5-phosphane","C8H19PS2",210.0666,"",210.06658,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,4.898812,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.885847,6.494942,12,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",2.08961352386678,643115.401519168,1,0,NA,0,1,1,1
"55",1229,"211.09696-1094.6",4146,211.097,1094.6,73.33333,51.25,33.33333,22.08333,2479.353,2420.524,97.62727,1867.345,NA,1057.214,2206.216,208.6821,91.00804,NA,154.3152,374.9012,242.9451,0,NA,2,10,"Multiple",211.0989,9.29,"2-AMINO-34-DIMETHYLIMIDAZO(45-F)QUINOLINE(MEIQ)","C12H12N4",212.1062,"M-H",1768.283,8.726835,"DTXSID6020800","DTXSID6020800","'77094-11-2","2-AMINO-3,4-DIMETHYLIMIDAZO(4,5-F)QUINOLINE,(MEIQ)","C12H12N4","CC1=CC2=C(C=CC=N2)C3=C1N(C(=N3)N)C","Cc1cc2ncccc2c2nc(N)n(C)c12","3,4-dimethylimidazo[4,5-f]quinolin-2-amine","C12H12N4",212.1062,"",212.106196,"MC","",NA,NA,NA,NA,NA,NA,NA,1,"Heterocyclic amine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"nurses1",3.208958,0.6334815,5.065591,9.445255e-07,1,0,"neg",0.467827714978908,643115.401519168,0,0,NA,1,0,1,1
"56",1234,"211.0972-521.9",4146,211.0972,521.9,100,100,83.33333,0,6259.462,6152.623,98.29316,3772.224,4328.235,3935.982,4208.303,106.9188,2790.799,2679.785,419.0645,367.9508,87.80291,361.0228,NA,2,10,"Multiple",211.0989,8.15,"2-AMINO-34-DIMETHYLIMIDAZO(45-F)QUINOLINE(MEIQ)","C12H12N4",212.1062,"M-H",5097.722,8.220622,"DTXSID6020800","DTXSID6020800","'77094-11-2","2-AMINO-3,4-DIMETHYLIMIDAZO(4,5-F)QUINOLINE,(MEIQ)","C12H12N4","CC1=CC2=C(C=CC=N2)C3=C1N(C(=N3)N)C","Cc1cc2ncccc2c2nc(N)n(C)c12","3,4-dimethylimidazo[4,5-f]quinolin-2-amine","C12H12N4",212.1062,"",212.106196,"MC","",NA,NA,NA,NA,NA,NA,NA,1,"Heterocyclic amine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"nurses1",0.6747157,0.135927,4.963808,1.508898e-06,1,0,"neg",0.919325319775381,643115.401519168,0,0,NA,1,0,1,1
"57",1316,"219.17528-763.4",3700,219.1753,763.4,83.33333,76.25,0,7.083333,4406.782,5256.723,119.2871,2171.463,NA,2668.108,4228.457,158.4815,634.8857,NA,0,0,NA,0,NA,2,10,"Multiple",219.1754,0.73,"4-Nonylphenol","C15H24O",220.18272,"M-H",3537.445,0,"DTXSID5033836","DTXSID5033836","'104-40-5","4-Nonylphenol","C15H24O","CCCCCCCCCC1=CC=C(O)C=C1","CCCCCCCCCc1ccc(O)cc1","4-nonylphenol","C15H24O",220.1827,"",220.1827154,"VBtoxcast, MGDev","",NA,NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,1,-2.206112,20.8708,4,NA,NA,0,0,"nurses1",1.537336,0.5794605,2.653047,0.00863775,1,0,"neg",0.752687853156362,643115.401519168,0,0,NA,1,0,1,1
"58",1318,"219.17528-763.4",1359,219.1753,763.4,83.33333,76.25,0,7.083333,4406.782,5256.723,119.2871,2171.463,NA,2668.108,4228.457,158.4815,634.8857,NA,0,0,NA,0,NA,2,10,"Multiple",219.1754,0.73,"Butylatedhydroxytoluene","C15H24O",220.18272,"M-H",3537.445,0,"DTXSID2020216","DTXSID2020216","'128-37-0","Butylated,hydroxytoluene","C15H24O","CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C","Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1","2,6-ditert-butyl-4-methylphenol","C15H24O",220.1827,"",220.1827154,"VBtoxcast, pellizzari","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.037942,9.450162,6,NA,1,0,0,"nurses1",1.537336,0.5794605,2.653047,0.00863775,1,0,"neg",0.752687853156362,643115.401519168,0,0,NA,1,0,1,1
"59",1353,"225.14911-503",6952,225.1491,503,100,100,100,0,27908.48,25389.94,90.97569,24799.29,22088.71,28868.8,59584.66,206.3981,15675.74,16429.57,7767.105,5544.846,71.38884,9516.223,5913.068,3,24300,"Multiple",225.1496,2.26,"Cyclopentaneaceticacid3-oxo-2-pentyl-methylester(1R2R)-","C13H22O3",226.15689,"M-H",28388.64,27.3599,"DTXSID80883873","DTXSID80883873","'2630-39-9","Cyclopentaneacetic,acid,,3-oxo-2-pentyl,-,methyl,ester,,(1R,2R)-","C13H22O3","CCCCC[C@@H]1[C@@H](CC(=O)OC)CCC1=O","CCCCC[C@H]1C(=O)CC[C@@H]1CC(=O)OC","methyl 2-[(1R,2R)-3-oxo-2-pentylcyclopentyl]acetate","C13H22O3",226.1569,"",226.1568946,"Disinfect ingredient list","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"nurses1",0.4330113,0.156378,2.769004,0.006168363,1,0,"neg",0.440777749407577,643115.401519168,0,0,NA,1,0,1,1
"60",1354,"225.14911-503",1611,225.1491,503,100,100,100,0,27908.48,25389.94,90.97569,24799.29,22088.71,28868.8,59584.66,206.3981,15675.74,16429.57,7767.105,5544.846,71.38884,9516.223,5913.068,3,24300,"Multiple",225.1496,2.26,"Methyldihydrojasmonate","C13H22O3",226.15689,"M-H",28388.64,27.3599,"DTXSID2029325","DTXSID2029325","'24851-98-7","Methyl,dihydrojasmonate","C13H22O3","CCCCCC1C(CC(=O)OC)CCC1=O","CCCCCC1C(=O)CCC1CC(=O)OC","methyl 2-(3-oxo-2-pentylcyclopentyl)acetate","C13H22O3",226.1569,"",226.1568946,"E2Up, exposurepred, Vbtoxcast, Disinfect ingredient list","",NA,1,NA,NA,NA,1,0.1255955,NA,"",NA,NA,NA,1,3,NA,NA,NA,1,-0.4447084,6.634979,2,NA,NA,0,0,"nurses1",0.4330113,0.156378,2.769004,0.006168363,1,0,"neg",0.440777749407577,643115.401519168,0,0,NA,1,0,1,1
"61",1356,"225.18613-776.1",3766,225.1861,776.1,100,100,100,0,2922861,3250437,111.2074,1860844,1810155,2488429,2345039,94.23773,1941987,1707767,16108.2,7420.488,46.06654,18439.35,14336.08,3,26213.59,"Multiple",225.186,0.56,"9-Tetradecenoicacid(9Z)-","C14H26O2",226.19328,"M-H",2705645,0.5953551,"DTXSID5041568","DTXSID5041568","'544-64-9","9-Tetradecenoic,acid,,(9Z)-","C14H26O2","CCCC\\C=C/CCCCCCCC(O)=O","CCCC/C=C\CCCCCCCC(=O)O","(Z)-tetradec-9-enoic acid","C14H26O2",226.1933,"",226.1932801,"exposurepred","",NA,NA,NA,NA,NA,1,1.701647,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.18007299199588,643115.401519168,1,0,NA,0,1,1,1
"62",1357,"225.18613-776.1",5055,225.1861,776.1,100,100,100,0,2922861,3250437,111.2074,1860844,1810155,2488429,2345039,94.23773,1941987,1707767,16108.2,7420.488,46.06654,18439.35,14336.08,3,26213.59,"Multiple",225.186,0.56,"2479-Tetramethyl-5-decyne-47-diol","C14H26O2",226.19328,"M-H",2705645,0.5953551,"DTXSID7027041","DTXSID7027041","'126-86-3","2,4,7,9-Tetramethyl-5-decyne-4,7-diol","C14H26O2","CC(C)CC(C)(O)C#CC(C)(O)CC(C)C","CC(C)CC(C)(O)C#CC(C)(O)CC(C)C","2,4,7,9-tetramethyldec-5-yne-4,7-diol","C14H26O2",226.1933,"",226.1932801,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.5361199,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-8.005418,6.243772,9,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.18007299199588,643115.401519168,1,0,NA,0,1,1,1
"63",1366,"227.20182-851.7",1061,227.2018,851.7,100,100,100,0,24468188,17166242,70.15739,19776509,19485481,26144593,14845077,56.78068,23759079,21954377,542426.6,330241.6,60.88225,384678.9,471242.2,3,54000,"Multiple",227.2017,0.73,"Potassiummyristate","C14H28O2",228.20893,"M-H",25306390,2.143437,"DTXSID1042318","DTXSID1042318","'13429-27-1","Potassium,myristate","C14H28O2","[K+].CCCCCCCCCCCCCC([O-])=O","CCCCCCCCCCCCCC(=O)O","tetradecanoic acid","C14H28O2",228.2089,"",228.2089301,"exposurepred","",NA,NA,NA,NA,NA,1,10.5095,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.23558559002816,643115.401519168,1,0,NA,0,1,1,1
"64",1367,"227.20182-851.7",3790,227.2018,851.7,100,100,100,0,24468188,17166242,70.15739,19776509,19485481,26144593,14845077,56.78068,23759079,21954377,542426.6,330241.6,60.88225,384678.9,471242.2,3,54000,"Multiple",227.2017,0.73,"Tetradecanoicacidsodiumsalt","C14H28O2",228.20893,"M-H",25306390,2.143437,"DTXSID5042455","DTXSID5042455","'822-12-8","Tetradecanoic,acid,,sodium,salt","C14H28O2","[Na+].CCCCCCCCCCCCCC([O-])=O","CCCCCCCCCCCCCC(=O)O","tetradecanoic acid","C14H28O2",228.2089,"",228.2089301,"exposurepred","",NA,NA,NA,NA,NA,1,25.30499,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.23558559002816,643115.401519168,1,0,NA,0,1,1,1
"65",1368,"227.20182-851.7",4176,227.2018,851.7,100,100,100,0,24468188,17166242,70.15739,19776509,19485481,26144593,14845077,56.78068,23759079,21954377,542426.6,330241.6,60.88225,384678.9,471242.2,3,54000,"Multiple",227.2017,0.73,"Tetradecanoicacid","C14H28O2",228.20893,"M-H",25306390,2.143437,"DTXSID6021666","DTXSID6021666","'544-63-8","Tetradecanoic,acid","C14H28O2","CCCCCCCCCCCCCC(O)=O","CCCCCCCCCCCCCC(=O)O","tetradecanoic acid","C14H28O2",228.2089,"",228.2089301,"exposurepred","",NA,NA,NA,NA,NA,1,0.4207834,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.23558559002816,643115.401519168,1,0,NA,0,1,1,1
"66",1370,"227.20182-851.7",6914,227.2018,851.7,100,100,100,0,24468188,17166242,70.15739,19776509,19485481,26144593,14845077,56.78068,23759079,21954377,542426.6,330241.6,60.88225,384678.9,471242.2,3,54000,"Multiple",227.2017,0.73,"Tetradecanoicacidlithiumsalt","C14H28O2",228.20893,"M-H",25306390,2.143437,"DTXSID9066596","DTXSID9066596","'20336-96-3","Tetradecanoic,acid,,lithium,salt","C14H28O2","[Li+].CCCCCCCCCCCCCC([O-])=O","CCCCCCCCCCCCCC(=O)O","tetradecanoic acid","C14H28O2",228.2089,"",228.2089301,"exposurepred","",NA,NA,NA,NA,NA,1,7.0162,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.23558559002816,643115.401519168,1,0,NA,0,1,1,1
"67",1392,"231.077-363.2",3440,231.077,363.2,100,97.5,83.33333,2.5,3627.079,3080.887,84.94126,2904.936,2675.936,2930.497,3607.52,123.1027,1775.035,NA,875.58,667.4168,76.22567,862.9915,NA,2,10,"Multiple",231.0775,2.23,"Phenobarbital","C12H12N2O3",232.08479,"M-H",3278.788,26.70438,"DTXSID5021122","DTXSID5021122","'50-06-6","Phenobarbital","C12H12N2O3","CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1","CCC1(c2ccccc2)C(=O)NC(=O)NC1=O","5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione","C12H12N2O3",232.0848,"",232.0847923,"VBtoxcast, Drug","1",NA,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.517335,16.03441,4,NA,NA,0,0,"nurses1",0.7982781,0.2420989,3.297322,0.001160944,1,0,"neg",0.690003224949575,643115.401519168,0,1,NA,1,0,1,1
"68",1394,"231.07777-178",3440,231.0778,178,97.5,96.25,16.66667,1.25,7821.106,7402.557,94.64847,4583.214,NA,7443.228,19775.69,265.687,3051.643,NA,232.206,550.3417,237.0059,0,NA,2,10,"Multiple",231.0775,1.1,"Phenobarbital","C12H12N2O3",232.08479,"M-H",7632.167,3.042464,"DTXSID5021122","DTXSID5021122","'50-06-6","Phenobarbital","C12H12N2O3","CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1","CCC1(c2ccccc2)C(=O)NC(=O)NC1=O","5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione","C12H12N2O3",232.0848,"",232.0847923,"VBtoxcast, Drug","1",NA,0,0,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.517335,16.03441,4,NA,NA,0,0,"nurses1",0.6414713,0.2947423,2.176381,0.03073485,1,0,"neg",0.356240501040698,643115.401519168,0,1,NA,1,0,1,1
"69",1426,"241.2175-899.5",1279,241.2175,899.5,100,100,100,0,3706626,2255536,60.85145,3304647,3100063,3763655,2136464,56.76568,3319314,3205061,247996.8,133869.8,53.98044,196183.8,217622.3,3,46956.52,"Multiple",241.2173,0.81,"(Ethoxymethoxy)cyclododecane","C15H30O2",242.22458,"M-H",3735140,6.639558,"DTXSID1052248","DTXSID1052248","'58567-11-6","(Ethoxymethoxy)cyclododecane","C15H30O2","CCOCOC1CCCCCCCCCCC1","CCOCOC1CCCCCCCCCCC1","ethoxymethoxycyclododecane","C15H30O2",242.2246,"",242.2245802,"exposurepred","",NA,NA,NA,NA,NA,1,0.2771207,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.07197606018284,643115.401519168,1,0,NA,0,1,1,1
"70",1427,"241.2175-899.5",1428,241.2175,899.5,100,100,100,0,3706626,2255536,60.85145,3304647,3100063,3763655,2136464,56.76568,3319314,3205061,247996.8,133869.8,53.98044,196183.8,217622.3,3,46956.52,"Multiple",241.2173,0.81,"Pentadecanoicacid","C15H30O2",242.22458,"M-H",3735140,6.639558,"DTXSID2021652","DTXSID2021652","'1002-84-2","Pentadecanoic,acid","C15H30O2","CCCCCCCCCCCCCCC(O)=O","CCCCCCCCCCCCCCC(=O)O","pentadecanoic acid","C15H30O2",242.2246,"",242.2245802,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,7.429716,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.147601,5.971894,3,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.07197606018284,643115.401519168,1,0,NA,0,1,1,1
"71",1428,"241.2175-899.5",2420,241.2175,899.5,100,100,100,0,3706626,2255536,60.85145,3304647,3100063,3763655,2136464,56.76568,3319314,3205061,247996.8,133869.8,53.98044,196183.8,217622.3,3,46956.52,"Multiple",241.2173,0.81,"IsopropylLaurate","C15H30O2",242.22458,"M-H",3735140,6.639558,"DTXSID3041904","DTXSID3041904","'10233-13-3","Isopropyl,Laurate","C15H30O2","CCCCCCCCCCCC(=O)OC(C)C","CCCCCCCCCCCC(=O)OC(C)C","propan-2-yl dodecanoate","C15H30O2",242.2246,"",242.2245802,"exposurepred","",NA,NA,NA,NA,NA,1,3.201434,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.07197606018284,643115.401519168,1,0,NA,0,1,1,1
"72",1429,"241.2175-899.5",2643,241.2175,899.5,100,100,100,0,3706626,2255536,60.85145,3304647,3100063,3763655,2136464,56.76568,3319314,3205061,247996.8,133869.8,53.98044,196183.8,217622.3,3,46956.52,"Multiple",241.2173,0.81,"2468-Tetramethylnonylacetate","C15H30O2",242.22458,"M-H",3735140,6.639558,"DTXSID3052432","DTXSID3052432","'68922-14-5","2,4,6,8-Tetramethylnonyl,acetate","C15H30O2","CC(C)CC(C)CC(C)CC(C)COC(C)=O","CC(=O)OCC(C)CC(C)CC(C)CC(C)C","2,4,6,8-tetramethylnonyl acetate","C15H30O2",242.2246,"",242.2245802,"exposurepred","",NA,NA,NA,NA,NA,1,0.2657025,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.07197606018284,643115.401519168,1,0,NA,0,1,1,1
"73",1430,"241.2175-899.5",3620,241.2175,899.5,100,100,100,0,3706626,2255536,60.85145,3304647,3100063,3763655,2136464,56.76568,3319314,3205061,247996.8,133869.8,53.98044,196183.8,217622.3,3,46956.52,"Multiple",241.2173,0.81,"Methyltetradecanoate","C15H30O2",242.22458,"M-H",3735140,6.639558,"DTXSID5027019","DTXSID5027019","'124-10-7","Methyl,tetradecanoate","C15H30O2","CCCCCCCCCCCCCC(=O)OC","CCCCCCCCCCCCCC(=O)OC","methyl tetradecanoate","C15H30O2",242.2246,"",242.2245802,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,1.241886,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.186389,3.80849,1,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"neg",1.07197606018284,643115.401519168,1,0,NA,0,1,1,1
"74",1440,"245.07958-385.1",4825,245.0796,385.1,98.33333,96.25,50,2.083333,5011.071,5025.749,100.2929,4571.121,NA,4593.938,3069.063,66.8068,3977.914,NA,137.5144,162.1908,117.9446,54.56856,NA,2,10,"Multiple",245.0819,9.6,"Diallylphthalate","C14H14O4",246.08921,"M-H",4802.504,2.86339,"DTXSID7020392","DTXSID7020392","'131-17-9","Diallyl,phthalate","C14H14O4","C=CCOC(=O)C1=C(C=CC=C1)C(=O)OCC=C","C=CCOC(=O)c1ccccc1C(=O)OCC=C","bis(prop-2-enyl) benzene-1,2-dicarboxylate","C14H14O4",246.0892,"",246.0892089,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.1073514,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.856274,5.469449,13,NA,NA,1,0,NA,NA,NA,NA,NA,0,0,"neg",1.50123789793853,643115.401519168,0,0,NA,1,0,1,1
"75",1441,"245.07958-385.1",5442,245.0796,385.1,98.33333,96.25,50,2.083333,5011.071,5025.749,100.2929,4571.121,NA,4593.938,3069.063,66.8068,3977.914,NA,137.5144,162.1908,117.9446,54.56856,NA,2,10,"Multiple",245.0819,9.6,"Diallylisophthalate","C14H14O4",246.08921,"M-H",4802.504,2.86339,"DTXSID7051559","DTXSID7051559","'1087-21-4","Diallyl,isophthalate","C14H14O4","C=CCOC(=O)C1=CC(=CC=C1)C(=O)OCC=C","C=CCOC(=O)c1cccc(C(=O)OCC=C)c1","bis(prop-2-enyl) benzene-1,3-dicarboxylate","C14H14O4",246.0892,"",246.0892089,"exposurepred","",NA,NA,NA,NA,NA,1,1.007645,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,0,0,"neg",1.50123789793853,643115.401519168,0,0,NA,1,0,1,1
"76",1442,"245.08138-296",5442,245.0814,296,99.16667,100,50,-0.8333333,15964.07,45811.37,286.9654,6553.217,NA,8181.577,25021.27,305.8246,3958.569,3630.525,300.5982,559.6376,186.1746,55.47377,NA,2,10,"Multiple",245.0819,2.26,"Diallylisophthalate","C14H14O4",246.08921,"M-H",12072.83,2.489874,"DTXSID7051559","DTXSID7051559","'1087-21-4","Diallyl,isophthalate","C14H14O4","C=CCOC(=O)C1=CC(=CC=C1)C(=O)OCC=C","C=CCOC(=O)c1cccc(C(=O)OCC=C)c1","bis(prop-2-enyl) benzene-1,3-dicarboxylate","C14H14O4",246.0892,"",246.0892089,"exposurepred","",NA,NA,NA,NA,NA,1,1.007645,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"nurses1",0.7409198,0.2479569,2.9881,0.003169939,1,0,"neg",0.938333279925814,643115.401519168,0,0,NA,1,0,1,1
"77",1443,"245.08138-296",4825,245.0814,296,99.16667,100,50,-0.8333333,15964.07,45811.37,286.9654,6553.217,NA,8181.577,25021.27,305.8246,3958.569,3630.525,300.5982,559.6376,186.1746,55.47377,NA,2,10,"Multiple",245.0819,2.26,"Diallylphthalate","C14H14O4",246.08921,"M-H",12072.83,2.489874,"DTXSID7020392","DTXSID7020392","'131-17-9","Diallyl,phthalate","C14H14O4","C=CCOC(=O)C1=C(C=CC=C1)C(=O)OCC=C","C=CCOC(=O)c1ccccc1C(=O)OCC=C","bis(prop-2-enyl) benzene-1,2-dicarboxylate","C14H14O4",246.0892,"",246.0892089,"exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.1073514,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.856274,5.469449,13,NA,NA,1,0,"nurses1",0.7409198,0.2479569,2.9881,0.003169939,1,0,"neg",0.938333279925814,643115.401519168,0,0,NA,1,0,1,1
"78",1466,"249.11287-362.7",1710,249.1129,362.7,100,100,100,0,259397,1286129,495.8151,18335.95,23613.8,513933.6,1837643,357.5644,17253.4,24452.2,2618.595,1011.568,38.63018,2542.999,2448.344,3,17880.79,"Multiple",249.1132,1.46,"Diisopropylphthalate","C14H18O4",250.12051,"M-H",386665.3,0.6772252,"DTXSID2040731","DTXSID2040731","'605-45-8","Diisopropyl,phthalate","C14H18O4","CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C","CC(C)OC(=O)c1ccccc1C(=O)OC(C)C","dipropan-2-yl benzene-1,2-dicarboxylate","C14H18O4",250.1205,"",250.1205091,"VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.3952158,5.413255,2,NA,NA,1,0,NA,NA,NA,NA,NA,0,0,"neg",1.38664559447193,643115.401519168,1,0,NA,1,0,1,1
