"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","name_cleaned.x","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","name_original","SMILES_cleaned","name_cleaned.y","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"1576","258.11051-47.3",440,258.11051,47.3,100,100,100,0,607924.861334367,968603.408790914,159.329461648414,27065.2889798668,36834.7732409283,593248.957656988,862066.545757287,145.312778830996,67116.1933495162,51723.8171804196,16034.9365545309,23843.5838039615,148.697712166651,2069.7982727327,4627.8715663015,3,37500,"Unique",258.1084466,7.99,"Benserazidehydrochloride","C10H16ClN3O5","257.10117","M+H",600586.909495678,2.66987779803521,"DTXSID0045412","DTXSID0045412","Benserazide,hydrochloride","NC(CO)C(=O)NNCc1ccc(O)c(O)c1O","2-amino-3-hydroxy-N'-[(2,3,4-trihydroxyphenyl)methyl]propanehydrazide","C10H16ClN3O5",257.1011706,"","293.0778483","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.034113004,16.71758346,1,NA,"",0,NA,"0","nurses1",-0.300259672063355,0.128689877723932,-2.33320349178882,0.0206620968785823,"0","0","pos"
"1577","259.0946-162.7",3247,259.0946,162.7,100,96.25,16.6666666666667,3.75,54024.1943755081,214631.808569101,397.288309525267,3985.31611936303,5486.21790450044,12248.1485556771,38038.7645955518,310.567465953216,2430.43757550789,NA,464.871938087579,1088.37984487311,234.124660083928,0,NA,3,611.320754716981,"Multiple",259.0964849,7.27,"(24-dimethoxyphenyl)(4-hydroxyphenyl)methanone","C15H14O4","258.08921","M+H",33136.1714655926,1.40291384769748,"DTXSID4047886","DTXSID4047886","(2,4-dimethoxyphenyl)(4-hydroxyphenyl)methanone","COc1ccc(C(=O)c2cccc(O)c2)c(OC)c1","(2,4-dimethoxyphenyl)-(3-hydroxyphenyl)methanone","C15H14O4",258.0892089,"","258.0892089","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.425913,16.03613,4,NA,"",0,NA,"0","nurses1",1.46511675054177,0.364498158935575,4.0195449952896,8.34073877911349e-05,"1","0","pos"
"1578","259.0946-162.7",3024,259.0946,162.7,100,96.25,16.6666666666667,3.75,54024.1943755081,214631.808569101,397.288309525267,3985.31611936303,5486.21790450044,12248.1485556771,38038.7645955518,310.567465953216,2430.43757550789,NA,464.871938087579,1088.37984487311,234.124660083928,0,NA,3,611.320754716981,"Multiple",259.0964849,7.27,"Yangonin","C15H14O4","258.08921","M+H",33136.1714655926,1.40291384769748,"DTXSID4034102","DTXSID4034102","Yangonin","COc1ccc(/C=C/c2cc(OC)cc(=O)o2)cc1","4-methoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]pyran-2-one","C15H14O4",258.0892089,"","258.0892089","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.202024104,3.961803933,8,NA,"",0,NA,"0","nurses1",1.46511675054177,0.364498158935575,4.0195449952896,8.34073877911349e-05,"1","0","pos"
"1579","259.09472-168.5",3024,259.09472,168.5,99.1666666666667,97.5,16.6666666666667,1.66666666666667,35519.5494198458,155285.971157314,437.184518648628,3322.14414206314,NA,5668.04357483844,11471.1640855931,202.383131571462,2307.20219920378,NA,62.8790819226724,155.863783230133,247.878592473426,0,NA,3,611.320754716981,"Multiple",259.0964849,6.81,"Yangonin","C15H14O4","258.08921","M+H",20593.7964973421,0.305330209176282,"DTXSID4034102","DTXSID4034102","Yangonin","COc1ccc(/C=C/c2cc(OC)cc(=O)o2)cc1","4-methoxy-6-[(E)-2-(4-methoxyphenyl)ethenyl]pyran-2-one","C15H14O4",258.0892089,"","258.0892089","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.202024104,3.961803933,8,NA,"",0,NA,"0","nurses1",1.03938251266624,0.340154019693319,3.05562319564338,0.00256207001597539,"1","0","pos"
"1580","259.09472-168.5",3247,259.09472,168.5,99.1666666666667,97.5,16.6666666666667,1.66666666666667,35519.5494198458,155285.971157314,437.184518648628,3322.14414206314,NA,5668.04357483844,11471.1640855931,202.383131571462,2307.20219920378,NA,62.8790819226724,155.863783230133,247.878592473426,0,NA,3,611.320754716981,"Multiple",259.0964849,6.81,"(24-dimethoxyphenyl)(4-hydroxyphenyl)methanone","C15H14O4","258.08921","M+H",20593.7964973421,0.305330209176282,"DTXSID4047886","DTXSID4047886","(2,4-dimethoxyphenyl)(4-hydroxyphenyl)methanone","COc1ccc(C(=O)c2cccc(O)c2)c(OC)c1","(2,4-dimethoxyphenyl)-(3-hydroxyphenyl)methanone","C15H14O4",258.0892089,"","258.0892089","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.425913,16.03613,4,NA,"",0,NA,"0","nurses1",1.03938251266624,0.340154019693319,3.05562319564338,0.00256207001597539,"1","0","pos"
"1581","259.10692-144.8",3567,259.10692,144.8,69.1666666666667,62.5,16.6666666666667,6.66666666666667,9224.17866572909,45270.8991238294,490.785150248942,1435.43865033252,NA,12744.0014650871,53761.0892426133,421.854072991868,124.805545851488,NA,672.391814598082,1577.51445112205,234.612381779959,0,NA,2,10,"Unique",259.1077183,3.08,"44-Dimethoxyazoxybenzene","C14H14N2O3","258.10044","M+H",10984.0900654081,6.12150674834348,"DTXSID5024554","DTXSID5024554","4,4'-Dimethoxyazoxybenzene","COc1ccc(N=[N+]([O-])c2ccc(OC)cc2)cc1","(4-methoxyphenyl)-(4-methoxyphenyl)imino-oxidoazanium","C14H14N2O3",258.1004423,"","258.1004423","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.817452231,9.78180374,15,NA,"",0,NA,"0","nurses1",1.10447137181661,0.588598619872139,1.8764423403788,0.0620961208106966,"1","0","pos"
"1582","259.10898-215.3",3567,259.10898,215.3,100,100,100,0,8688.14805039179,6463.99194922157,74.4001127942344,6627.68899062602,6790.44142801593,6799.14853139874,6680.53639589779,98.2554854486089,5688.23503636259,5321.03991188213,895.114460037415,751.330226230454,83.9367767781396,515.408786291411,655.767333046012,2,10,"Unique",259.1077183,4.87,"44-Dimethoxyazoxybenzene","C14H14N2O3","258.10044","M+H",7743.64829089526,11.5593377489763,"DTXSID5024554","DTXSID5024554","4,4'-Dimethoxyazoxybenzene","COc1ccc(N=[N+]([O-])c2ccc(OC)cc2)cc1","(4-methoxyphenyl)-(4-methoxyphenyl)imino-oxidoazanium","C14H14N2O3",258.1004423,"","258.1004423","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.817452231,9.78180374,15,NA,"",0,NA,"0","nurses1",0.348078640506791,0.130277860287459,2.6718172968051,0.00818559081923739,"1","0","pos"
"1583","259.20597-817.5",5214,259.20597,817.5,97.5,100,100,-2.5,30645.0360991834,49333.9049800089,160.984979167062,4519.85065195377,NA,16548.0741358815,22371.3769866097,135.190214903023,5208.22429134389,5074.92482126286,2267.43935888686,2968.59852694775,130.922951271566,871.777092945074,1118.78440856526,2,10,"Multiple",259.2056415,1.27,"6-Acetyl-112447-hexamethyltetralin","C18H26O","258.19837","M+H",23596.5551175324,9.6091965441266,"DTXSID7041544","DTXSID7041544","6-Acetyl-1,1,2,4,4,7-hexamethyltetralin","CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C","1-(3,5,5,6,8,8-hexamethyl-6,7-dihydronaphthalen-2-yl)ethanone","C18H26O",258.1983655,"","258.1983655","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.810450093,10.19716552,8,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"1584","259.20597-817.5",5775,259.20597,817.5,97.5,100,100,-2.5,30645.0360991834,49333.9049800089,160.984979167062,4519.85065195377,NA,16548.0741358815,22371.3769866097,135.190214903023,5208.22429134389,5074.92482126286,2267.43935888686,2968.59852694775,130.922951271566,871.777092945074,1118.78440856526,2,10,"Multiple",259.2056415,1.27,"Cyclopentag-2-benzopyran134678-hexahydro-466788-hexamethyl-","C18H26O","258.19837","M+H",23596.5551175324,9.6091965441266,"DTXSID8027373","DTXSID8027373","Cyclopenta[g]-2-benzopyran,,1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-","CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C","4,6,6,7,8,8-hexamethyl-1,3,4,7-tetrahydrocyclopenta[g]isochromene","C18H26O",258.1983655,"","258.1983655","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.276036732,2.32956339,1,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"1585","259.20605-882.2",5214,259.20605,882.2,74.1666666666667,78.75,66.6666666666667,-4.58333333333333,8400.6446412363,16080.7894136423,191.423278812515,731.86100166751,NA,5022.49399685781,10117.7947586487,201.449613777113,931.212600213234,NA,7622.31288496746,17323.5092637843,227.273657290418,159.238479516862,NA,2,10,"Multiple",259.2056415,1.58,"6-Acetyl-112447-hexamethyltetralin","C18H26O","258.19837","M+H",6711.56931904705,113.569755784772,"DTXSID7041544","DTXSID7041544","6-Acetyl-1,1,2,4,4,7-hexamethyltetralin","CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C","1-(3,5,5,6,8,8-hexamethyl-6,7-dihydronaphthalen-2-yl)ethanone","C18H26O",258.1983655,"","258.1983655","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.810450093,10.19716552,8,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"1586","259.20605-882.2",5775,259.20605,882.2,74.1666666666667,78.75,66.6666666666667,-4.58333333333333,8400.6446412363,16080.7894136423,191.423278812515,731.86100166751,NA,5022.49399685781,10117.7947586487,201.449613777113,931.212600213234,NA,7622.31288496746,17323.5092637843,227.273657290418,159.238479516862,NA,2,10,"Multiple",259.2056415,1.58,"Cyclopentag-2-benzopyran134678-hexahydro-466788-hexamethyl-","C18H26O","258.19837","M+H",6711.56931904705,113.569755784772,"DTXSID8027373","DTXSID8027373","Cyclopenta[g]-2-benzopyran,,1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-","CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C","4,6,6,7,8,8-hexamethyl-1,3,4,7-tetrahydrocyclopenta[g]isochromene","C18H26O",258.1983655,"","258.1983655","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.276036732,2.32956339,1,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"1587","260.08743-226.2",6021,260.08743,226.2,92.5,85,100,7.5,1760.94579212518,1386.56337687203,78.7396967625375,1459.66972025057,NA,1652.00161846181,1637.8878034909,99.1456536837989,1154.00720982638,NA,2580.16765252453,1893.84153174984,73.3999408874393,2057.72492244123,1931.77836621636,2,10,"Unique",260.0877111,1.08,"Mizoribine","C9H13N3O6","259.08044","M+H",1706.47370529349,151.198793425345,"DTXSID8045777","DTXSID8045777","Mizoribine","NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O","1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-hydroxyimidazole-4-carboxamide","C9H13N3O6",259.0804351,"","259.0804352","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.545949565,4.980487162,1,NA,"",0,NA,"0","nurses1",1.06392577565042,0.466934106342729,2.27853515345804,0.0237840733342217,"1","0","pos"
"1588","260.08956-291.8",6021,260.08956,291.8,100,100,100,0,11767.4670299642,9143.77973968502,77.7038908747451,10257.7742071152,9205.22363378122,12442.7885791495,12361.8824576831,99.3497750046001,11843.9400868836,8731.47364064789,23394.2871376022,23408.7472264317,100.061810341749,16163.2981814804,15041.5516834564,2,10,"Unique",260.0877111,7.11,"Mizoribine","C9H13N3O6","259.08044","M+H",12105.1278045569,193.259315517475,"DTXSID8045777","DTXSID8045777","Mizoribine","NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O","1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-hydroxyimidazole-4-carboxamide","C9H13N3O6",259.0804351,"","259.0804352","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.545949565,4.980487162,1,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"1589","260.09024-310.2",6021,260.09024,310.2,74.1666666666667,70,33.3333333333333,4.16666666666667,1552.42737217734,1791.44844721043,115.396602721443,1071.34511810303,NA,1825.41148476833,2316.92421424205,126.926133289673,312.778628288268,NA,820.984530967711,1660.88257029466,202.303759406641,0,NA,2,10,"Unique",260.0877111,9.72,"Mizoribine","C9H13N3O6","259.08044","M+H",1688.91942847283,48.6100471773285,"DTXSID8045777","DTXSID8045777","Mizoribine","NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O","1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-hydroxyimidazole-4-carboxamide","C9H13N3O6",259.0804351,"","259.0804352","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.545949565,4.980487162,1,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"1590","260.22214-626.2",2426,260.22214,626.2,5.83333333333333,6.25,0,-0.416666666666667,29.0502303100251,137.167432338032,472.173304218853,0,NA,38.0865012153373,173.225788998488,454.822006408744,0,NA,0,0,NA,0,NA,2,479.289940828403,"Unique",260.2220198,0.46,"NN-Bis(2-hydroxyethyl)decanamide","C14H29NO3","259.21474","M+H",33.5683657626812,0,"DTXSID3042184","DTXSID3042184","N,N-Bis(2-hydroxyethyl)decanamide","CCCCCCCCCC(=O)N(CCO)CCO","N,N-bis(2-hydroxyethyl)decanamide","C14H29NO3",259.2147438,"","259.2147438","exposurepred","",NA,NA,NA,NA,NA,1,0.801729017,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"1591","260.22229-633.1",2426,260.22229,633.1,5.83333333333333,11.25,25,-5.41666666666667,29.9283464254976,146.331589756001,488.93977527383,0,NA,89.3435671918269,436.677701133102,488.762330471454,0,NA,44.158550105969,97.5112646069412,220.820802252202,0,NA,2,479.289940828403,"Unique",260.2220198,1.04,"NN-Bis(2-hydroxyethyl)decanamide","C14H29NO3","259.21474","M+H",59.6359568086622,74.0468543963311,"DTXSID3042184","DTXSID3042184","N,N-Bis(2-hydroxyethyl)decanamide","CCCCCCCCCC(=O)N(CCO)CCO","N,N-bis(2-hydroxyethyl)decanamide","C14H29NO3",259.2147438,"","259.2147438","exposurepred","",NA,NA,NA,NA,NA,1,0.801729017,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"1592","260.22231-630.5",2426,260.22231,630.5,5.83333333333333,10,16.6666666666667,-4.16666666666667,28.0418457469721,135.326341570993,482.587140632871,0,NA,55.682784065941,253.632304337757,455.495012672855,0,NA,16.9007636063673,39.4728939301913,233.556866716484,0,NA,2,479.289940828403,"Unique",260.2220198,1.12,"NN-Bis(2-hydroxyethyl)decanamide","C14H29NO3","259.21474","M+H",41.8623149064566,40.3722623656454,"DTXSID3042184","DTXSID3042184","N,N-Bis(2-hydroxyethyl)decanamide","CCCCCCCCCC(=O)N(CCO)CCO","N,N-bis(2-hydroxyethyl)decanamide","C14H29NO3",259.2147438,"","259.2147438","exposurepred","",NA,NA,NA,NA,NA,1,0.801729017,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"1593","261.04056-204.7",7401,261.04056,204.7,100,97.5,100,2.5,50416.142072714,84445.0251803053,167.496007644758,7776.13687006714,15134.2899045462,56614.6391382485,74614.7814908338,131.794148344972,8796.73782017032,NA,8904.6267614747,5714.26302299875,64.1718420778863,12237.0690283463,5126.07281310409,3,26470.5882352941,"Unique",261.0427351,8.33,"","C10H12O6S","260.03546","M+H",53515.3906054813,16.6393754408337,"DTXSID4022527-BTMR0197","MTX427","","CCCOC(=O)c1ccc(OS(=O)(=O)O)cc1","propyl 4-sulfooxybenzoate","C10H12O6S",260.0354591,"DTXSID4022527","","metabolite","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"0",NA,0,NA,NA,NA,"0","1","pos"
"1594","261.18916-271",4078,261.18916,271,100,100,83.3333333333333,0,32053.2010008433,25593.0939612006,79.8456727006057,26056.979692668,20102.4804658359,37407.5375097179,33738.6189954344,90.1920341232556,32746.5957057753,22350.7942708099,5763.09111748437,11933.3341485374,207.064818259308,882.200443201767,NA,3,27000,"Unique",261.1882771,3.38,"2-Mercaptoethyllaurate","C14H28O2S","260.181","M+H",34730.3692552806,16.5938089374276,"DTXSID5069415","DTXSID5069415","2-Mercaptoethyl,laurate","CCCCCCCCCCCC(=O)OCCS","2-sulfanylethyl dodecanoate","C14H28O2S",260.1810011,"","260.1810013","exposurepred","",NA,NA,NA,NA,NA,1,1.210107047,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"1595","262.17819-556.6",1842,262.17819,556.6,99.1666666666667,92.5,100,6.66666666666667,3516.56149666321,2339.53072128036,66.5289295665749,3095.44058182055,NA,4419.05537840973,4031.21584142916,91.2234741642876,3192.55654979864,NA,5365.50360774688,6258.95152810741,116.651706637016,1759.55010515236,2204.82991245209,2,10,"Unique",262.180155,7.49,"Piperocainehydrochloride","C16H24ClNO2","261.17288","M+H",3967.80843753647,135.225873229863,"DTXSID2046709","DTXSID2046709","Piperocaine,hydrochloride","CC1CCCCN1CCCOC(=O)c1ccccc1","3-(2-methylpiperidin-1-yl)propyl benzoate","C16H24ClNO2",261.172879,"","297.1495567","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.581391403,2.836215446,1,NA,"",0,NA,"0","nurses1",0.647537550550013,0.248486729862061,2.60592407051061,0.00987361648393379,"1","0","pos"
"1596","262.18076-711.1",1842,262.18076,711.1,45.8333333333333,52.5,33.3333333333333,-6.66666666666667,425.442792571214,744.560768310274,175.008433874372,0,NA,1185.19922997365,3342.47881372858,282.018307909541,100.985843112946,NA,246.114470026232,458.856617864518,186.440325030711,0,NA,2,10,"Unique",262.180155,2.31,"Piperocainehydrochloride","C16H24ClNO2","261.17288","M+H",805.32101127243,30.5610392106079,"DTXSID2046709","DTXSID2046709","Piperocaine,hydrochloride","CC1CCCCN1CCCOC(=O)c1ccccc1","3-(2-methylpiperidin-1-yl)propyl benzoate","C16H24ClNO2",261.172879,"","297.1495567","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.581391403,2.836215446,1,NA,"",0,NA,"0","nurses1",-0.865626155254608,0.315363680606527,-2.74485049638495,0.00662243743949267,"0","0","pos"
"1597","262.98153-82.7",389,262.98153,82.7,74.1666666666667,66.25,100,7.91666666666667,35703.7025308072,50825.3360242069,142.353124246293,4465.58164776252,NA,30565.2166950208,47944.1751472078,156.858613585481,1643.06417035241,NA,263587.095748845,192317.33970576,72.9615913705453,277402.770437332,158378.546942309,2,10,"Unique",262.9807249,3.06,"2-(TRIFLUOROMETHOXY)ETHYLTRIFLUOROMETHANESULFONATE","C4H4F6O4S","261.97345","M+H",33134.459612914,795.50745305082,"DTXSID00442840","DTXSID00442840","2-(TRIFLUOROMETHOXY)ETHYL,TRIFLUOROMETHANESULFONATE","O=S(=O)(OCCOC(F)(F)F)C(F)(F)F","2-(trifluoromethoxy)ethyl trifluoromethanesulfonate","C4H4F6O4S",261.9734489,"","261.9734488","PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",0.709462941162278,0.352017975899864,2.01541679611297,0.045240905905677,"1","0","pos"
"1598","262.98156-151.3",389,262.98156,151.3,100,100,100,0,53267.8914237082,13291.1164254431,24.9514596320731,52959.6586950803,51664.6131828888,49847.5526409131,12566.9244776536,25.2107150940428,46944.5190791973,48426.594711993,101599.197410751,49384.2556188742,48.606934776483,119901.864297504,83936.0848327029,2,10,"Unique",262.9807249,3.18,"2-(TRIFLUOROMETHOXY)ETHYLTRIFLUOROMETHANESULFONATE","C4H4F6O4S","261.97345","M+H",51557.7220323106,197.059127917018,"DTXSID00442840","DTXSID00442840","2-(TRIFLUOROMETHOXY)ETHYL,TRIFLUOROMETHANESULFONATE","O=S(=O)(OCCOC(F)(F)F)C(F)(F)F","2-(trifluoromethoxy)ethyl trifluoromethanesulfonate","C4H4F6O4S",261.9734489,"","261.9734488","PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",0.101444558747696,0.0295817483914332,3.42929557122033,0.000739135905969795,"1","0","pos"
"1599","262.98161-109.8",389,262.98161,109.8,100,100,100,0,106130.200386148,58236.8381158579,54.8730124921718,84551.2357734908,90229.1813200766,95868.5814809019,54095.4065934634,56.4266266985914,76180.2688434937,81892.4575107864,128921.754158424,63041.9032439058,48.8993526774677,143788.043209396,101465.311523432,2,10,"Multiple",262.9807249,3.37,"2-(TRIFLUOROMETHOXY)ETHYLTRIFLUOROMETHANESULFONATE","C4H4F6O4S","261.97345","M+H",100999.390933525,127.64607089886,"DTXSID00442840","DTXSID00442840","2-(TRIFLUOROMETHOXY)ETHYL,TRIFLUOROMETHANESULFONATE","O=S(=O)(OCCOC(F)(F)F)C(F)(F)F","2-(trifluoromethoxy)ethyl trifluoromethanesulfonate","C4H4F6O4S",261.9734489,"","261.9734488","PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0","nurses1",0.102453767397208,0.0472162530460786,2.16988347841204,0.0312310883317017,"1","0","pos"
"1600","262.98161-181.8",389,262.98161,181.8,100,100,100,0,47438.6099379602,12084.419145059,25.4738053262162,43541.4172249992,46146.9054207994,47678.1520961452,12446.7290563454,26.1057287439455,44283.6453580627,46168.832170745,79705.3994557528,36195.8443095213,45.4120355166338,92775.8165764206,68842.7007505936,2,10,"Multiple",262.9807249,3.37,"2-(TRIFLUOROMETHOXY)ETHYLTRIFLUOROMETHANESULFONATE","C4H4F6O4S","261.97345","M+H",47558.3810170527,167.594854474069,"DTXSID00442840","DTXSID00442840","2-(TRIFLUOROMETHOXY)ETHYL,TRIFLUOROMETHANESULFONATE","O=S(=O)(OCCOC(F)(F)F)C(F)(F)F","2-(trifluoromethoxy)ethyl trifluoromethanesulfonate","C4H4F6O4S",261.9734489,"","261.9734488","PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"1601","262.98166-207.6",389,262.98166,207.6,100,100,100,0,59800.5679697656,17835.3235741342,29.824672540153,53477.1684291646,57603.3019466065,61895.8888382655,19674.3113629544,31.7861359328139,57730.4637401733,58657.4082495087,93159.1608498448,42318.9858648294,45.4265425737783,110811.522815462,80799.7957903073,2,10,"Unique",262.9807249,3.56,"2-(TRIFLUOROMETHOXY)ETHYLTRIFLUOROMETHANESULFONATE","C4H4F6O4S","261.97345","M+H",60848.2284040155,153.100859783942,"DTXSID00442840","DTXSID00442840","2-(TRIFLUOROMETHOXY)ETHYL,TRIFLUOROMETHANESULFONATE","O=S(=O)(OCCOC(F)(F)F)C(F)(F)F","2-(trifluoromethoxy)ethyl trifluoromethanesulfonate","C4H4F6O4S",261.9734489,"","261.9734488","PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"1602","262.98182-290.9",389,262.98182,290.9,100,100,100,0,49116.8661151648,13365.6771258974,27.2119908761256,49989.2986815433,47041.3470120187,50374.3806993254,16254.6710839908,32.267733832822,53018.8416077749,46191.2523560988,59071.3195564251,25355.9072701532,42.9242269523592,71508.9881463182,52376.9598078757,2,10,"Unique",262.9807249,4.16,"2-(TRIFLUOROMETHOXY)ETHYLTRIFLUOROMETHANESULFONATE","C4H4F6O4S","261.97345","M+H",49745.6234072451,118.746767073024,"DTXSID00442840","DTXSID00442840","2-(TRIFLUOROMETHOXY)ETHYL,TRIFLUOROMETHANESULFONATE","O=S(=O)(OCCOC(F)(F)F)C(F)(F)F","2-(trifluoromethoxy)ethyl trifluoromethanesulfonate","C4H4F6O4S",261.9734489,"","261.9734488","PFAS","0",NA,0,0,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"0",NA,0,NA,NA,NA,"0","0","pos"
"1603","263.05639-565.6",1819,263.05639,565.6,100,100,100,0,9972.00828743721,12379.2683250188,124.14017285379,5220.07041081895,5019.72445264894,24460.3550240289,88305.9709620364,361.016718176363,5401.8338448631,7269.55019364038,93908.6859059553,107828.705056498,114.822930399093,54828.2730651219,19938.0994231496,3,25961.5384615385,"Unique",263.0581813,6.81,"Clonixin","C13H11ClN2O2","262.05091","M+H",17216.1816557331,545.46755943809,"DTXSID2046121","DTXSID2046121","Clonixin","Cc1c(Cl)cccc1Nc1ncccc1C(=O)O","2-(3-chloro-2-methylanilino)pyridine-3-carboxylic acid","C13H11ClN2O2",262.0509053,"","262.0509053","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.40710335,3.660678568,1,NA,"",0,NA,"0","nurses1",-0.448105646820138,0.134059009635944,-3.34260000903357,0.000995860593386792,"0","0","pos"
