"","parent_id","DB_name","is_metab","DTXSID","name_original","name_cleaned","formula","formula_cleaned","Molweight_cleaned","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin"
"2865",NA,"DTXSID4021898",0,"DTXSID4021898","1-Methylpiperazine","1-methylpiperazine","C5H12N2","C5H12N2","100.100048","exposurepred","","","","","","","1","1.069742457","","","","","","","","","","","","","","","",""
"2866",NA,"DTXSID4021929",0,"DTXSID4021929","1-Bromohexane","1-bromohexane","C6H13Br","C6H13Br","164.020063","exposurepred","","","","","","","1","0.198651542","","","","","","","","","","","","","","","",""
"2867",NA,"DTXSID4021973",0,"DTXSID4021973","2-Chloro-4-nitroaniline","2-chloro-4-nitroaniline","C6H5ClN2O2","C6H5ClN2O2","172.003955","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.076743677","4.583740698","5","",""
"2868",NA,"DTXSID4021975",0,"DTXSID4021975","Diphenylamine,,Diphenylamine,,Diphenylamine,,Diphenylamine","N-phenylaniline","C12H11N, C12H11N, C12H11N, C12H11N","C12H11N, C12H11N, C12H11N, C12H11N","169.089149","E2Up, pesticidemammarytumors, VBtoxcast, pellizzari","","","","","","","","","","","","","","1","2","","","1","1","-3.882280715","9.444010703","12","","1"
"2869",NA,"DTXSID4021977",0,"DTXSID4021977","4-Ethylphenol","4-ethylphenol","C8H10O","C8H10O","122.073165","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.039340889","4.409855297","8","",""
"2870",NA,"DTXSID4022020",0,"DTXSID4022020","Bromacil","5-bromo-3-butan-2-yl-6-methyl-1H-pyrimidine-2,4-dione","C9H13BrN2O2","C9H13BrN2O2","260.01604","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.177011477","8.436772635","8","",""
"2871",NA,"DTXSID4022070",0,"DTXSID4022070","2-Tridecanone","tridecan-2-one","C13H26O","C13H26O","198.198365","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.913263785","15.15510376","5","",""
"2872",NA,"DTXSID4022109",0,"DTXSID4022109","gamma-Decanolactone,,gamma-Decanolactone","5-hexyloxolan-2-one","C10H18O2, C10H18O2","C10H18O2, C10H18O2","170.13068","exposurepred, VBtoxcast","","","","","","","1","0.138560811","","","","","","","","","","","1","-0.1246487","2.950942","1","",""
"2873",NA,"DTXSID4022153",0,"DTXSID4022153","Tetrabutyltin","tetrabutylstannane","C16H36Sn","C16H36Sn","348.183896","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.571658505","20.26575714","22","",""
"2874",NA,"DTXSID4022288",0,"DTXSID4022288","4-Hexyloxyaniline","4-hexoxyaniline","C12H19NO","C12H19NO","193.146664","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.179640579","14.19218646","2","",""
"2875",NA,"DTXSID4022311",0,"DTXSID4022311","Formononetin","7-hydroxy-3-(4-methoxyphenyl)chromen-4-one","C16H12O4","C16H12O4","268.073559","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.302189325","11.8831961","16","",""
"2876",NA,"DTXSID4022313",0,"DTXSID4022313","o,p'-DDE","1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene","C14H8Cl4","C14H8Cl4","315.938011","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.876375376","23.54891105","7","",""
"2877",NA,"DTXSID4022315",0,"DTXSID4022315","Zearalanol","(4S,8R)-8,16,18-trihydroxy-4-methyl-3-oxabicyclo[12.4.0]octadeca-1(14),15,17-trien-2-one","C18H26O5","C18H26O5","322.178024","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.972542081","7.722200526","15","",""
"2878",NA,"DTXSID4022361",0,"DTXSID4022361","Vinclozolin,,Vinclozolin","3-(3,5-dichlorophenyl)-5-ethenyl-5-methyl-1,3-oxazolidine-2,4-dione","C12H9Cl2NO3, C12H9Cl2NO3","C12H9Cl2NO3, C12H9Cl2NO3","284.995949","ERactive, VBtoxcast","","","","","","","","","","","","1","0","","","","","","1","-2.706056053","5.893787659","16","",""
"2879",NA,"DTXSID4022367",0,"DTXSID4022367","Estrone,,Estrone,,ESTRONE","(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one","C18H22O2, C18H22O2, C18H22O2","C18H22O2, C18H22O2, C18H22O2","270.16198","ERactive, VBtoxcast, MC","","","","","","","","","1","Hormone or EDC","","1","0.807","","","","","","1","-5.596072009","13.10334899","63","",""
"2880",NA,"DTXSID4022369",0,"DTXSID4022369","Fulvestrant,,Fulvestrant,,Fulvestrant","(7R,8R,9S,13S,14S,17S)-13-methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol","C32H47F5O3S, C32H47F5O3S, C32H47F5O3S","C32H47F5O3S, C32H47F5O3S, C32H47F5O3S","606.316607","ERactive, VBtoxcast, MGDev","","","","","","","","","","","1","1","0","","","","","","1","-6.038797079","22.47999783","37","",""
"2881",NA,"DTXSID4022442",0,"DTXSID4022442","Bisphenol,B,,Bisphenol,B,,Bisphenol,B","4-[2-(4-hydroxyphenyl)butan-2-yl]phenol","C16H18O2, C16H18O2, C16H18O2","C16H18O2, C16H18O2, C16H18O2","242.13068","ERactive, VBtoxcast, pellizzari","","","","","","","","","","","","1","0.491","","","","","","1","-4.2663","9.375373","45","","1"
"2882",NA,"DTXSID4022446",0,"DTXSID4022446","2,2'-Bisphenol,F","2-[(2-hydroxyphenyl)methyl]phenol","C13H12O2","C13H12O2","200.08373","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.841438032","5.962027479","10","",""
"2883",NA,"DTXSID4022448",0,"DTXSID4022448","Metolachlor,,Metolachlor","2-chloro-N-(2-ethyl-6-methylphenyl)-N-(1-methoxypropan-2-yl)acetamide","C15H22ClNO2, C15H22ClNO2","C15H22ClNO2, C15H22ClNO2","283.133907","VBtoxcast, pellizzari","","","","","","","","","","","","","","","","","","","1","-8.180808277","6.867505777","27","","1"
"2884",NA,"DTXSID4022523",0,"DTXSID4022523","Heptylparaben","heptyl 4-hydroxybenzoate","C14H20O3","C14H20O3","236.141244","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.406093513","17.1113089","5","",""
"2885",NA,"DTXSID4022525",0,"DTXSID4022525","2-Ethylhexylparaben,,2-Ethylhexylparaben","2-ethylhexyl 4-hydroxybenzoate","C15H22O3, C15H22O3","C15H22O3, C15H22O3","250.156895","ERactive, VBtoxcast","","","","","","","","","","","","1","0.37","","","","","","1","-2.142094487","17.98334945","16","",""
"2886",NA,"DTXSID4022527",0,"DTXSID4022527","Propylparaben,,Propylparaben,,Propylparaben","propyl 4-hydroxybenzoate","C10H12O3, C10H12O3, C10H12O3","C10H12O3, C10H12O3, C10H12O3","180.078644","ERactive, P4Up, Vbtoxcast, Disinfect ingredient list","","","1","","","","","","","","","1","0.205","","","1","2","","1","-0.4820318","12.33425","3","",""
"2887",NA,"DTXSID4022529",0,"DTXSID4022529","Methylparaben,,Methylparaben,,Methylparaben","methyl 4-hydroxybenzoate","C8H8O3, C8H8O3, C8H8O3","C8H8O3, C8H8O3, C8H8O3","152.047344","E2Up, P4Up, Vbtoxcast, Disinfect ingredient list","","","1","","","","","","","","","","","1","3","1","2","","1","-5.036044","4.56192","7","",""
"2888",NA,"DTXSID4022573",0,"DTXSID4022573","ALLOPURINOL","1,5-dihydropyrazolo[3,4-d]pyrimidin-4-one","C5H4N4O","C5H4N4O","136.038511","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"2889",NA,"DTXSID4022577",0,"DTXSID4022577","ALPRAZOLAM","8-chloro-1-methyl-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine","C17H13ClN4","C17H13ClN4","308.082874","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"2890",NA,"DTXSID4022579",0,"DTXSID4022579","Hexamethylmelamine","2-N,2-N,4-N,4-N,6-N,6-N-hexamethyl-1,3,5-triazine-2,4,6-triamine","C9H18N6","C9H18N6","210.159295","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.998777636","1.587450196","4","",""
"2891",NA,"DTXSID4022602",0,"DTXSID4022602","Ampicillin,,AMPICILLIN","(2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","C16H19N3O4S, C16H19N3O4S","C16H19N3O4S, C16H19N3O4S","349.109627","VBtoxcast, Drug","1","","0","0","","0","","","","","","","","","","","","","1","-4.322414","4.252178","2","",""
"2892",NA,"DTXSID4022604",0,"DTXSID4022604","AMSACRINE","N-[4-(acridin-9-ylamino)-3-methoxyphenyl]methanesulfonamide","C21H19N3O3S","C21H19N3O3S","393.114712","MC","","","","","","","","","1","","","","","","","","","","","","","","",""
"2893",NA,"DTXSID4022652",0,"DTXSID4022652","Benzbromarone","(3,5-dibromo-4-hydroxyphenyl)-(2-ethyl-1-benzofuran-3-yl)methanone","C17H12Br2O3","C17H12Br2O3","421.915318","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.577387967","5.254677351","2","",""
"2894",NA,"DTXSID4022731",0,"DTXSID4022731","Carbamazepine,,Carbamazepine,,CARBAMAZEPINE","benzo[b][1]benzazepine-11-carboxamide","C15H12N2O, C15H12N2O, C15H12N2O","C15H12N2O, C15H12N2O, C15H12N2O","236.094963","ERactive, VBtoxcast, Drug","1","","0","0","","0","","","","","","1","0","","","","","","1","-2.588710989","5.043922966","5","",""
"2895",NA,"DTXSID4022735",0,"DTXSID4022735","Carbidopa","(2S)-3-(3,4-dihydroxyphenyl)-2-hydrazinyl-2-methylpropanoic acid","C10H14N2O4","C10H14N2O4","226.095357","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.447998653","4.557401889","1","",""
"2896",NA,"DTXSID4022783",0,"DTXSID4022783","Cephalothin","(6R,7R)-3-(acetyloxymethyl)-8-oxo-7-[(2-thiophen-2-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","C16H16N2O6S2","C16H16N2O6S2","396.044978","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.639345973","5.295827131","3","",""
"2897",NA,"DTXSID4022787",0,"DTXSID4022787","CETIRIZINE","2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid","C21H25ClN2O3","C21H25ClN2O3","388.15537","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"2898",NA,"DTXSID4022810",0,"DTXSID4022810","Chlorprothixene","(3E)-3-(2-chlorothioxanthen-9-ylidene)-N,N-dimethylpropan-1-amine","C18H18ClNS","C18H18ClNS","315.084848","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.263519567","12.60753948","3","",""
"2899",NA,"DTXSID4022812",0,"DTXSID4022812","Chlorthalidone","2-chloro-5-(1-hydroxy-3-oxo-2H-isoindol-1-yl)benzenesulfonamide","C14H11ClN2O4S","C14H11ClN2O4S","338.012806","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.589807","2.370493","1","",""
"2900",NA,"DTXSID4022816",0,"DTXSID4022816","C.I.,Direct,Red,28","4-amino-3-[[4-[4-[(1-amino-4-sulfonatonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]naphthalene-1-sulfonate","C32H22N6Na2O6S2","C32H22N6Na2O6S2","650.105322","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.118518557","7.583946349","8","",""
"2901",NA,"DTXSID4022866",0,"DTXSID4022866","Cyclofenil","[4-[(4-acetyloxyphenyl)-cyclohexylidenemethyl]phenyl] acetate","C23H24O4","C23H24O4","364.167459","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.747066187","4.854059729","4","",""
"2902",NA,"DTXSID4022947",0,"DTXSID4022947","Dinoprostone","(Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxocyclopentyl]hept-5-enoic acid","C20H32O5","C20H32O5","352.224974","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.695714575","4.198388374","11","",""
"2903",NA,"DTXSID4022949",0,"DTXSID4022949","DIPHENHYDRAMINE","2-benzhydryloxy-N,N-dimethylethanamine","C17H21NO","C17H21NO","255.162314","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"2904",NA,"DTXSID4022991",0,"DTXSID4022991","Erythromycin,,ERYTHROMYCIN","(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione","C37H67NO13, C37H67NO13","C37H67NO13, C37H67NO13","733.461241","VBtoxcast, Drug","1","","0","0","","0","","","","","","","","","","","","","1","-0.601306354","3.862815748","2","",""
"2905",NA,"DTXSID4022995",0,"DTXSID4022995","ESMOLOL","methyl 3-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]propanoate","C16H25NO4","C16H25NO4","295.178358","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"2906",NA,"DTXSID4022999",0,"DTXSID4022999","Estradiol,cypionate","[(8R,9S,13S,14S,17S)-3-hydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl] 3-cyclopentylpropanoate","C26H36O3","C26H36O3","396.266445","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.909898709","24.25833382","20","",""
"2907",NA,"DTXSID4023042",0,"DTXSID4023042","Felodipine","5-O-ethyl 3-O-methyl 4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate","C18H19Cl2NO4","C18H19Cl2NO4","383.069113","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.1912719","7.726925","3","",""
"2908",NA,"DTXSID4023094",0,"DTXSID4023094","Gestrinone","(8S,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,14,15,16-octahydrocyclopenta[a]phenanthren-3-one","C21H24O2","C21H24O2","308.17763","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-4.538156515","33.8771983","29","",""
"2909",NA,"DTXSID4023096",0,"DTXSID4023096","Gliquidone","1-cyclohexyl-3-[4-[2-(7-methoxy-4,4-dimethyl-1,3-dioxoisoquinolin-2-yl)ethyl]phenyl]sulfonylurea","C27H33N3O6S","C27H33N3O6S","527.209007","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.443936255","12.04700221","2","",""
"2910",NA,"DTXSID4023129",0,"DTXSID4023129","HYDRALAZINE","phthalazin-1-ylhydrazine","C8H8N4","C8H8N4","160.074896","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"2911",NA,"DTXSID4023175",0,"DTXSID4023175","Isoproterenol","4-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,2-diol","C11H17NO3","C11H17NO3","211.120843","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.431692","3.926561","5","",""
"2912",NA,"DTXSID4023177",0,"DTXSID4023177","13-cis,Retinoic,acid","(2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid","C20H28O2","C20H28O2","300.20893","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.945607558","9.641780711","17","",""
"2913",NA,"DTXSID4023179",0,"DTXSID4023179","Isradipine","3-O-methyl 5-O-propan-2-yl 4-(2,1,3-benzoxadiazol-4-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate","C19H21N3O5","C19H21N3O5","371.148121","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.7157718","4.492784","4","",""
"2914",NA,"DTXSID4023200",0,"DTXSID4023200","Lansoprazole,,LANSOPRAZOLE","2-[[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methylsulfinyl]-1H-benzimidazole","C16H14F3N3O2S, C16H14F3N3O2S","C16H14F3N3O2S, C16H14F3N3O2S","369.075882","VBtoxcast, Drug","1","","0","0","","0","","","","","","","","","","","","","1","-1.217220394","6.119008159","6","",""
"2915",NA,"DTXSID4023202",0,"DTXSID4023202","Letrozole","4-[(4-cyanophenyl)-(1,2,4-triazol-1-yl)methyl]benzonitrile","C17H11N5","C17H11N5","285.101445","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.684136388","5.281265444","4","",""
"2916",NA,"DTXSID4023252",0,"DTXSID4023252","Mepenzolate,bromide","(1,1-dimethylpiperidin-1-ium-3-yl) 2-hydroxy-2,2-diphenylacetate","C21H26BrNO3","C21H26BrNO3","340.19072","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.506283","4.310616","3","",""
"2917",NA,"DTXSID40232883",0,"DTXSID40232883","Physodic,acid","3,9-dihydroxy-6-oxo-7-(2-oxoheptyl)-1-pentylbenzo[b][1,4]benzodioxepine-2-carboxylic acid","C26H30O8","C26H30O8","470.194068","exposurepred","","","","","","","1","0.24053453","","","","","","","","","","","","","","","",""
"2918",NA,"DTXSID4023333",0,"DTXSID4023333","Mometasone,furoate","[(8S,9R,10S,11S,13S,14S,16R,17R)-9-chloro-17-(2-chloroacetyl)-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] furan-2-carboxylate","C27H30Cl2O6","C27H30Cl2O6","520.141944","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-8.799868","21.59159","16","",""
"2919",NA,"DTXSID4023381",0,"DTXSID4023381","Norethindrone,acetate","[(8R,9S,10R,13S,14S,17R)-17-ethynyl-13-methyl-3-oxo-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-yl] acetate","C22H28O3","C22H28O3","340.203845","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.936018211","4.281249454","11","",""
"2920",NA,"DTXSID4023385",0,"DTXSID4023385","Noscapine","(3S)-6,7-dimethoxy-3-[(5R)-4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]-3H-2-benzofuran-1-one","C22H23NO7","C22H23NO7","413.147452","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.294686295","4.44399576","4","",""
"2921",NA,"DTXSID4023387",0,"DTXSID4023387","Nylidrin","4-[1-hydroxy-2-(4-phenylbutan-2-ylamino)propyl]phenol","C19H25NO2","C19H25NO2","299.188529","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.544619557","4.677093613","5","",""
"2922",NA,"DTXSID4023412",0,"DTXSID4023412","Oxytetracycline,dihydrate","(4S,4aR,5S,5aR,6S,12aR)-4-(dimethylamino)-1,5,6,10,11,12a-hexahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide","C22H28N2O11","C22H28N2O11","460.14818","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.026228844","7.800745806","15","",""
"2923",NA,"DTXSID4023414",0,"DTXSID4023414","Pamidronic,acid,,Pamidronic,acid","(3-amino-1-hydroxy-1-phosphonopropyl)phosphonic acid","C3H11NO7P2, C3H11NO7P2","C3H11NO7P2, C3H11NO7P2","235.001075","exposurepred, VBtoxcast","","","","","","","1","0.10231656","","","","","","","","","","","1","-5.118413853","2.677588513","4","",""
"2924",NA,"DTXSID4023416",0,"DTXSID4023416","PANTOPRAZOLE","6-(difluoromethoxy)-2-[(3,4-dimethoxypyridin-2-yl)methylsulfinyl]-1H-benzimidazole","C16H15F2N3O4S","C16H15F2N3O4S","383.075133","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"2925",NA,"DTXSID4023460",0,"DTXSID4023460","Phensuximide","1-methyl-3-phenylpyrrolidine-2,5-dione","C11H11NO2","C11H11NO2","189.078979","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.991066","8.114085","4","",""
"2926",NA,"DTXSID40235137",0,"DTXSID40235137","DIMETHOXYMETHYL((PERFLUOROHEXYL)ETHYL)SILANE","dimethoxy-methyl-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silane","C11H13F13O2Si","C11H13F13O2Si","452.047723","PFAS","0","","0","0","","1","","","","","","","","","","","","","","","","","",""
"2927",NA,"DTXSID4023541",0,"DTXSID4023541","Pyridoxine,,PYRIDOXINE","4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol","C8H11NO3, C8H11NO3","C8H11NO3, C8H11NO3","169.073893","VBtoxcast, Drug","1","","0","0","","0","","","","","","","","","","","","","1","-0.5162129","4.397594","4","",""
"2928",NA,"DTXSID4023549",0,"DTXSID4023549","Quinidine","(S)-[(2R,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol","C20H24N2O2","C20H24N2O2","324.183778","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.257818603","5.777519805","5","",""
"2929",NA,"DTXSID4023591",0,"DTXSID4023591","Sparteine","(1S,8R,10S,16S)-3,11-diazatetracyclo[8.6.1.03,8.011,16]heptadecane","C15H26N2","C15H26N2","234.209599","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.1241135","1.695275","1","",""
"2930",NA,"DTXSID4023624",0,"DTXSID4023624","Sulindac","2-[(3Z)-6-fluoro-2-methyl-3-[(4-methylsulfinylphenyl)methylidene]inden-1-yl]acetic acid","C20H17FO3S","C20H17FO3S","356.088244","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.342319105","5.00342501","12","",""
"2931",NA,"DTXSID4023628",0,"DTXSID4023628","SUMATRIPTAN","1-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-methylmethanesulfonamide","C14H21N3O2S","C14H21N3O2S","295.135448","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"2932",NA,"DTXSID4023672",0,"DTXSID4023672","Timepidium,bromide","3-(dithiophen-2-ylmethylidene)-5-methoxy-1,1-dimethylpiperidin-1-ium","C17H22BrNOS2","C17H22BrNOS2","320.113733","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.633258503","4.322061626","2","",""
"2933",NA,"DTXSID4023674",0,"DTXSID4023674","(S)-Timolol,,(S)-TIMOLOL","(2S)-1-(tert-butylamino)-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol","C13H24N4O3S, C13H24N4O3S","C13H24N4O3S, C13H24N4O3S","316.156912","VBtoxcast, Drug","1","","0","0","","0","","","","","","","","","","","","","1","-2.970007065","2.541991933","1","",""
"2934",NA,"DTXSID4023676",0,"DTXSID4023676","Tinidazole","1-(2-ethylsulfonylethyl)-2-methyl-5-nitroimidazole","C8H13N3O4S","C8H13N3O4S","247.062677","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.480377875","4.917037717","1","",""
"2935",NA,"DTXSID4023753",0,"DTXSID4023753","ZIPRASIDONE","5-[2-[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]ethyl]-6-chloro-1,3-dihydroindol-2-one","C21H21ClN4OS","C21H21ClN4OS","412.11246","Drug","1","","0","0","","0","","","","","","","","","","","","","","","","","",""
"2936",NA,"DTXSID40238643",0,"DTXSID40238643","Acetamide,,N-(8-hydroxy-1-pyrenyl)-","N-(8-hydroxypyren-1-yl)acetamide","C18H13NO2","C18H13NO2","275.094629","nitroPAH","","","","","","","","","","","","","","","","","","","","","","","1",""
"2937",NA,"DTXSID4024014",0,"DTXSID4024014","Dibromodichloromethane","dibromo(dichloro)methane","CBr2Cl2","CBr2Cl2","239.77438","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.361350564","2.604638688","1","",""
"2938",NA,"DTXSID4024018",0,"DTXSID4024018","Dicamba","3,6-dichloro-2-methoxybenzoic acid","C8H6Cl2O3","C8H6Cl2O3","219.969399","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.453592561","2.291573843","4","",""
"2939",NA,"DTXSID4024062",0,"DTXSID4024062","3,4-Dimethylphenol,,3,4-Dimethylphenol","3,4-dimethylphenol","C8H10O, C8H10O","C8H10O, C8H10O","122.073165","E2Up, VBtoxcast","","","","","","","","","","","","","","1","3","","","","1","-5.176758","4.269022","6","",""
"2940",NA,"DTXSID4024064",0,"DTXSID4024064","Dinex","2-cyclohexyl-4,6-dinitrophenol","C12H14N2O5","C12H14N2O5","266.090272","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.308566613","6.096100999","26","",""
"2941",NA,"DTXSID4024066",0,"DTXSID4024066","1,2-Dinitrobenzene","1,2-dinitrobenzene","C6H4N2O4","C6H4N2O4","168.017107","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.356177852","9.375372644","17","",""
"2942",NA,"DTXSID4024143",0,"DTXSID4024143","1,6-Diisocyanatohexane,,1,6-Diisocyanatohexane","1,6-diisocyanatohexane","C8H12N2O2, C8H12N2O2","C8H12N2O2, C8H12N2O2","168.089878","exposurepred, VBtoxcast","","","","","","","1","1.992598101","","","","","","","","","","","1","-0.6897982","4.235149","2","",""
"2943",NA,"DTXSID4024193",0,"DTXSID4024193","MCPB","4-(4-chloro-2-methylphenoxy)butanoic acid","C11H13ClO3","C11H13ClO3","228.055322","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-8.180808","3.441003","4","",""
"2944",NA,"DTXSID4024195",0,"DTXSID4024195","MCPA","2-(4-chloro-2-methylphenoxy)acetic acid","C9H9ClO3","C9H9ClO3","200.024022","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.66813","6.557481","3","",""
"2945",NA,"DTXSID4024270",0,"DTXSID4024270","Prochloraz","N-propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]imidazole-1-carboxamide","C15H16Cl3N3O2","C15H16Cl3N3O2","375.03081","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-3.723604","9.375373","80","",""
"2946",NA,"DTXSID4024272",0,"DTXSID4024272","Prometryn,,Prometryn","6-methylsulfanyl-2-N,4-N-di(propan-2-yl)-1,3,5-triazine-2,4-diamine","C10H19N5S, C10H19N5S","C10H19N5S, C10H19N5S","241.136117","E2Up, VBtoxcast","","","","","","","","","","","","","","1","1","","","","1","-2.641045","6.38421","17","",""
"2947",NA,"DTXSID4024274",0,"DTXSID4024274","Propachlor","2-chloro-N-phenyl-N-propan-2-ylacetamide","C11H14ClNO","C11H14ClNO","211.076392","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.333427339","18.48383441","14","",""
"2948",NA,"DTXSID4024276",0,"DTXSID4024276","Propargite","[2-(4-tert-butylphenoxy)cyclohexyl] prop-2-ynyl sulfite","C19H26O4S","C19H26O4S","350.15518","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.064502399","16.53421821","69","",""
