"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DF_high_N","parent_id","DB_name","name_original","SMILES_cleaned","name_cleaned","formula_cleaned","Molweight_cleaned","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","carcino","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"1130","193.15946-588.1",3293,193.15946,588.1,98.3333333333333,98.75,91.6666666666667,-0.416666666666671,1713.23730393684,1684.472279202,98.3210134014275,865.359128721087,NA,1619.04482894074,1441.27187261605,89.0198867167256,965.694717659637,NA,1382.06653360562,1509.86440826429,109.246868479281,568.504549061021,NA,2,10,"Multiple",193.159789,1.7,"C13H22O","194.16707","M-H",1666.14106643879,82.950151187357,"0","DTXSID4047200","DTXSID4047200","Dihydro-beta-ionone","CC(=O)CCC1=C(C)CCCC1(C)C","4-(2,6,6-trimethylcyclohexen-1-yl)butan-2-one","C13H22O","194.167065","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.070475441","4.470373403","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1131","193.15946-588.1",6258,193.15946,588.1,98.3333333333333,98.75,91.6666666666667,-0.416666666666671,1713.23730393684,1684.472279202,98.3210134014275,865.359128721087,NA,1619.04482894074,1441.27187261605,89.0198867167256,965.694717659637,NA,1382.06653360562,1509.86440826429,109.246868479281,568.504549061021,NA,2,10,"Multiple",193.159789,1.7,"C13H22O","194.16707","M-H",1666.14106643879,82.950151187357,"0","DTXSID8047422","DTXSID8047422","1-(5-Isopropyl-2-methyl-cyclohex-2-enyl)-propan-1-one","CCC(=O)C1CC(C(C)C)CC=C1C","1-(2-methyl-5-propan-2-ylcyclohex-2-en-1-yl)propan-1-one","C13H22O","194.167065","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.125161272","5.616292135","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1132","193.15955-481.3",772,193.15955,481.3,100,100,100,0,7546.09054109445,5477.09373367958,72.5818714187493,6134.68268932958,5797.53014905531,9199.19940043976,16225.9580831267,176.384458873139,4996.08385029831,5359.46266073066,4926.37734888967,2800.37023465135,56.8444119548111,4075.79758025561,4333.17980862549,2,10,"Multiple",193.159789,1.24,"C13H22O","194.16707","M-H",8372.64497076711,58.8389614762122,"0","DTXSID1021586","DTXSID1021586","6,10-Dimethyl-5,9-undecadiene-2-one","CC(=O)CCC=C(C)CCC=C(C)C","6,10-dimethylundeca-5,9-dien-2-one","C13H22O","194.167065","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.203478","6.073336","4","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1133","193.15955-481.3",2600,193.15955,481.3,100,100,100,0,7546.09054109445,5477.09373367958,72.5818714187493,6134.68268932958,5797.53014905531,9199.19940043976,16225.9580831267,176.384458873139,4996.08385029831,5359.46266073066,4926.37734888967,2800.37023465135,56.8444119548111,4075.79758025561,4333.17980862549,2,10,"Multiple",193.159789,1.24,"C13H22O","194.16707","M-H",8372.64497076711,58.8389614762122,"0","DTXSID3047055","DTXSID3047055","Theaspirane","CC1=CCCC(C)(C)C12CCC(C)O2","2,6,6,10-tetramethyl-1-oxaspiro[4.5]dec-9-ene","C13H22O","194.167065","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.546189258","4.902951464","4","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1134","193.15955-481.3",3293,193.15955,481.3,100,100,100,0,7546.09054109445,5477.09373367958,72.5818714187493,6134.68268932958,5797.53014905531,9199.19940043976,16225.9580831267,176.384458873139,4996.08385029831,5359.46266073066,4926.37734888967,2800.37023465135,56.8444119548111,4075.79758025561,4333.17980862549,2,10,"Multiple",193.159789,1.24,"C13H22O","194.16707","M-H",8372.64497076711,58.8389614762122,"0","DTXSID4047200","DTXSID4047200","Dihydro-beta-ionone","CC(=O)CCC1=C(C)CCCC1(C)C","4-(2,6,6-trimethylcyclohexen-1-yl)butan-2-one","C13H22O","194.167065","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.070475441","4.470373403","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1135","193.15955-481.3",6258,193.15955,481.3,100,100,100,0,7546.09054109445,5477.09373367958,72.5818714187493,6134.68268932958,5797.53014905531,9199.19940043976,16225.9580831267,176.384458873139,4996.08385029831,5359.46266073066,4926.37734888967,2800.37023465135,56.8444119548111,4075.79758025561,4333.17980862549,2,10,"Multiple",193.159789,1.24,"C13H22O","194.16707","M-H",8372.64497076711,58.8389614762122,"0","DTXSID8047422","DTXSID8047422","1-(5-Isopropyl-2-methyl-cyclohex-2-enyl)-propan-1-one","CCC(=O)C1CC(C(C)C)CC=C1C","1-(2-methyl-5-propan-2-ylcyclohex-2-en-1-yl)propan-1-one","C13H22O","194.167065","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.125161272","5.616292135","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1136","194.08211-633.4",4347,194.08211,633.4,100,100,100,0,71938.7771043536,43218.3747066271,60.0766046438835,59658.2902341795,59437.8866025485,71854.4876171036,42348.2404426142,58.9361108081077,60880.5969629412,59613.7282895086,59906.1384777995,26405.6646523775,44.0783955089396,71560.6603760227,52928.808966478,3,26213.5922330098,"Unique",194.082267,0.81,"C10H13NO3","195.08954","M-H",71896.6323607286,83.3225931601791,"0","DTXSID6023315","DTXSID6023315","Metyrosine","C[C@](N)(Cc1ccc(O)cc1)C(=O)O","(2S)-2-amino-3-(4-hydroxyphenyl)-2-methylpropanoic acid","C10H13NO3","195.089543","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.974336","2.662104","2","","","0",0,"nurses1",-0.0622275401214279,0.0219047241674446,-2.84082737795494,0.00498004306332169,"0","0","neg"
"1137","194.1184-92.7",410,194.1184,92.7,77.5,76.25,83.3333333333333,1.25,2662.4372467917,3982.18002248098,149.568972086745,668.937401547108,NA,3018.77569954319,4522.90593475258,149.825836197005,957.623244483921,NA,2007.98317630336,1630.18084403232,81.1849851766904,1741.47650427235,NA,2,10,"Multiple",194.118653,1.3,"C11H17NO2","195.12593","M-H",2840.60647316745,70.6885376510579,"0","DTXSID0044650","DTXSID0044650","2,2'-[(4-Methylphenyl)imino]diethanol","Cc1ccc(N(CCO)CCO)cc1","2-[N-(2-hydroxyethyl)-4-methylanilino]ethanol","C11H17NO2","195.125929","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.215080107","3.251360338","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1138","194.1184-92.7",1279,194.1184,92.7,77.5,76.25,83.3333333333333,1.25,2662.4372467917,3982.18002248098,149.568972086745,668.937401547108,NA,3018.77569954319,4522.90593475258,149.825836197005,957.623244483921,NA,2007.98317630336,1630.18084403232,81.1849851766904,1741.47650427235,NA,2,10,"Multiple",194.118653,1.3,"C11H18ClNO2","195.12593","M-H",2840.60647316745,70.6885376510579,"0","DTXSID1048887","DTXSID1048887","(2S)-1-(2,5-Dimethoxyphenyl)propan-2-amine,hydrogen,chloride,(1:1)","COc1ccc(OC)c(C[C@H](C)N)c1","(2S)-1-(2,5-dimethoxyphenyl)propan-2-amine","C11H18ClNO2","195.125929","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.234577333","5.379952282","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1139","194.1184-92.7",4836,194.1184,92.7,77.5,76.25,83.3333333333333,1.25,2662.4372467917,3982.18002248098,149.568972086745,668.937401547108,NA,3018.77569954319,4522.90593475258,149.825836197005,957.623244483921,NA,2007.98317630336,1630.18084403232,81.1849851766904,1741.47650427235,NA,2,10,"Multiple",194.118653,1.3,"C11H18ClNO2","195.12593","M-H",2840.60647316745,70.6885376510579,"0","DTXSID6048886","DTXSID6048886","2,5-Dimethoxyamphetamine,hydrochloride","COc1ccc(OC)c(CC(C)N)c1","1-(2,5-dimethoxyphenyl)propan-2-amine","C11H18ClNO2","195.125929","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.23551521","1.931417197","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1140","194.11847-401.5",410,194.11847,401.5,56.6666666666667,60,8.33333333333333,-3.33333333333334,2360.51745655873,8757.30086022303,370.99072645664,238.899726949971,NA,1498.35022863136,2679.8134949554,178.850941772353,124.97713897694,NA,9.02011357272617,31.2465899960067,346.410161513775,0,NA,2,10,"Multiple",194.118653,0.94,"C11H17NO2","195.12593","M-H",1929.43384259505,0.467500536872221,"0","DTXSID0044650","DTXSID0044650","2,2'-[(4-Methylphenyl)imino]diethanol","Cc1ccc(N(CCO)CCO)cc1","2-[N-(2-hydroxyethyl)-4-methylanilino]ethanol","C11H17NO2","195.125929","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.215080107","3.251360338","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1141","194.11847-401.5",1279,194.11847,401.5,56.6666666666667,60,8.33333333333333,-3.33333333333334,2360.51745655873,8757.30086022303,370.99072645664,238.899726949971,NA,1498.35022863136,2679.8134949554,178.850941772353,124.97713897694,NA,9.02011357272617,31.2465899960067,346.410161513775,0,NA,2,10,"Multiple",194.118653,0.94,"C11H18ClNO2","195.12593","M-H",1929.43384259505,0.467500536872221,"0","DTXSID1048887","DTXSID1048887","(2S)-1-(2,5-Dimethoxyphenyl)propan-2-amine,hydrogen,chloride,(1:1)","COc1ccc(OC)c(C[C@H](C)N)c1","(2S)-1-(2,5-dimethoxyphenyl)propan-2-amine","C11H18ClNO2","195.125929","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.234577333","5.379952282","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1142","194.11847-401.5",4836,194.11847,401.5,56.6666666666667,60,8.33333333333333,-3.33333333333334,2360.51745655873,8757.30086022303,370.99072645664,238.899726949971,NA,1498.35022863136,2679.8134949554,178.850941772353,124.97713897694,NA,9.02011357272617,31.2465899960067,346.410161513775,0,NA,2,10,"Multiple",194.118653,0.94,"C11H18ClNO2","195.12593","M-H",1929.43384259505,0.467500536872221,"0","DTXSID6048886","DTXSID6048886","2,5-Dimethoxyamphetamine,hydrochloride","COc1ccc(OC)c(CC(C)N)c1","1-(2,5-dimethoxyphenyl)propan-2-amine","C11H18ClNO2","195.125929","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-5.23551521","1.931417197","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1143","195.06606-216.7",1590,195.06606,216.7,100,100,33.3333333333333,0,22580.449629089,25685.7561663601,113.75219089203,13179.5115633877,12482.0789485272,30793.8296271188,52141.3005892669,169.323858775098,13948.41771558,13118.7187655322,112.280177235116,200.733895320471,178.779460688001,0,NA,2,10,"Multiple",195.066283,1.14,"C10H12O4","196.07356","M-H",26687.1396281039,0.420727656840657,"0","DTXSID2026232","DTXSID2026232","2',4',5'-Trihydroxybutyrophenone","CCCC(=O)c1cc(O)c(O)cc1O","1-(2,4,5-trihydroxyphenyl)butan-1-one","C10H12O4","196.073559","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.157069132","6.546603341","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1144","195.06606-216.7",2519,195.06606,216.7,100,100,33.3333333333333,0,22580.449629089,25685.7561663601,113.75219089203,13179.5115633877,12482.0789485272,30793.8296271188,52141.3005892669,169.323858775098,13948.41771558,13118.7187655322,112.280177235116,200.733895320471,178.779460688001,0,NA,2,10,"Multiple",195.066283,1.14,"C10H12O4","196.07356","M-H",26687.1396281039,0.420727656840657,"0","DTXSID3044752","DTXSID3044752","Diprop-2-en-1-yl,(2Z)-but-2-enedioate","C=CCOC(=O)/C=C\C(=O)OCC=C","bis(prop-2-enyl) (Z)-but-2-enedioate","C10H12O4","196.073559","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.04586","4.852027","2","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1145","195.06606-216.7",3321,195.06606,216.7,100,100,33.3333333333333,0,22580.449629089,25685.7561663601,113.75219089203,13179.5115633877,12482.0789485272,30793.8296271188,52141.3005892669,169.323858775098,13948.41771558,13118.7187655322,112.280177235116,200.733895320471,178.779460688001,0,NA,2,10,"Multiple",195.066283,1.14,"C10H12O4","196.07356","M-H",26687.1396281039,0.420727656840657,"0","DTXSID4047703","DTXSID4047703","Maltol,isobutyrate","Cc1occc(=O)c1OC(=O)C(C)C","(2-methyl-4-oxopyran-3-yl) 2-methylpropanoate","C10H12O4","196.073559","exposurepred, VBtoxcast","","","","","","","1","0.135483282","","","","","","","","","","","1","-3.01163","2.278993","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1146","195.06606-216.7",5369,195.06606,216.7,100,100,33.3333333333333,0,22580.449629089,25685.7561663601,113.75219089203,13179.5115633877,12482.0789485272,30793.8296271188,52141.3005892669,169.323858775098,13948.41771558,13118.7187655322,112.280177235116,200.733895320471,178.779460688001,0,NA,2,10,"Multiple",195.066283,1.14,"C10H12O4","196.07356","M-H",26687.1396281039,0.420727656840657,"0","DTXSID7041752","DTXSID7041752","Cantharidin","C[C@]12C(=O)OC(=O)[C@@]1(C)C1CCC2O1","(2R,6S)-2,6-dimethyl-4,10-dioxatricyclo[5.2.1.02,6]decane-3,5-dione","C10H12O4","196.073559","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.606688572","11.77188236","36","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1147","195.06606-216.7",6795,195.06606,216.7,100,100,33.3333333333333,0,22580.449629089,25685.7561663601,113.75219089203,13179.5115633877,12482.0789485272,30793.8296271188,52141.3005892669,169.323858775098,13948.41771558,13118.7187655322,112.280177235116,200.733895320471,178.779460688001,0,NA,2,10,"Multiple",195.066283,1.14,"C10H12O4","196.07356","M-H",26687.1396281039,0.420727656840657,"0","DTXSID9041653","DTXSID9041653","Methyl,2,4-dihydroxy-3,6-dimethylbenzoate","COC(=O)c1c(C)cc(O)c(C)c1O","methyl 2,4-dihydroxy-3,6-dimethylbenzoate","C10H12O4","196.073559","E2Up, exposurepred, VBtoxcast","","","","","","","1","6.322791223","","","","","","1","3","","","","1","-0.812445069","6.258843881","4","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1148","195.06606-342.4",3321,195.06606,342.4,100,100,100,0,19352.1160803398,12006.5855891292,62.0427530471818,15891.0814684882,16519.962430259,12646.0397486989,9636.936796156,76.2051755937862,9628.03650093874,10232.5183693646,2880.48399880385,676.578765513986,23.4883709055472,2808.10418838992,2813.04145812382,2,10,"Multiple",195.066283,1.14,"C10H12O4","196.07356","M-H",15999.0779145194,18.0040625728172,"0","DTXSID4047703","DTXSID4047703","Maltol,isobutyrate","Cc1occc(=O)c1OC(=O)C(C)C","(2-methyl-4-oxopyran-3-yl) 2-methylpropanoate","C10H12O4","196.073559","exposurepred, VBtoxcast","","","","","","","1","0.135483282","","","","","","","","","","","1","-3.01163","2.278993","1","","","0",0,"nurses1",0.696185414216445,0.122847165293357,5.66708570404506,5.19339958718118e-08,"1","0","neg"
"1149","195.06606-342.4",2519,195.06606,342.4,100,100,100,0,19352.1160803398,12006.5855891292,62.0427530471818,15891.0814684882,16519.962430259,12646.0397486989,9636.936796156,76.2051755937862,9628.03650093874,10232.5183693646,2880.48399880385,676.578765513986,23.4883709055472,2808.10418838992,2813.04145812382,2,10,"Multiple",195.066283,1.14,"C10H12O4","196.07356","M-H",15999.0779145194,18.0040625728172,"0","DTXSID3044752","DTXSID3044752","Diprop-2-en-1-yl,(2Z)-but-2-enedioate","C=CCOC(=O)/C=C\C(=O)OCC=C","bis(prop-2-enyl) (Z)-but-2-enedioate","C10H12O4","196.073559","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.04586","4.852027","2","","","0",0,"nurses1",0.696185414216445,0.122847165293357,5.66708570404506,5.19339958718118e-08,"1","0","neg"
"1150","195.06606-342.4",1590,195.06606,342.4,100,100,100,0,19352.1160803398,12006.5855891292,62.0427530471818,15891.0814684882,16519.962430259,12646.0397486989,9636.936796156,76.2051755937862,9628.03650093874,10232.5183693646,2880.48399880385,676.578765513986,23.4883709055472,2808.10418838992,2813.04145812382,2,10,"Multiple",195.066283,1.14,"C10H12O4","196.07356","M-H",15999.0779145194,18.0040625728172,"0","DTXSID2026232","DTXSID2026232","2',4',5'-Trihydroxybutyrophenone","CCCC(=O)c1cc(O)c(O)cc1O","1-(2,4,5-trihydroxyphenyl)butan-1-one","C10H12O4","196.073559","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.157069132","6.546603341","1","","","0",0,"nurses1",0.696185414216445,0.122847165293357,5.66708570404506,5.19339958718118e-08,"1","0","neg"
"1151","195.06606-342.4",6795,195.06606,342.4,100,100,100,0,19352.1160803398,12006.5855891292,62.0427530471818,15891.0814684882,16519.962430259,12646.0397486989,9636.936796156,76.2051755937862,9628.03650093874,10232.5183693646,2880.48399880385,676.578765513986,23.4883709055472,2808.10418838992,2813.04145812382,2,10,"Multiple",195.066283,1.14,"C10H12O4","196.07356","M-H",15999.0779145194,18.0040625728172,"0","DTXSID9041653","DTXSID9041653","Methyl,2,4-dihydroxy-3,6-dimethylbenzoate","COC(=O)c1c(C)cc(O)c(C)c1O","methyl 2,4-dihydroxy-3,6-dimethylbenzoate","C10H12O4","196.073559","E2Up, exposurepred, VBtoxcast","","","","","","","1","6.322791223","","","","","","1","3","","","","1","-0.812445069","6.258843881","4","","","0",0,"nurses1",0.696185414216445,0.122847165293357,5.66708570404506,5.19339958718118e-08,"1","0","neg"
"1152","195.06606-342.4",5369,195.06606,342.4,100,100,100,0,19352.1160803398,12006.5855891292,62.0427530471818,15891.0814684882,16519.962430259,12646.0397486989,9636.936796156,76.2051755937862,9628.03650093874,10232.5183693646,2880.48399880385,676.578765513986,23.4883709055472,2808.10418838992,2813.04145812382,2,10,"Multiple",195.066283,1.14,"C10H12O4","196.07356","M-H",15999.0779145194,18.0040625728172,"0","DTXSID7041752","DTXSID7041752","Cantharidin","C[C@]12C(=O)OC(=O)[C@@]1(C)C1CCC2O1","(2R,6S)-2,6-dimethyl-4,10-dioxatricyclo[5.2.1.02,6]decane-3,5-dione","C10H12O4","196.073559","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-1.606688572","11.77188236","36","","","0",0,"nurses1",0.696185414216445,0.122847165293357,5.66708570404506,5.19339958718118e-08,"1","0","neg"
"1153","195.11337-334.8",7008,195.11337,334.8,100,100,100,0,6585.99726414368,2366.42515563134,35.931159105014,6143.13035325026,6197.70200080893,5907.53472967466,2105.65366444586,35.6435257818928,5658.06211310149,5581.95037836467,3885.54175914302,2300.55807767168,59.2081676193097,3109.72671802993,3345.38677117085,2,10,"Unique",195.113902,2.73,"C10H16N2O2","196.12118","M-H",6246.76599690917,62.2008533866251,"0","DTXSID9048855","DTXSID9048855","Fasoracetam","O=C1CC[C@H](C(=O)N2CCCCC2)N1","(5R)-5-(piperidine-1-carbonyl)pyrrolidin-2-one","C10H16N2O2","196.121178","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.864382966","2.770439892","4","","","0",0,"nurses1",0.171095000440821,0.0640799581220989,2.67002359949759,0.00822785787164204,"1","0","neg"
"1154","195.11349-185",7008,195.11349,185,100,98.75,33.3333333333333,1.25,22022.4143896697,20990.3250144684,95.3134594738833,15831.6094901592,14866.6949334529,18777.5548447273,12559.8187148988,66.8874026397827,15707.137701015,NA,77.40003754882,137.355876787553,177.462287018809,0,NA,2,10,"Unique",195.113902,2.11,"C10H16N2O2","196.12118","M-H",20399.9846171985,0.379412234867897,"0","DTXSID9048855","DTXSID9048855","Fasoracetam","O=C1CC[C@H](C(=O)N2CCCCC2)N1","(5R)-5-(piperidine-1-carbonyl)pyrrolidin-2-one","C10H16N2O2","196.121178","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-2.864382966","2.770439892","4","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1155","195.13872-484.1",44,195.13872,484.1,100,100,100,0,73236.5728888878,30969.5865115249,42.2870504310886,67659.1524240417,66408.497870481,101172.651885329,185535.076596848,183.384613469593,77616.7562436024,70249.9433261234,48959.1690699059,16646.683597206,34.0011562970712,43589.6391238021,46471.2080981756,3,27000,"Multiple",195.139054,1.71,"C12H20O2","196.14633","M-H",87204.6123871085,56.1428664490498,"0","DTXSID0020654","DTXSID0020654","Geranyl,acetate","CC(=O)OC/C=C(\C)CCC=C(C)C","[(2E)-3,7-dimethylocta-2,6-dienyl] acetate","C12H20O2","196.14633","exposurepred, VBtoxcast","","","","","","","1","0.138817472","","","","","","","","","","","1","-0.267363979","5.963571437","2","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1156","195.13872-484.1",358,195.13872,484.1,100,100,100,0,73236.5728888878,30969.5865115249,42.2870504310886,67659.1524240417,66408.497870481,101172.651885329,185535.076596848,183.384613469593,77616.7562436024,70249.9433261234,48959.1690699059,16646.683597206,34.0011562970712,43589.6391238021,46471.2080981756,3,27000,"Multiple",195.139054,1.71,"C12H20O2","196.14633","M-H",87204.6123871085,56.1428664490498,"0","DTXSID0041357","DTXSID0041357","Ethyl,(2E,4Z)-deca-2,4-dienoate","CCCCC/C=C\C=C\C(=O)OCC","ethyl (2E,4Z)-deca-2,4-dienoate","C12H20O2","196.14633","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.53019818","11.88528236","5","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1157","195.13872-484.1",409,195.13872,484.1,100,100,100,0,73236.5728888878,30969.5865115249,42.2870504310886,67659.1524240417,66408.497870481,101172.651885329,185535.076596848,183.384613469593,77616.7562436024,70249.9433261234,48959.1690699059,16646.683597206,34.0011562970712,43589.6391238021,46471.2080981756,3,27000,"Multiple",195.139054,1.71,"C12H20O2","196.14633","M-H",87204.6123871085,56.1428664490498,"0","DTXSID0044604","DTXSID0044604","1,4-Bis[(ethenyloxy)methyl]cyclohexane","C=COCC1CCC(COC=C)CC1","1,4-bis(ethenoxymethyl)cyclohexane","C12H20O2","196.14633","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.45707819","3.500655768","2","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1158","195.13872-484.1",1596,195.13872,484.1,100,100,100,0,73236.5728888878,30969.5865115249,42.2870504310886,67659.1524240417,66408.497870481,101172.651885329,185535.076596848,183.384613469593,77616.7562436024,70249.9433261234,48959.1690699059,16646.683597206,34.0011562970712,43589.6391238021,46471.2080981756,3,27000,"Multiple",195.139054,1.71,"C12H20O2","196.14633","M-H",87204.6123871085,56.1428664490498,"0","DTXSID2026496","DTXSID2026496","alpha-Terpinyl,acetate","CC(=O)OC(C)(C)C1CC=C(C)CC1","2-(4-methylcyclohex-3-en-1-yl)propan-2-yl acetate","C12H20O2","196.14633","exposurepred, VBtoxcast","","","","","","","1","0.200377887","","","","","","","","","","","1","-2.395899","9.72004","2","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1159","195.13872-484.1",1891,195.13872,484.1,100,100,100,0,73236.5728888878,30969.5865115249,42.2870504310886,67659.1524240417,66408.497870481,101172.651885329,185535.076596848,183.384613469593,77616.7562436024,70249.9433261234,48959.1690699059,16646.683597206,34.0011562970712,43589.6391238021,46471.2080981756,3,27000,"Multiple",195.139054,1.71,"C12H20O2","196.14633","M-H",87204.6123871085,56.1428664490498,"0","DTXSID2047068","DTXSID2047068","cis-3,7-Dimethyl-2,6-octadien-1-yl,acetate","CC(=O)OC/C=C(/C)CCC=C(C)C","[(2Z)-3,7-dimethylocta-2,6-dienyl] acetate","C12H20O2","196.14633","exposurepred, VBtoxcast","","","","","","","1","81.34150698","","","","","","","","","","","1","-2.905365559","1.473296279","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1160","195.13872-484.1",2344,195.13872,484.1,100,100,100,0,73236.5728888878,30969.5865115249,42.2870504310886,67659.1524240417,66408.497870481,101172.651885329,185535.076596848,183.384613469593,77616.7562436024,70249.9433261234,48959.1690699059,16646.683597206,34.0011562970712,43589.6391238021,46471.2080981756,3,27000,"Multiple",195.139054,1.71,"C12H20O2","196.14633","M-H",87204.6123871085,56.1428664490498,"0","DTXSID30306042","DTXSID30306042","NSC173759","OCC1C(CO)C2CCC1C1CCC21","[8-(hydroxymethyl)-7-tricyclo[4.2.2.02,5]decanyl]methanol","C12H20O2","196.14633","exposurepred","","","","","","","1","0.320855108","","","","","","","","","","","","","","","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1161","195.13872-484.1",2701,195.13872,484.1,100,100,100,0,73236.5728888878,30969.5865115249,42.2870504310886,67659.1524240417,66408.497870481,101172.651885329,185535.076596848,183.384613469593,77616.7562436024,70249.9433261234,48959.1690699059,16646.683597206,34.0011562970712,43589.6391238021,46471.2080981756,3,27000,"Multiple",195.139054,1.71,"C12H20O2","196.14633","M-H",87204.6123871085,56.1428664490498,"0","DTXSID3052228","DTXSID3052228","(-)Bronyl,acetate","CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C","[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate","C12H20O2","196.14633","VBtoxcast","","","","","","","","","","","","","","","","","","","1","-0.176817713","1.49690391","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1162","195.13872-484.1",6858,195.13872,484.1,100,100,100,0,73236.5728888878,30969.5865115249,42.2870504310886,67659.1524240417,66408.497870481,101172.651885329,185535.076596848,183.384613469593,77616.7562436024,70249.9433261234,48959.1690699059,16646.683597206,34.0011562970712,43589.6391238021,46471.2080981756,3,27000,"Multiple",195.139054,1.71,"C12H20O2","196.14633","M-H",87204.6123871085,56.1428664490498,"0","DTXSID9044900","DTXSID9044900","Tricyclodecanedimethanol","OCC1CC2CC1C1CCC(CO)C21","[8-(hydroxymethyl)-3-tricyclo[5.2.1.02,6]decanyl]methanol","C12H20O2","196.14633","exposurepred, VBtoxcast","","","","","","","1","5.744887147","","","","","","","","","","","1","-0.19361203","3.864787549","2","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
"1163","195.13872-484.1",5194,195.13872,484.1,100,100,100,0,73236.5728888878,30969.5865115249,42.2870504310886,67659.1524240417,66408.497870481,101172.651885329,185535.076596848,183.384613469593,77616.7562436024,70249.9433261234,48959.1690699059,16646.683597206,34.0011562970712,43589.6391238021,46471.2080981756,3,27000,"Multiple",195.139054,1.71,"C12H20O2","196.14633","M-H",87204.6123871085,56.1428664490498,"0","DTXSID7026946","DTXSID7026946","Linalyl,acetate","C=CC(C)(CCC=C(C)C)OC(C)=O","3,7-dimethylocta-1,6-dien-3-yl acetate","C12H20O2","196.14633","ERactive, exposurepred, VBtoxcast","","","","","","","1","0.136450905","","","","1","0","","","","","","1","-1.176591269","36.96606389","1","","","0",0,NA,NA,NA,NA,NA,"0","0","neg"
