"","featureid","ID","mz","time","DF_n","DF_ow","DF_blank","DF_diff","mean_N","sd_N","cv_N","median_N","gMean_N","mean_OW","sd_OW","cv_OW","median_OW","gMean_OW","mean_FB","sd_FB","cv_FB","median_FB","gMean_FB","Confidence","score","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","mean_N_OW","percent_FB","DB_name","DTXSID","CASRN","name_original","formula_original","SMILES_original","SMILES_cleaned","name_cleaned","formula_cleaned","Molweight_cleaned","parent_id","MONOISOTOPIC_MASS","source","Drug_UCSF_PXYS","Drug_most.comon.and.haz","Disinfectant","Sesquiterpenoids","FRs","PFAS","exposurepred_bin","exposurepred_u95","MC","MC_list_cat","MGDev","ERactive_bin","ERactive_ER_AUC","E2Up_bin","E2UP_priority_level","P4Up_bin","P4Up_priority_level","pesticidemammarytumors_bin","VBtoxcast_bin","vbtoxcast_min_ac10","vbtoxcast_max_scaled_top","vbtoxcast_assay_sum","nitroPAH_bin","pellizzari_bin","phthalate","DF_high_N","term","estimate","std.error","statistic","p.value","higher_intensity_N","metabolite","ESI"
"785","177.09174-530.7",4647,177.09174,530.7,100,100,100,0,6426.43755211076,4417.43760199871,68.7385128413456,5697.45670103048,5830.74443643498,8016.39318501051,7520.79945317851,93.8177467048562,5832.65836759608,6440.64590739751,10497.5280603448,3633.45802796891,34.6125107461687,9670.60633619879,9925.98376482813,2,10,"Multiple",177.0921037,2.05,"Isobutylbenzoate","C11H14O2","178.09938","M-H",7221.41536856063,145.366628625839,"DTXSID6047074","DTXSID6047074","'120-50-3","Isobutyl,benzoate","C11H14O2","CC(C)COC(=O)C1=CC=CC=C1","CC(C)COC(=O)c1ccccc1","2-methylpropyl benzoate","C11H14O2",178.0993797,"","178.0993797","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.283831254,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.352084443,3.03803194,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"786","177.09174-530.7",5375,177.09174,530.7,100,100,100,0,6426.43755211076,4417.43760199871,68.7385128413456,5697.45670103048,5830.74443643498,8016.39318501051,7520.79945317851,93.8177467048562,5832.65836759608,6440.64590739751,10497.5280603448,3633.45802796891,34.6125107461687,9670.60633619879,9925.98376482813,2,10,"Multiple",177.0921037,2.05,"Benzylbutyrate","C11H14O2","178.09938","M-H",7221.41536856063,145.366628625839,"DTXSID7047510","DTXSID7047510","'103-37-7","Benzyl,butyrate","C11H14O2","CCCC(=O)OCC1=CC=CC=C1","CCCC(=O)OCc1ccccc1","benzyl butanoate","C11H14O2",178.0993797,"","178.0993797","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.186410225,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.989422539,4.088513473,5,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"787","177.09174-530.7",5385,177.09174,530.7,100,100,100,0,6426.43755211076,4417.43760199871,68.7385128413456,5697.45670103048,5830.74443643498,8016.39318501051,7520.79945317851,93.8177467048562,5832.65836759608,6440.64590739751,10497.5280603448,3633.45802796891,34.6125107461687,9670.60633619879,9925.98376482813,2,10,"Multiple",177.0921037,2.05,"trans-2-Ethoxy-5-(1-propenyl)phenol","C11H14O2","178.09938","M-H",7221.41536856063,145.366628625839,"DTXSID7047726","DTXSID7047726","'63477-41-8","trans-2-Ethoxy-5-(1-propenyl)phenol","C11H14O2","CCOC1=C(O)C=C(\C=C\C)C=C1","C/C=C/c1ccc(OCC)c(O)c1","2-ethoxy-5-[(E)-prop-1-enyl]phenol","C11H14O2",178.0993797,"","178.0993797","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.744555904,5.250275073,3,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"788","177.09174-530.7",5903,177.09174,530.7,100,100,100,0,6426.43755211076,4417.43760199871,68.7385128413456,5697.45670103048,5830.74443643498,8016.39318501051,7520.79945317851,93.8177467048562,5832.65836759608,6440.64590739751,10497.5280603448,3633.45802796891,34.6125107461687,9670.60633619879,9925.98376482813,2,10,"Multiple",177.0921037,2.05,"Butylbenzoate","C11H14O2","178.09938","M-H",7221.41536856063,145.366628625839,"DTXSID8040694","DTXSID8040694","'136-60-7","Butyl,benzoate","C11H14O2","CCCCOC(=O)C1=CC=CC=C1","CCCCOC(=O)c1ccccc1","butyl benzoate","C11H14O2",178.0993797,"","178.0993797","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.159016401,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.101792012,2.506131646,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"789","177.09174-530.7",6756,177.09174,530.7,100,100,100,0,6426.43755211076,4417.43760199871,68.7385128413456,5697.45670103048,5830.74443643498,8016.39318501051,7520.79945317851,93.8177467048562,5832.65836759608,6440.64590739751,10497.5280603448,3633.45802796891,34.6125107461687,9670.60633619879,9925.98376482813,2,10,"Multiple",177.0921037,2.05,"1-Phenylethylpropionate","C11H14O2","178.09938","M-H",7221.41536856063,145.366628625839,"DTXSID9047091","DTXSID9047091","'120-45-6","1-Phenylethyl,propionate","C11H14O2","CCC(=O)OC(C)C1=CC=CC=C1","CCC(=O)OC(C)c1ccccc1","1-phenylethyl propanoate","C11H14O2",178.0993797,"","178.0993797","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.18745755,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.691321112,2.018117186,1,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"790","177.09174-530.7",6758,177.09174,530.7,100,100,100,0,6426.43755211076,4417.43760199871,68.7385128413456,5697.45670103048,5830.74443643498,8016.39318501051,7520.79945317851,93.8177467048562,5832.65836759608,6440.64590739751,10497.5280603448,3633.45802796891,34.6125107461687,9670.60633619879,9925.98376482813,2,10,"Multiple",177.0921037,2.05,"Ethylhydrocinnamate","C11H14O2","178.09938","M-H",7221.41536856063,145.366628625839,"DTXSID9047095","DTXSID9047095","'2021-28-5","Ethyl,hydrocinnamate","C11H14O2","CCOC(=O)CCC1=CC=CC=C1","CCOC(=O)CCc1ccccc1","ethyl 3-phenylpropanoate","C11H14O2",178.0993797,"","178.0993797","exposurepred","",NA,NA,NA,NA,NA,1,0.116640008,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0",NA,NA,NA,NA,NA,"0","0","neg"
"791","177.09177-353.3",1883,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"2-Ethoxy-5-(1-propenyl)phenol","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID2047727","DTXSID2047727","'94-86-0","2-Ethoxy-5-(1-propenyl)phenol","C11H14O2","CCOC1=C(O)C=C(C=CC)C=C1","CC=Cc1ccc(OCC)c(O)c1","2-ethoxy-5-prop-1-enylphenol","C11H14O2",178.0993797,"","178.0993797","E2Up, P4Up, VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,2,1,3,NA,1,-2.900578,4.086337,6,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"792","177.09177-353.3",6758,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"Ethylhydrocinnamate","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID9047095","DTXSID9047095","'2021-28-5","Ethyl,hydrocinnamate","C11H14O2","CCOC(=O)CCC1=CC=CC=C1","CCOC(=O)CCc1ccccc1","ethyl 3-phenylpropanoate","C11H14O2",178.0993797,"","178.0993797","exposurepred","",NA,NA,NA,NA,NA,1,0.116640008,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"793","177.09177-353.3",623,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"4-Prop-1-enylveratrole","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID0052621","DTXSID0052621","'93-16-3","4-Prop-1-enylveratrole","C11H14O2","COC1=C(OC)C=C(C=CC)C=C1","CC=Cc1ccc(OC)c(OC)c1","1,2-dimethoxy-4-prop-1-enylbenzene","C11H14O2",178.0993797,"","178.0993797","E2Up","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"794","177.09177-353.3",5903,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"Butylbenzoate","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID8040694","DTXSID8040694","'136-60-7","Butyl,benzoate","C11H14O2","CCCCOC(=O)C1=CC=CC=C1","CCCCOC(=O)c1ccccc1","butyl benzoate","C11H14O2",178.0993797,"","178.0993797","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.159016401,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.101792012,2.506131646,1,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"795","177.09177-353.3",4647,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"Isobutylbenzoate","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID6047074","DTXSID6047074","'120-50-3","Isobutyl,benzoate","C11H14O2","CC(C)COC(=O)C1=CC=CC=C1","CC(C)COC(=O)c1ccccc1","2-methylpropyl benzoate","C11H14O2",178.0993797,"","178.0993797","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.283831254,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.352084443,3.03803194,1,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"796","177.09177-353.3",3932,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"4-(4-Methoxyphenyl)-2-butanone","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID5047166","DTXSID5047166","'104-20-1","4-(4-Methoxyphenyl)-2-butanone","C11H14O2","COC1=CC=C(CCC(C)=O)C=C1","COc1ccc(CCC(C)=O)cc1","4-(4-methoxyphenyl)butan-2-one","C11H14O2",178.0993797,"","178.0993797","exposurepred","",NA,NA,NA,NA,NA,1,0.530724352,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"797","177.09177-353.3",4551,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"3-(4-Methoxyphenyl)-2-methylpropanal","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID6044567","DTXSID6044567","'5462-06-6","3-(4-Methoxyphenyl)-2-methylpropanal","C11H14O2","COC1=CC=C(CC(C)C=O)C=C1","COc1ccc(CC(C)C=O)cc1","3-(4-methoxyphenyl)-2-methylpropanal","C11H14O2",178.0993797,"","178.0993797","exposurepred","",NA,NA,NA,NA,NA,1,1.068309772,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"798","177.09177-353.3",342,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"4-tert-Butylbenzoicacid","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID0040703","DTXSID0040703","'98-73-7","4-tert-Butylbenzoic,acid","C11H14O2","CC(C)(C)C1=CC=C(C=C1)C(O)=O","CC(C)(C)c1ccc(C(=O)O)cc1","4-tert-butylbenzoic acid","C11H14O2",178.0993797,"","178.0993797","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.730181,1.726361,1,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"799","177.09177-353.3",5385,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"trans-2-Ethoxy-5-(1-propenyl)phenol","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID7047726","DTXSID7047726","'63477-41-8","trans-2-Ethoxy-5-(1-propenyl)phenol","C11H14O2","CCOC1=C(O)C=C(\C=C\C)C=C1","C/C=C/c1ccc(OCC)c(O)c1","2-ethoxy-5-[(E)-prop-1-enyl]phenol","C11H14O2",178.0993797,"","178.0993797","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.744555904,5.250275073,3,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"800","177.09177-353.3",1881,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"3-Phenylpropylacetate","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID2047648","DTXSID2047648","'122-72-5","3-Phenylpropyl,acetate","C11H14O2","CC(=O)OCCCC1=CC=CC=C1","CC(=O)OCCCc1ccccc1","3-phenylpropyl acetate","C11H14O2",178.0993797,"","178.0993797","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.103586813,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.246548336,4.639624681,3,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"801","177.09177-353.3",3591,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"Methyleugenol","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID5025607","DTXSID5025607","'93-15-2","Methyleugenol","C11H14O2","COC1=CC=C(CC=C)C=C1OC","C=CCc1ccc(OC)c(OC)c1","1,2-dimethoxy-4-prop-2-enylbenzene","C11H14O2",178.0993797,"","178.0993797","E2Up, exposurepred, VBtoxcast, MC","",NA,NA,NA,NA,NA,1,0.394754885,1,"Miscellaneous",NA,NA,NA,1,2,NA,NA,NA,1,-2.642954,2.518702,12,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"802","177.09177-353.3",5375,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"Benzylbutyrate","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID7047510","DTXSID7047510","'103-37-7","Benzyl,butyrate","C11H14O2","CCCC(=O)OCC1=CC=CC=C1","CCCC(=O)OCc1ccccc1","benzyl butanoate","C11H14O2",178.0993797,"","178.0993797","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.186410225,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.989422539,4.088513473,5,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"803","177.09177-353.3",6756,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"1-Phenylethylpropionate","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID9047091","DTXSID9047091","'120-45-6","1-Phenylethyl,propionate","C11H14O2","CCC(=O)OC(C)C1=CC=CC=C1","CCC(=O)OC(C)c1ccccc1","1-phenylethyl propanoate","C11H14O2",178.0993797,"","178.0993797","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.18745755,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.691321112,2.018117186,1,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"804","177.09177-353.3",871,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"Isopropylphenylacetate","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID1025483","DTXSID1025483","'4861-85-2","Isopropyl,phenylacetate","C11H14O2","CC(C)OC(=O)CC1=CC=CC=C1","CC(C)OC(=O)Cc1ccccc1","propan-2-yl 2-phenylacetate","C11H14O2",178.0993797,"","178.0993797","exposurepred","",NA,NA,NA,NA,NA,1,0.160612847,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"805","177.09177-353.3",4430,177.09177,353.3,100,100,100,0,13885.5562942862,5961.84024772899,42.9355520324544,12530.2010357848,12745.1137024366,10638.2630977594,5748.50299975887,54.0361048315262,9619.63120506597,9041.71166246674,2704.80457944415,3820.19877459057,141.237515036138,910.936419847655,964.357439265665,2,10,"Multiple",177.0921037,1.88,"2-Phenylethylpropionate","C11H14O2","178.09938","M-H",12261.9096960228,22.0585915774723,"DTXSID6035156","DTXSID6035156","'122-70-3","2-Phenylethyl,propionate","C11H14O2","CCC(=O)OCCC1=CC=CC=C1","CCC(=O)OCCc1ccccc1","2-phenylethyl propanoate","C11H14O2",178.0993797,"","178.0993797","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,7.289101436,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-5.259482007,5.681671544,10,NA,"",0,"0","nurses1",0.519583546917916,0.0965621715991675,5.38081878558742,2.12330245655804e-07,"1","0","neg"
"806","177.12807-442.9",5373,177.12807,442.9,96.6666666666667,92.5,8.33333333333333,4.16666666666667,3999.21350595443,6089.89386135999,152.277287829038,3249.39724868245,NA,2310.95806897605,1749.71731698981,75.7139361583089,2061.13469588879,NA,9.31996737499692,32.285314036758,346.410161513776,0,NA,2,10,"Multiple",177.1284892,2.37,"Benzyl3-methylbutylether","C12H18O","178.13577","M-H",3155.08578746524,0.295395054296906,"DTXSID7047439","DTXSID7047439","'122-73-6","Benzyl,3-methylbutyl,ether","C12H18O","CC(C)CCOCC1=CC=CC=C1","CC(C)CCOCc1ccccc1","3-methylbutoxymethylbenzene","C12H18O",178.1357652,"","178.1357652","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-4.118155285,3.0971088,3,NA,"",0,"0","nurses1",1.12018821226423,0.379638348754376,2.95067191167504,0.00356141208718767,"1","0","neg"
"807","177.12807-442.9",6101,177.12807,442.9,96.6666666666667,92.5,8.33333333333333,4.16666666666667,3999.21350595443,6089.89386135999,152.277287829038,3249.39724868245,NA,2310.95806897605,1749.71731698981,75.7139361583089,2061.13469588879,NA,9.31996737499692,32.285314036758,346.410161513776,0,NA,2,10,"Multiple",177.1284892,2.37,"4-Methyl-1-phenyl-2-pentanol","C12H18O","178.13577","M-H",3155.08578746524,0.295395054296906,"DTXSID8047717","DTXSID8047717","'7779-78-4","4-Methyl-1-phenyl-2-pentanol","C12H18O","CC(C)CC(O)CC1=CC=CC=C1","CC(C)CC(O)Cc1ccccc1","4-methyl-1-phenylpentan-2-ol","C12H18O",178.1357652,"","178.1357652","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-3.309281,3.235776,1,NA,"",0,"0","nurses1",1.12018821226423,0.379638348754376,2.95067191167504,0.00356141208718767,"1","0","neg"
"808","177.12807-442.9",5241,177.12807,442.9,96.6666666666667,92.5,8.33333333333333,4.16666666666667,3999.21350595443,6089.89386135999,152.277287829038,3249.39724868245,NA,2310.95806897605,1749.71731698981,75.7139361583089,2061.13469588879,NA,9.31996737499692,32.285314036758,346.410161513776,0,NA,2,10,"Multiple",177.1284892,2.37,"24-Diisopropylphenol","C12H18O","178.13577","M-H",3155.08578746524,0.295395054296906,"DTXSID7042273","DTXSID7042273","'2934-05-6","2,4-Diisopropylphenol","C12H18O","CC(C)C1=CC(C(C)C)=C(O)C=C1","CC(C)c1ccc(O)c(C(C)C)c1","2,4-di(propan-2-yl)phenol","C12H18O",178.1357652,"","178.1357652","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-1.362569045,6.989706605,1,NA,"",0,"0","nurses1",1.12018821226423,0.379638348754376,2.95067191167504,0.00356141208718767,"1","0","neg"
"809","177.12807-442.9",4495,177.12807,442.9,96.6666666666667,92.5,8.33333333333333,4.16666666666667,3999.21350595443,6089.89386135999,152.277287829038,3249.39724868245,NA,2310.95806897605,1749.71731698981,75.7139361583089,2061.13469588879,NA,9.31996737499692,32.285314036758,346.410161513776,0,NA,2,10,"Multiple",177.1284892,2.37,"TopanolA","C12H18O","178.13577","M-H",3155.08578746524,0.295395054296906,"DTXSID6041551","DTXSID6041551","'1879-09-0","Topanol,A","C12H18O","CC1=CC(C)=C(O)C(=C1)C(C)(C)C","Cc1cc(C)c(O)c(C(C)(C)C)c1","2-tert-butyl-4,6-dimethylphenol","C12H18O",178.1357652,"","178.1357652","exposurepred, VBtoxcast","",NA,NA,NA,NA,NA,1,0.334487136,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-0.204157552,13.91161144,1,NA,"",0,"0","nurses1",1.12018821226423,0.379638348754376,2.95067191167504,0.00356141208718767,"1","0","neg"
"810","177.12807-442.9",3133,177.12807,442.9,96.6666666666667,92.5,8.33333333333333,4.16666666666667,3999.21350595443,6089.89386135999,152.277287829038,3249.39724868245,NA,2310.95806897605,1749.71731698981,75.7139361583089,2061.13469588879,NA,9.31996737499692,32.285314036758,346.410161513776,0,NA,2,10,"Multiple",177.1284892,2.37,"2-tert-Butyl-4-ethylphenol","C12H18O","178.13577","M-H",3155.08578746524,0.295395054296906,"DTXSID4044581","DTXSID4044581","'96-70-8","2-tert-Butyl-4-ethylphenol","C12H18O","CCC1=CC(=C(O)C=C1)C(C)(C)C","CCc1ccc(O)c(C(C)(C)C)c1","2-tert-butyl-4-ethylphenol","C12H18O",178.1357652,"","178.1357652","VBtoxcast","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.156274,20.57608,3,NA,"",0,"0","nurses1",1.12018821226423,0.379638348754376,2.95067191167504,0.00356141208718767,"1","0","neg"
"811","177.12807-442.9",4237,177.12807,442.9,96.6666666666667,92.5,8.33333333333333,4.16666666666667,3999.21350595443,6089.89386135999,152.277287829038,3249.39724868245,NA,2310.95806897605,1749.71731698981,75.7139361583089,2061.13469588879,NA,9.31996737499692,32.285314036758,346.410161513776,0,NA,2,10,"Multiple",177.1284892,2.37,"Propofol","C12H18O","178.13577","M-H",3155.08578746524,0.295395054296906,"DTXSID6023523","DTXSID6023523","'2078-54-8","Propofol","C12H18O","CC(C)C1=CC=CC(C(C)C)=C1O","CC(C)c1cccc(C(C)C)c1O","2,6-di(propan-2-yl)phenol","C12H18O",178.1357652,"","178.1357652","exposurepred, VBtoxcast, Drug","1",NA,0,0,NA,0,1,2.128963833,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,-2.942745352,11.24862548,6,NA,"",0,"0","nurses1",1.12018821226423,0.379638348754376,2.95067191167504,0.00356141208718767,"1","0","neg"
"812","177.12807-442.9",6234,177.12807,442.9,96.6666666666667,92.5,8.33333333333333,4.16666666666667,3999.21350595443,6089.89386135999,152.277287829038,3249.39724868245,NA,2310.95806897605,1749.71731698981,75.7139361583089,2061.13469588879,NA,9.31996737499692,32.285314036758,346.410161513776,0,NA,2,10,"Multiple",177.1284892,2.37,"Phenol34-bis(1-methylethyl)-","C12H18O","178.13577","M-H",3155.08578746524,0.295395054296906,"DTXSID8071190","DTXSID8071190","'68155-50-0","Phenol,,3,4-bis(1-methylethyl)-","C12H18O","CC(C)C1=CC=C(O)C=C1C(C)C","CC(C)c1ccc(O)cc1C(C)C","3,4-di(propan-2-yl)phenol","C12H18O",178.1357652,"","178.1357652","exposurepred","",NA,NA,NA,NA,NA,1,0.239820575,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"0","nurses1",1.12018821226423,0.379638348754376,2.95067191167504,0.00356141208718767,"1","0","neg"
