,DTXSID,Compound,Formula,CASRN,SMILES,MONOISOTOPIC_MASS,source,Drug_UCSF_PXYS,Drug_most comon and haz,Phthalate,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin
4372,DTXSID5048764,Bardoxolone methyl,C32H43NO4,218600-53-4,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,505.3192089,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.063432314,12.751838,15,,
4373,DTXSID5048841,(2R)-2-Propyloctanoic acid,C11H22O2,185517-21-9,CCCCCC[C@@H](CCC)C(O)=O,186.1619799,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.303920554,2.327765497,1,,
4374,DTXSID5048843,Ethyl 4-nitrophenyl ethylphosphonate,C10H14NO5P,546-71-4,CCOP(=O)(CC)OC1=CC=C(C=C1)[N+]([O-])=O,259.0609596,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.117025248,5.043809427,7,,
4375,DTXSID5048845,Flomoxef,C15H18F2N6O7S2,99665-00-6,CO[C@@]1(NC(=O)CSC(F)F)[C@@H]2OCC(CSC3=NN=NN3CCO)=C(N2C1=O)C(O)=O,496.0646456,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-6.282473,1.479328,4,,
4376,DTXSID5048847,Sitafloxacin,C19H18ClF2N3O3,127254-12-0,N[C@H]1CN(CC11CC1)C1=C(Cl)C2=C(C=C1F)C(=O)C(=CN2C1C[C@H]1F)C(O)=O,409.1004755,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.480292252,2.24686387,3,,
4377,DTXSID5048849,Difeterol,C25H29NO2,14587-50-9,CC(C(O)C1=CC=CC=C1)N(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,375.2198292,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.98183823,13.03732281,2,,
4378,DTXSID5048895,"N,N-Diethyltryptamine fumarate",C32H44N4O4,NOCAS_48895,OC(=O)\C=C\C(O)=O.CCN(CC)CCC1=CNC2=CC=CC=C12.CCN(CC)CCC1=CNC2=CC=CC=C12,548.3362559,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.445321,10.02023,6,,
4379,DTXSID5048920,L-alpha-Noracetylmethadol hydrochloride,C22H30ClNO2,55096-75-8,Cl.[H]C(CC)(OC(C)=O)C(C[C@H](C)NC)(C1=CC=CC=C1)C1=CC=CC=C1,375.1965069,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.789922987,16.03499375,1,,
4380,DTXSID5048922,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,C21H25NO2,64-52-8,CC(=O)OC1(CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,323.188529,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.713519096,5.527105625,3,,
4381,DTXSID5048924,(-)-Pentazocine succinate,C23H33NO5,124819-25-6,OC(=O)CCC(O)=O.C[C@H]1[C@H]2CC3=C(C=C(O)C=C3)[C@]1(C)CCN2CC=C(C)C,403.2358732,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.663121,6.344438,1,,
4382,DTXSID5048928,Sufentanil citrate,C28H38N2O9S,60561-17-3,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,578.229802,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.2407692,5.013749,3,,
4383,DTXSID5048970,Pipothiazine palmitate,C40H63N3O4S2,37517-26-3,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)S(=O)(=O)N(C)C)C=CC=C3)CC1,713.4259999,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.575288576,2.842165518,4,,
4384,DTXSID5048972,Oxiglutatione,C20H32N6O12S2,27025-41-8,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,612.1519628,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.699906007,6.587912397,4,,
4385,DTXSID5048974,Apafant,C22H22ClN5O2S,105219-56-5,CC1=NN=C2CN=C(C3=C(SC(CCC(=O)N4CCOCC4)=C3)N12)C1=C(Cl)C=CC=C1,455.1182738,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.941214189,2.423143233,3,,
4386,DTXSID5048978,Acetylcholine chloride,C7H16ClNO2,60-31-1,[Cl-].CC(=O)OCC[N+](C)(C)C,181.0869565,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.90565208,4.292860522,2,,
4387,DTXSID5049021,Penfluridol,C28H27ClF5NO,26864-56-2,OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C(=C1)C(F)(F)F,523.170133,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.033604717,15.1465461,1,,
4388,DTXSID5049073,Vatalanib dihydrochloride,C20H17Cl3N4,212141-51-0,Cl.Cl.ClC1=CC=C(NC2=C3C=CC=CC3=C(CC3=CC=NC=C3)N=N2)C=C1,418.0518797,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.532008278,5.907571944,23,,
4389,DTXSID5049075,Ximelagatran,C24H35N5O5,192939-46-1,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O,473.2638192,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-4.296681928,2.828611561,7,,
4390,DTXSID5049231,"1-Butyl-3-methylimidazolium tetrafluoroborate, 1-Butyl-3-methylimidazolium tetrafluoroborate","C8H15N2, C8H15BF4N2","174501-65-6, 174501-65-6","F[B-](F)(F)F.CCCCN1C=C[N+](C)=C1, F[B-](F)(F)F.CCCCN1C=C[N+](C)=C1","139.1229749, 226.126441","exposurepred, VBtoxcast",,,,,,,,1,0.186707148,,,,,,,,,,,1,-0.20269173,1.706483692,1,,
4391,DTXSID5049233,"1-Ethyl-2,3-dimethylimidazolium trifluoromethanesulfonate",C8H13F3N2O3S,174899-72-0,[O-]S(=O)(=O)C(F)(F)F.CCN1C=C[N+](C)=C1C,274.059898,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.829787,5.503636,6,,
4392,DTXSID5049237,1-Decyl-3-methylimidazolium bromide,C14H27BrN2,188589-32-4,[Br-].CCCCCCCCCCN1C=C[N+](C)=C1,302.135762,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-4.897262248,5.806982972,33,,
4393,DTXSID5049239,DL-Glutamic acid monohydrate,C5H11NO5,19285-83-7,O.NC(CCC(O)=O)C(O)=O,165.0637225,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.58229557,10.72039613,3,,
4394,DTXSID5049281,"1-Ethyl-3-methylimidazolium iodide, 1-Ethyl-3-methylimidazolium iodide","C6H11N2, C6H11IN2","35935-34-3, 35935-34-3","[I-].CCN1C=C[N+](C)=C1, [I-].CCN1C=C[N+](C)=C1","111.0916748, 237.99669","exposurepred, VBtoxcast",,,,,,,,1,0.105289411,,,,,,,,,,,1,-0.100133869,4.784068193,2,,
4395,DTXSID5049283,1-Decyl-3-methylimidazolium hexafluorophosphate,C14H27F6N2P,362043-46-7,F[P-](F)(F)(F)(F)F.CCCCCCCCCCN1C=C[N+](C)=C1,368.1816049,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.235864785,9.987392981,39,,
4396,DTXSID5049285,1-Butyl-1-methylpyrrolidinium trifluoromethanesulfonate,C10H20F3NO3S,367522-96-1,[O-]S(=O)(=O)C(F)(F)F.CCCC[N+]1(C)CCCC1,291.1115992,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.30258,1.438638,3,,
4397,DTXSID5049312,"9,10-Dibromoanthracene",C14H8Br2,523-27-3,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,333.899276,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.955565165,9.959411643,17,,
4398,DTXSID5049316,5-Nitroindazole,C7H5N3O2,5401-94-5,[O-][N+](=O)C1=CC=C2NN=CC2=C1,163.0381764,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.022200202,4.208317427,1,,
4399,DTXSID5049360,1-Butyl-3-methylpyridinium hexafluorophosphate,C10H16N,845835-03-2,F[P-](F)(F)(F)(F)F.CCCC[N+]1=CC=CC(C)=C1,150.1277259,exposurepred,,,,,,,,1,0.181867861,,,,,,,,,,,,,,,,
4400,DTXSID5049364,1-Ethylpyridinium iodide,C7H10N,872-90-2,[I-].CC[N+]1=CC=CC=C1,108.0807757,exposurepred,,,,,,,,1,0.107762349,,,,,,,,,,,,,,,,
4401,DTXSID5049368,1-Butyl-4-methylpyridinium trifluoromethanesulfonate,C11H16F3NO3S,882172-79-4,[O-]S(=O)(=O)C(F)(F)F.CCCC[N+]1=CC=C(C)C=C1,299.080299,exposurepred,,,,,,,,1,0.208288501,,,,,,,,,,,,,,,,
4402,DTXSID5050426,Tenofovir disoproxil fumarate,C23H34N5O14P,202138-50-9,OC(=O)C=CC(O)=O.CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C,635.1839878,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.031651,4.252151,2,,
4403,DTXSID5051444,"4,4'-(1-Phenylethylidene)bisphenol",C20H18O2,1571-75-1,CC(C1=CC=CC=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,290.1306798,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.417254083,9.248409656,8,,
4404,DTXSID5051446,6-Aminonicotinamide,C6H7N3O,329-89-5,NC(=O)C1=CN=C(N)C=C1,137.0589119,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.363880873,4.280842648,3,,
4405,DTXSID5051525,"N,O-bis(Trimethylsilyl)acetamide",C8H21NOSi2,10416-59-8,CC(O[Si](C)(C)C)=N[Si](C)(C)C,203.1161674,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.108870982,1.313964181,2,,
4406,DTXSID5051527,2-Cyclohexyl-2-phenylacetonitrile,C14H15N,10461-98-0,N#CC(=C1CCCCC1)C1=CC=CC=C1,197.1204495,exposurepred,,,,,,,,1,0.204134722,,,,,,,,,,,,,,,,
4407,DTXSID5051529,Decylbenzene,C16H26,104-72-3,CCCCCCCCCCC1=CC=CC=C1,218.2034508,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.915509697,3.591254713,7,,
4408,DTXSID5051575,Butyl vinyl ether,C6H12O,111-34-2,CCCCOC=C,100.088815,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.939375927,1.848946491,1,,
4409,DTXSID5051579,Isopropyl octadecanoate,C21H42O2,112-10-7,CCCCCCCCCCCCCCCCCC(=O)OC(C)C,326.3184806,exposurepred,,,,,,,,1,1.506643723,,,,,,,,,,,,,,,,
4410,DTXSID5051650,"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline",C27H26N2O2,13080-86-9,CC(C)(C1=CC=C(OC2=CC=C(N)C=C2)C=C1)C1=CC=C(OC2=CC=C(N)C=C2)C=C1,410.1994281,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.829517304,6.267054544,21,,
4411,DTXSID5051733,"2,4,6-Tribromoaniline",C6H4Br3N,147-82-0,NC1=C(Br)C=C(Br)C=C1Br,326.789388,pellizzari,,,,,,,,,,,,,,,,,,,,,,,,,1
4412,DTXSID5051818,"(9Z)-N,N-Bis(2-hydroxyethyl)-N-methyloctadec-9-en-1-aminium chloride",C23H48NO2,18448-65-2,[Cl-].CCCCCCCC\\C=C/CCCCCCCC[N+](C)(CCO)CCO,370.3679562,exposurepred,,,,,,,,1,1.168536226,,,,,,,,,,,,,,,,
4413,DTXSID5051862,"Bis(2,6-diisopropylphenyl)carbodiimide",C25H34N2,2162-74-5,CC(C)C1=CC=CC(C(C)C)=C1N=C=NC1=C(C=CC=C1C(C)C)C(C)C,362.2721991,exposurepred,,,,,,,,1,0.122383656,,,,,,,,,,,,,,,,
4414,DTXSID5051999,C.I. Disperse Orange 25,C17H17N5O2,31482-56-1,CCN(CCC#N)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O,323.1382248,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.347814681,2.538708183,2,,
4415,DTXSID5052042,4-Fluoro-3-nitroaniline,C6H5FN2O2,364-76-1,NC1=CC(=C(F)C=C1)[N+]([O-])=O,156.0335056,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.936630265,3.730079435,3,,
4416,DTXSID5052125,"2,4,6-Trimethylbenzaldehyde",C10H12O,487-68-3,CC1=CC(C)=C(C=O)C(C)=C1,148.088815,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.826581069,6.050022078,6,,
4417,DTXSID5052129,5-Methyl-5-phenylhexan-3-one,C13H18O,4927-36-0,CCC(=O)CC(C)(C)C1=CC=CC=C1,190.1357652,exposurepred,,,,,,,,1,0.345342497,,,,,,,,,,,,,,,,
4418,DTXSID5052173,Bis(2-propylheptyl) phthalate,C28H46O4,53306-54-0,CCCCCC(CCC)COC(=O)C1=C(C=CC=C1)C(=O)OCC(CCC)CCCCC,446.33961,exposurepred,,,,,,,,1,0.950523213,,,,,,,,,,,,,,,,
4419,DTXSID5052206,Octaphenylcyclotetrasiloxane,C48H40O4Si4,546-56-5,O1[Si](O[Si](O[Si](O[Si]1(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,792.2003659,exposurepred,,,,,,,,1,0.127230705,,,,,,,,,,,,,,,,
4420,DTXSID5052250,Isobornyl acrylate,C13H20O2,5888-33-5,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](C2)OC(=O)C=C,208.1463299,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.879686267,4.588544622,4,,
4421,DTXSID5052254,"3,5-Dimethylpyridine, 3,5-Dimethylpyridine","C7H9N, C7H9N","591-22-0, 591-22-0","CC1=CC(C)=CN=C1, CC1=CC(C)=CN=C1","107.0734993, 107.073499294","exposurepred, VBtoxcast",,,,,,,,1,0.903803563,,,,,,,,,,,1,-0.186545835,1.728046093,3,,
4422,DTXSID5052385,"1-Ethyl-2-(heptadec-8-en-1-yl)-3-(2-hydroxyethyl)-4,5-dihydro-1H-imidazol-3-ium ethyl sulfate",C26H52N2O5S,68039-12-3,CCOS([O-])(=O)=O.CCCCCCCCC=CCCCCCCCC1=[N+](CCO)CCN1CC,504.359694,exposurepred,,,,,,,,1,0.511156161,,,,,,,,,,,,,,,,
4423,DTXSID5052416,N-Ethyl-2-methylbenzenesulfonamide,C9H13NO2S,1077-56-1,CCNS(=O)(=O)C1=CC=CC=C1C,199.0666998,exposurepred,,,,,,,,1,1.152923199,,,,,,,,,,,,,,,,
4424,DTXSID5052460,2-Phenylbenzimidazole,C13H10N2,716-79-0,N1C2=CC=CC=C2N=C1C1=CC=CC=C1,194.0843983,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.774295,7.474466,7,,
4425,DTXSID5052591,Diethyl ethoxymethylenemalonate,C10H16O5,87-13-8,CCOC=C(C(=O)OCC)C(=O)OCC,216.0997736,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.506515,2.885203,2,,
4426,DTXSID5052593,2-Chlorobenzonitrile,C7H4ClN,873-32-5,ClC1=CC=CC=C1C#N,137.0032268,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.20487,4.358202,3,,
4427,DTXSID5052595,p-Toluoyl chloride,C8H7ClO,874-60-2,CC1=CC=C(C=C1)C(Cl)=O,154.0185425,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.177515,3.092539,3,,
4428,DTXSID5052672,(L)-alpha-Terpineol,C10H18O,10482-56-1,CC1=CC[C@H](CC1)C(C)(C)O,154.1357652,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.36716256,1.82326608,1,,
4429,DTXSID5052674,2-Allyloxymethyl-2-ethylpropanediol,C9H18O3,682-11-1,CCC(CO)(CO)COCC=C,174.1255944,exposurepred,,,,,,,,1,0.458260005,,,,,,,,,,,,,,,,
4430,DTXSID5052751,Silicon carbide,CHSi,409-21-2,[C-]#[SiH+],40.98475157,exposurepred,,,,,,,,1,0.175854552,,,,,,,,,,,,,,,,
4431,DTXSID5052832,"2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl",C12H3Cl7,52663-68-0,ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,391.805444,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.297052615,19.05684241,21,,
4432,DTXSID5052884,"1,2,3-Hexanetriol",C6H14O3,90325-47-6,CCCC(O)C(O)CO,134.0942943,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-5.204,2.77235,6,,
4433,DTXSID5057622,Etifelmine hydrochloride,C17H20ClN,1146-95-8,Cl.CCC(CN)=C(C1=CC=CC=C1)C1=CC=CC=C1,273.1284273,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.939484166,4.095753396,2,,
4434,DTXSID5057626,Ipenoxazone hydrochloride,C22H35ClN2O2,118635-68-0,Cl.CC(C)C[C@@H]1[C@@H](OC(=O)N1CCCN1CCCCCC1)C1=CC=CC=C1,394.2387061,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.45161053,1.877419058,5,,
4435,DTXSID5057628,Dimorpholamine,C20H38N4O4,119-48-2,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,398.2893057,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.13577524,5.669700912,2,,
4436,DTXSID5057672,Pipoxolan hydrochloride,C22H26ClNO3,18174-58-8,Cl.O=C1OC(CCN2CCCCC2)OC1(C1=CC=CC=C1)C1=CC=CC=C1,387.1601214,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-3.745632232,6.314680316,1,,
4437,DTXSID5057703,Almitrine dimethanesulfonate,C28H37F2N7O6S2,29608-49-9,CS(O)(=O)=O.CS(O)(=O)=O.FC1=CC=C(C=C1)C(N1CCN(CC1)C1=NC(NCC=C)=NC(NCC=C)=N1)C1=CC=C(F)C=C1,669.2214806,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.641289,3.924251,7,,
4438,DTXSID5057751,Bamipine,C19H24N2,4945-47-5,CN1CCC(CC1)N(CC1=CC=CC=C1)C1=CC=CC=C1,280.1939488,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.051481896,4.925252445,1,,
4439,DTXSID5057753,Eltrombopag,C25H22N4O4,496775-61-2,CC1=NN(C(=O)\C1=N\NC1=CC=CC(C2=CC=CC(=C2)C(O)=O)=C1O)C1=CC=C(C)C(C)=C1,442.1641052,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.183088437,5.107059934,7,,
4440,DTXSID5057755,Beclamide,C10H12ClNO,501-68-8,ClCCC(=O)NCC1=CC=CC=C1,197.0607417,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-1.680452045,1.769732581,5,,
4441,DTXSID5057759,Dimenoxadol,C20H25NO3,509-78-4,CCOC(C(=O)OCCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,327.1834437,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-8.402656846,2.952736762,2,,
4442,DTXSID5057830,Isoaminile,C16H24N2,77-51-0,CC(C)C(CC(C)N(C)C)(C#N)C1=CC=CC=C1,244.1939488,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.206333,3.782516,4,,
4443,DTXSID5057832,2-Amino-5-chloro-2'-fluorobenzophenone,C13H9ClFNO,784-38-3,NC1=C(C=C(Cl)C=C1)C(=O)C1=C(F)C=CC=C1,249.0356698,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.998305,4.598694,1,,
4444,DTXSID5057834,Dimethisteron,C23H32O2,79-64-1,CC#C[C@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,340.2402303,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-2.69552,11.92092,7,,
4445,DTXSID5057838,1-(4-Fluorobenzyl)-1H-benzimidazol-2-amine,C14H12FN3,83783-69-1,NC1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1,241.1015256,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-0.5866087,4.693627,4,,
4446,DTXSID5057888,Argatroban monohydrate,C23H38N6O6S,141396-28-3,O.C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2,526.2573541,VBtoxcast,,,,,,,,,,,,,,,,,,,,1,-6.226565613,2.277657332,9,,
4447,DTXSID50583510,"(1S,4S)-3-(HEPTAFLUOROBUTYRYL)CAMPHOR",C14H15F7O2,115224-00-5,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2C(=O)C(F)(F)C(F)(F)C(F)(F)F,348.0960269,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
4448,DTXSID5059292,"1-Piperazineethanamine, N,N,4-trimethyl-",C9H21N3,104-19-8,CN(C)CCN1CCN(C)CC1,171.1735477,exposurepred,,,,,,,,1,0.236465467,,,,,,,,,,,,,,,,
4449,DTXSID5059793,7:1 FLUOROTELOMER ALCOHOL,C8H3F15O,307-30-2,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,399.9944372,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
4450,DTXSID5059799,"1H,1H-PERFLUOROOCTYL ACRYLATE",C11H5F15O2,307-98-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,454.0050018,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
4451,DTXSID5059828,1-IODOPENTADECAFLUOROHEPTANE,C7F15I,335-58-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,495.88052,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
4452,DTXSID5059870,(PERFLUOROETHYL)METHYL IODIDE,C3H2F5I,354-69-8,FC(F)(F)C(F)(F)CI,259.91214,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
4453,DTXSID5059874,PERFLUOROMETHYLCYCLOHEXANE,C7F14,355-02-2,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,349.9776443,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
4454,DTXSID5059905,"Ethyl 4,4,4-trifluoroacetoacetate",C6H7F3O3,372-31-6,CCOC(=O)CC(=O)C(F)(F)F,184.0347286,exposurepred,,,,,,,,1,0.246148369,,,,,,,,,,,,,,,,
4455,DTXSID5060277,"Nickel, [ethanedioato(2-)-.kappa.O1,.kappa.O2]-",C2H2O4,547-67-1,[Ni++].[O-]C(=O)C([O-])=O,89.99530854,exposurepred,,,,,,,,1,0.671389783,,,,,,,,,,,,,,,,
4456,DTXSID5060778,"Carbonic acid, dipropyl ester",C7H14O3,623-96-1,CCCOC(=O)OCCC,146.0942943,exposurepred,,,,,,,,1,0.316039254,,,,,,,,,,,,,,,,
4457,DTXSID5060936,1-IODOPERFLUOROPENTANE,C5F11I,638-79-9,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,395.8869,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
4458,DTXSID5060982,HEPTAFLUORO-2-IODOPROPANE,C3F7I,677-69-0,FC(F)(F)C(F)(I)C(F)(F)F,295.89329,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
4459,DTXSID5060986,"1H,1H,5H,5H-PERFLUORO-1,5-PENTANEDIOL DIACRYLATE",C11H10F6O4,678-95-5,FC(F)(COC(=O)C=C)C(F)(F)C(F)(F)COC(=O)C=C,320.0483278,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
4460,DTXSID5061954,11-H-PERFLUOROUNDECANOIC ACID,C11H2F20O2,1765-48-6,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,545.9735426,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
4461,DTXSID5062009,"Glycerol 1,3-dimethacrylate  check CAS",C11H16O5,1830-78-0,CC(=C)C(=O)OCC(O)COC(=O)C(C)=C,228.0997736,exposurepred,,,,,,,,1,4.552566009,,,,,,,,,,,,,,,,
4462,DTXSID50620171,"1H,1H-PERFLUOROHEXYLAMINE",C6H4F11N,355-34-0,NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,299.0168089,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
4463,DTXSID5062184,Methyl 2-methyllactate,C5H10O3,2110-78-3,COC(=O)C(C)(C)O,118.0629942,exposurepred,,,,,,,,1,0.564470756,,,,,,,,,,,,,,,,
4464,DTXSID5062762,"2-Butenedioic acid (2E)-, dioctyl ester",C20H36O4,2997-85-5,CCCCCCCCOC(=O)C=CC(=O)OCCCCCCCC,340.2613596,exposurepred,,,,,,,,1,6.315995815,,,,,,,,,,,,,,,,
4465,DTXSID5062849,ETHYL PERFLUOROOCTANOATE,C10H5F15O2,3108-24-5,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,442.0050018,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
4466,DTXSID5063235,"1H,1H-PERFLUOROOCTYL METHACRYLATE",C12H7F15O2,3934-23-4,CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,468.0206519,PFAS,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
4467,DTXSID5064209,"Acetic acid, (2-benzothiazolylthio)-",C9H7NO2S2,6295-57-4,OC(=O)CSC1=NC2=CC=CC=C2S1,224.9918208,exposurepred,,,,,,,,1,0.601421434,,,,,,,,,,,,,,,,
4468,DTXSID5065512,"1-Propanamine, 3-(triethoxysilyl)-N-[3-(triethoxysilyl)propyl]-",C18H43NO6Si2,13497-18-2,CCO[Si](CCCNCCC[Si](OCC)(OCC)OCC)(OCC)OCC,425.2628912,exposurepred,,,,,,,,1,0.191290838,,,,,,,,,,,,,,,,
4469,DTXSID5065562,"1-Dodecanaminium, N,N,N-trimethyl-, methyl sulfate",C16H37NO4S,13623-06-8,COS([O-])(=O)=O.CCCCCCCCCCCC[N+](C)(C)C,339.2443298,exposurepred,,,,,,,,1,0.565662402,,,,,,,,,,,,,,,,
