cluster.index	parent.mass	number.of.spectra	RTMean	sum.precursor.intensity.	LibraryID	SpectrumID	Smiles	INCHI	ProteoSAFeClusterLink	MetFragScore	MetFragSMILES	MetFragID	FusionScore	FusionSMILES	FusionID	ConsensusScore	ConsensusSMILES	ConsensusID
47568	-168.0869	1	2.6986	4.417461e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2247568%22%2C%22main.cluster%20index_upperinput%22%3A%2247568%22%7D									
48747	-281.1100	1	9.2658	2.011274e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2248747%22%2C%22main.cluster%20index_upperinput%22%3A%2248747%22%7D	1	CC(=O)NC1=CC=C(C=C1)C1=CC=C(C=C1)N(O)C(C)=O	DTXSID60221855				1	CC(=O)NC1=CC=C(C=C1)C1=CC=C(C=C1)N(O)C(C)=O	DTXSID60221855
48953	-383.2950	1	14.9496	2.038954e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2248953%22%2C%22main.cluster%20index_upperinput%22%3A%2248953%22%7D									
49981	-168.0487	1	1.1068	1.775731e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2249981%22%2C%22main.cluster%20index_upperinput%22%3A%2249981%22%7D									
50272	-213.0280	1	6.3039	3.394964e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2250272%22%2C%22main.cluster%20index_upperinput%22%3A%2250272%22%7D	1.0000000,0.4282843,0.4252693	CCNC(=O)NC1=NC=C(S1)[N+]([O-])=O,O=P1OC2=C(C=CC=C2)C2=C1C=CC=C2,ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1	DTXSID1020936,DTXSID6044563,DTXSID2051687				1,0.924,0.584	ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,CCNC(=O)NC1=NC=C(S1)[N+]([O-])=O,O=P1OC2=C(C=CC=C2)C2=C1C=CC=C2	DTXSID2051687,DTXSID1020936,DTXSID6044563
51556	-297.1468	1	13.7912	1.282628e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2251556%22%2C%22main.cluster%20index_upperinput%22%3A%2251556%22%7D	1.0000000,0.7124943	CCCC1C(=O)N2N(C1=O)C1=CC(C)=CC=C1N=C2N(C)C,CC(COC(C)COC(=O)C=C)OCC(C)OC(=O)C=C	DTXSID6045408,DTXSID7028015				1,0.704	CCCC1C(=O)N2N(C1=O)C1=CC(C)=CC=C1N=C2N(C)C,CC(COC(C)COC(=O)C=C)OCC(C)OC(=O)C=C	DTXSID6045408,DTXSID7028015
52079	-219.0817	1	11.2591	7.969176e+03	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2252079%22%2C%22main.cluster%20index_upperinput%22%3A%2252079%22%7D	1.0000000,0.6664853,0.6307788,0.5493862,0.3692212,0.3611129	CCCCOC(=O)C1=C(C=CC=C1)C(O)=O,OC(COC(=O)C=C)COC1=CC=CC=C1,CCOC(=O)C1=CC=CC=C1C(=O)OCC,C(OC1=CC(OCC2CO2)=CC=C1)C1CO1,CC(C)(C)OC(=O)C1=CC=CC=C1C(O)=O,COC1=C(OC(=O)C(C)C)C=CC(C=O)=C1	DTXSID4040002,DTXSID1044851,DTXSID7021780,DTXSID2020470,DTXSID1047150,DTXSID9047201						
52155	-149.0586	1	2.7039	3.758119e+05	3-HYDROXYPHENYLACETATE	CCMSLIB00000578361	C1=CC(=CC(=C1)O)CC(=O)O	N/A	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2252155%22%2C%22main.cluster%20index_upperinput%22%3A%2252155%22%7D									
52169	-212.0249	1	5.6259	3.612705e+05	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2252169%22%2C%22main.cluster%20index_upperinput%22%3A%2252169%22%7D									
52425	-381.2144	1	14.9549	7.464787e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2252425%22%2C%22main.cluster%20index_upperinput%22%3A%2252425%22%7D									
52934	-226.0634	1	1.3985	4.566031e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2252934%22%2C%22main.cluster%20index_upperinput%22%3A%2252934%22%7D	1	NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1	DTXSID7021994				1	NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1	DTXSID7021994
53149	-275.1786	1	9.9935	3.562777e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2253149%22%2C%22main.cluster%20index_upperinput%22%3A%2253149%22%7D	1	CCCCCCCCCC1=CC=C(OCC(O)=O)C=C1	DTXSID4062850						
55697	-307.2786	1	15.1668	1.213801e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2255697%22%2C%22main.cluster%20index_upperinput%22%3A%2255697%22%7D	1	CCCCCCCCCCC=CCCCCCCCC(O)=O	DTXSID6060135				1	CCCCCCCCCCC=CCCCCCCCC(O)=O	DTXSID6060135
56033	-371.1951	1	12.9617	2.170184e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2256033%22%2C%22main.cluster%20index_upperinput%22%3A%2256033%22%7D	1	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12	DTXSID7023300				1	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12	DTXSID7023300
56208	-213.0892	1	6.8685	2.957200e+04	N/A				https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f5495421a7d848b59eca86d97f5e1709&view=view_all_clusters_withID&show=true#%7B%22main.cluster%20index_lowerinput%22%3A%2256208%22%2C%22main.cluster%20index_upperinput%22%3A%2256208%22%7D	1.0000000,0.1155713	CCOC=C(C(=O)OCC)C(=O)OCC,CC1=CC=C2C=CC3=CC=CC4=C3C2=C1C=C4	DTXSID5052591,DTXSID0025654				1,0.369	CCOC=C(C(=O)OCC)C(=O)OCC,CC1=CC=C2C=CC3=CC=CC4=C3C2=C1C=C4	DTXSID5052591,DTXSID0025654
